Month,FPI_Equity (USD_MN),FPI_Debt (USD_MN),FPI_Hybrid (USD_MN),FPI_Equity (INR_Crore),FPI_Debt (INR_Crore),FPI_Hybrid (INR_Crore),MF_Equity (INR_Crore),MF_Debt (INR_Crore),usd_inr,MF_Equity (USD_MN),MF_Debt (USD_MN)
18/06/2013,-96.22,-99.89,,-562.4,-583.90,,97.45,"5,816.68",5.844938682,16.67254445,995.1652731
17/06/2013,-17.97,22.93,,-103.8,132.40,,62.33,6665.38,5.776293823,10.79065607,1153.919832
14/06/2013,-53.66,-545.38,,-309.8,-3149.1,,-100.89,"4,336.28",5.773387999,-17.47500775,751.08
13/06/2013,-94.56,-339.97,,-552.4,-1985.9,,-64.57,"3,115.81",5.84179357,-11.05311224,533.37
12/06/2013,-179.19,-120.14,,-1044.2,-700.1,,-149.96,3343.86,5.827334115,-25.73389427,573.8232842
11/06/2013,-139.82,-393.73,,-823.9,-2320.1,,-532.31,7037.46,5.892576169,-90.33570118,1194.292581
10/06/2013,36.43,-542.79,,210.5,"-3,136.30",,-520.02,8634.14,5.778204776,-89.99681045,1494.259953
07/06/2013,111.84,-229.67,,634.6,-1303.3,,-53.17,"5,763.03",5.674177396,-9.370521273,1015.659116
06/06/2013,-39.66,-332,,-225.5,-1888,,-250.46,"6,914.14",5.685829551,-44.04986075,1216.030122
05/06/2013,28.36,-261.57,,160,-1475.9,,-162.61,4159.92,5.641748942,-28.8226225,737.34582
04/06/2013,46.81,-81.83,,265.10,-463.50,,-25.23,4280.62,5.663319803,-4.454984157,755.8499517
03/06/2013,73.37,-363.21,,415.1,-2054.8,,-280.91,"3,379.16",5.657625733,-49.65156998,597.2752811
31/05/2013,-87.97,-317.37,,-497,-1793,,14.14,"1,725.02",5.649653291,2.502808451,305.3320109
30/05/2013,266.85,-240.83,,1497,-1351,,-288.19,"3,546.94",5.609893198,-51.37174449,632.27
29/05/2013,172.6,-207.41,,970.70,-1166.6,,-75.85,3722.66,5.623986095,-13.48687545,661.9255342
28/05/2013,175.33,-6.6,,977.30,-36.8,,-222.81,1468.11,5.574060343,-39.9726566,263.3825093
27/05/2013,69.73,-106.56,,387.8,-592.7,,90.33,"2,543.40",5.561451312,16.24216323,457.3266684
24/05/2013,-32.72,-25.09,,-182,-139.5,,-137.13,3034.15,5.562347188,-24.65326154,545.4801538
23/05/2013,57.16,-442.65,,320.1,-2478.4,,-203.63,"2,158.60",5.600069979,-36.36204561,385.4594689
22/05/2013,293.56,-118.82,,1629.9,-659.7,,257.07,266.09,5.552186946,46.3006744,47.92525946
21/05/2013,469.19,422.15,,2582.4,2323.5,,324.65,234.53,5.503953622,58.98487202,42.61118754
20/05/2013,187.97,94.57,,"1,034.50",520.5,,-144.68,"1,115.63",5.503537799,-26.2885448,202.7114269
17/05/2013,174.59,138.82,,958.3,761.90,,-137.26,"1,082.55",5.488859614,-25.00701597,197.2267604
16/05/2013,226.49,-0.42,,1240.5,-2.3,,-52.58,"1,743.43",5.477063005,-9.600035631,318.3147607
15/05/2013,310.47,41.32,,1700.9,226.4,,268.36,"1,627.47",5.478468129,48.98449597,297.0666182
14/05/2013,83.55,76.25,,456.4,416.6,,317.45,220.45,5.462597247,58.1133819,40.35626096
13/05/2013,87.56,-61.01,,480.80,-335.00,,264.96,-271.05,5.491091823,48.25269884,-49.36176789
10/05/2013,108.05,11.96,,589.3,65.2,,427.05,-1114.1,5.453956502,78.30095452,-204.2737231
09/05/2013,146.17,168.41,,792.8,913.5,,70.5,"-1,206.18",5.423821578,12.99821519,-222.385634
08/05/2013,193.73,120.68,,1049.3,653.6,,-67.85,-787.64,5.416301038,-12.52699943,-145.4202775
07/05/2013,201.83,169.52,,1095.5,920.1,,23.15,"-1,554.07",5.427835307,4.265052031,-286.3148773
06/05/2013,170.5,119.05,,919.8,642.3,,67.35,-856.03,5.394721408,12.48442596,-158.6791857
03/05/2013,196.65,437.17,,1061,2358.6,,92.29,"-1,707.52",5.395372489,17.10539915,-316.48
02/05/2013,300.2,247,,1613.1,1327.3,,264.76,"2,409.48",5.373417722,49.27217903,448.41
30/04/2013,183.18,295.38,,993.20,"1,601.50",,270.38,-208.00,5.4219893,49.86730608,-38.36
29/04/2013,121.73,416.7,,660.70,2261.7,,-471.9,217.98,5.42758564,-86.94473589,40.16150356
26/04/2013,55.88,273.77,,303.40,1486.4,,7.7,"1,157.22",5.429491768,1.41818062,213.135971
25/04/2013,285.42,527.31,,"1,546.20",2856.5,,-265.46,977.14,5.417279798,-49.00245324,180.3746597
23/04/2013,83.55,411.31,,453.7,2233.4,,90.84,404.63,5.430281269,16.72841525,74.51363566
22/04/2013,151.63,94.59,,821.30,512.4,,15.81,"-2,264.13",5.416474312,2.918872884,-418.0080749
18/04/2013,191.17,-118.58,,"1,032.90",-640.7,,-173.33,"-3,843.63",5.403044411,-32.08006206,-711.3822704
17/04/2013,45.1,247.05,,243.30,1332.6,,-29.05,"-1,215.64",5.394678492,-5.384936293,-225.3405836
16/04/2013,117.6,80.32,,638.90,436.4,,-358.49,"-1,929.18",5.432823129,-65.98595085,-355.0971482
15/04/2013,-61.79,-228.67,,-337.5,-1249.2,,-320.13,-2751.16,5.462048875,-58.60987467,-503.6864486
12/04/2013,17.11,-27.72,,93.20,-150.9,,-363.34,"-9,370.52",5.447106955,-66.70329828,-1720.274648
10/04/2013,30.16,-173.31,,164.5,-945.1,,43.87,"-1,635.24",5.454244032,8.043277812,-299.8105678
09/04/2013,-113.64,33.54,,-618.90,182.70,,121.42,"-1,436.85",5.446145723,22.29466602,-263.8287833
08/04/2013,-19.04,-292.13,,-104.2,-1598.6,,-71.8,"-2,410.15",5.472689076,-13.1196929,-440.3959309
05/04/2013,-22.36,-137.43,,-122.70,-754.20,,-303.2,-683.66,5.487477639,-55.25307253,-124.5854735
04/04/2013,-45.4,-250.4,,-248.1,-1368.4,,-91.41,-6020.34,5.464757709,-16.72718259,-1101.666409
03/04/2013,-63.4,-236.05,,-344.80,-1283.9,,26.66,-12545.71,5.438485804,4.902099768,-2306.838788
02/04/2013,-5.48,-86.8,,-29.80,-471.6,,100.76,149.83,5.437956204,18.52902013,27.55263087
26/03/2013,104.42,-135.77,,566.70,-736.9,,-70.13,-560.05,5.427121241,-12.92213623,-103.1946727
25/03/2013,149.15,-46.38,,806.9,-250.90,,54.25,460.43,5.409989943,10.02774507,85.10736708
22/03/2013,37.52,-108.7,,203.9,-590.60,,4.79,1026.1,5.434434968,0.881416381,188.8144777
21/03/2013,75.75,227.12,,411.2,1232.8,,-78.96,"1,565.49",5.428382838,-14.54576848,288.3897556
20/03/2013,-29.39,32.61,,-159.8,177.3,,-187.59,131.13,5.437223545,-34.50106446,24.11708824
19/03/2013,27.01,-5.77,,146.6,-31.3,,-39.08,767.19,5.4276194,-7.200210095,141.3492626
18/03/2013,98.61,-0.32,,535.40,-1.7,,-23.99,"3,001.63",5.429469628,-4.418479455,552.8403704
15/03/2013,216.49,219.34,,"1,172.50","1,187.90",,-120.32,3935.62,5.415954548,-22.21584375,726.6715342
14/03/2013,105.17,95.19,,572.50,518.2,,-316.67,12059.97,5.443567557,-58.17324699,2215.453354
13/03/2013,55.95,51.84,,302.8,280.5,,11.31,-171.2,5.411974978,2.089810106,-31.6335535
12/03/2013,143.75,164.05,,781.1,891.4,,-168.38,678.96,5.43373913,-30.98786967,124.9526309
11/03/2013,185.42,76.25,,1006.7,414,,172.11,"2,331.58",5.429295653,31.70024456,429.4442869
08/03/2013,251.26,-88.23,,1366.9,-480,,94.73,525.51,5.440181485,17.41302202,96.59788031
07/03/2013,126.85,89.1,,694.4,487.7,,166.73,"1,813.99",5.474182105,30.457518,331.3718772
06/03/2013,118.95,113.25,,650.70,619.6,,-54.23,"3,689.08",5.4703657,-9.913414016,674.3753896
05/03/2013,55.68,98.04,,304.3,535.8,,173.6,"2,851.75",5.465158046,31.76486362,521.8055866
04/03/2013,21.92,35.19,,120.7,193.7,,-172.49,1896.08,5.506386861,-31.32544159,344.3419519
01/03/2013,168.01,107.11,,915.40,583.5,,22.07,"5,315.09",5.448485209,4.05066714,975.5170099
28/02/2013,-237.04,142.09,,"-1,274.60",764.1,,52.82,"4,342.68",5.377151536,9.82304472,807.6171875
27/02/2013,156.53,394.04,,842.7,2121.3,,-25.41,"5,286.05",5.383632531,-4.719861517,981.8742215
26/02/2013,15.35,54.95,,83,297.1,,66.23,"4,571.41",5.407166124,12.24856024,845.4354639
25/02/2013,49.21,36.84,,266.00,199.1,,37.74,"1,090.97",5.405405405,6.9819,201.82945
22/02/2013,38.99,-157.76,,212.20,-858.7,,21.56,405.47,5.442421134,3.961472196,74.50
21/02/2013,211.99,198.43,,"1,154.90",1081,,-302.84,"2,467.55",5.447898486,-55.58840731,452.94
20/02/2013,84.11,118.83,,454.6,642.3,,-155.49,1175.72,5.404827012,-28.76872833,217.5314765
19/02/2013,-0.4,-57.82,,-2.2,-313.9,,131.98,"4,314.63",5.5,23.99636364,784.48
15/02/2013,68.08,-14.84,,369.60,-80.6,,-20.74,"3,306.02",5.428907168,-3.820290043,608.9660216
14/02/2013,96.49,12.09,,519.8,65.2,,-80.4,"5,544.37",5.387086745,-14.92457868,"1,029.20"
13/02/2013,151.05,130.37,,813.4,702,,-40.55,"6,393.29",5.384971864,-7.530215761,1187.246686
12/02/2013,0.31,3.25,,1.7,17.5,,-188.03,"6,947.05",5.483870968,-34.28782353,1266.815
11/02/2013,183.52,71.36,,985.10,383.10,,-17.79,-116.81,5.367807323,-3.314202416,-21.76121328
08/02/2013,285.17,-280.59,,"1,527.70",-1503.1,,-96.34,"2,321.22",5.357155381,-17.98342463,433.2933871
07/02/2013,1195.62,-8.04,,"6,354.10",-42.7,,-92.76,"2,499.99",5.31448119,-17.45419669,470.4109227
06/02/2013,252.93,14.9,,1342.7,79.1,,-203.66,622.92,5.308583403,-38.36428376,117.3420389
05/02/2013,941.65,12.36,,5018.5,65.9,,-171.01,"1,566.27",5.329474858,-32.08758922,293.8882426
04/02/2013,167.65,-68.47,,888.1,-362.7,,331.57,"2,173.12",5.297345661,62.59172447,410.2280914
01/02/2013,481.06,153.36,,2565.2,817.8,,-277.74,"1,068.61",5.33239097,-52.08545314,200.3997843
31/01/2013,195.57,129.77,,1042.2,691.5,,-272.43,"-1,017.37",5.329038196,-51.12179534,-190.91
30/01/2013,233.21,-57.98,,1249.2,-310.6,,-209.12,-557.53,5.356545603,-39.04008581,-104.0838707
29/01/2013,187.37,-19.56,,1006.2,-105.1,,-309.99,"1,327.08",5.370123285,-57.72493172,247.1228181
28/01/2013,150.34,150.48,,810.2,810.90,,-257.17,"2,089.40",5.389117999,-47.7202392,387.7072278
24/01/2013,314.73,152.08,,1694.9,819,,-33.49,"2,485.55",5.38525085,-6.218837513,461.5476733
23/01/2013,151.52,70.4,,814.7,378.5,,-113.5,"1,292.28",5.376847941,-21.10902173,240.34
22/01/2013,191.94,241.75,,1027.1,1293.6,,-2.87,"1,756.05",5.351151401,-0.536333171,328.16
21/01/2013,160.13,-113.17,,862.7,-609.7,,-136.24,704.37,5.387497658,-25.28817805,130.7415882
18/01/2013,221.18,228.68,,1193.2,1233.7,,-42.4,-392.81,5.394701148,-7.859564197,-72.81404274
17/01/2013,113.71,-95.22,,621.4,-520.3,,-210.3,"1,295.16",5.464778823,-38.48280174,237.00
16/01/2013,201.62,109.84,,1105.4,602.20,,-234.76,"1,871.29",5.482591013,-42.81917062,341.3148994
15/01/2013,196.59,151.65,,1072.3,827.1,,-201.5,"1,477.45",5.454499212,-36.94197986,270.8681297
14/01/2013,185.41,-7.5,,1013,-41,,-199.77,692.91,5.463567229,-36.5640234,126.8237346
11/01/2013,142.2,-214.62,,775.6,-1170.5,,-455.16,"1,053.77",5.454289733,-83.44991233,193.2002243
10/01/2013,51.56,-194.22,,281.7,-1061.1,,-297.37,2626.89,5.463537626,-54.42810508,480.8038637
09/01/2013,158.1,-17.51,,868.9,-96.20,,-51.91,564.75,5.495888678,-9.44524226,102.7586316
08/01/2013,162.33,10.95,,898.1,60.60,,-199.58,"1,237.50",5.532557137,-36.073735,223.6759548
07/01/2013,180.53,-149.08,,992.5,-819.6,,-142.94,473.39,5.497701213,-25.99995788,86.10689844
04/01/2013,228.18,-82.54,,1251.5,-452.7,,-134.58,77.99,5.484705057,-24.53732673,14.21954311
03/01/2013,264.54,232.28,,1439.5,1264,,-254.32,767.88,5.441521131,-46.73693143,141.1149532
02/01/2013,255.88,39.09,,1391.7,212.6,,-205.12,"-1,698.33",5.438877599,-37.71366358,-312.2574408
01/01/2013,149.16,48.7,,817.9,267,,-109.4,"-2,387.48",5.483373559,-19.95122142,-435.4034928
31/12/2012,159.09,66.58,,871.5,364.7,,-82.71,719.50,5.478031303,-15.09848985,131.3428055
28/12/2012,164.91,95.98,,904.5,526.4,,-103.24,"-1,820.09",5.484809896,-18.82289486,-331.8419479
27/12/2012,-4.53,-162.86,,-24.9,-893.2,,47.79,"3,353.13",5.496688742,8.694325301,610.0272651
26/12/2012,162.16,-13.77,,891.3,-75.7,,-94.77,4541.07,5.496423286,-17.24212184,826.1863696
24/12/2012,719.49,141.44,,3963.4,779.1,,-42.64,0.06,5.508624164,-7.740589797,0.010892012
21/12/2012,176.72,158.72,,973.5,874.4,,-15.42,"1,140.22",5.50871435,-2.799201233,206.9847749
20/12/2012,107.62,-39.59,,590.20,-217.1,,147.64,2133.8,5.48411076,26.92141105,389.0876923
19/12/2012,286.32,43.06,,1567.2,235.7,,-37.2,"4,309.76",5.473595977,-6.7962634,787.3726922
18/12/2012,249.67,-36.74,,1369.4,-201.5,,72.96,"3,141.40",5.484839989,13.30212005,572.7423236
17/12/2012,173.68,28.07,,948.8,153.4,,-201.81,3797.09,5.462920313,-36.94177993,695.0659688
14/12/2012,115.13,34.06,,626.20,185.3,,40.37,"15,470.91",5.439068879,7.422226286,2844.404133
13/12/2012,243.01,148.22,,1317.9,803.8,,87.1,"16,044.49",5.423233612,16.06052887,2958.472961
12/12/2012,556.35,20.79,,3019.5,112.8,,-143.3,-12.56,5.427338905,-26.40336314,-2.314209637
11/12/2012,259.58,76.99,,"1,409.90",418.2,,160.49,"-6,307.90",5.431466215,29.54819079,-1161.362282
10/12/2012,144.58,54.24,,785.60,294.8,,-28.51,"2,611.80",5.433669941,-5.246914206,480.6696079
07/12/2012,110.35,154.34,,598.10,836.6,,-173.86,8544.11,5.420027186,-32.07732988,1576.396152
06/12/2012,392.87,53.71,,2139.8,292.5,,10.64,5184.86,5.446585384,1.953517525,951.9468867
05/12/2012,175.41,-43.59,,957.20,-237.9,,110.88,2692.92,5.45692948,20.3191191,493.4863113
04/12/2012,109.2,-53.29,,600.00,-292.8,,-82.81,2038.91,5.494505495,-15.07142,371.08162
03/12/2012,144.77,-152.88,,789.90,-834.1,,-180.28,"1,925.90",5.456240934,-33.04106292,352.9719496
30/11/2012,304.49,-193.73,,1660.3,-1056.3,,-73.13,3958.58,5.452724227,-13.4116447,725.982066
29/11/2012,360.27,157.57,,1988.8,869.8,,-108.13,5560.35,5.520304216,-19.58768861,1007.254271
27/11/2012,209.8,33.46,,1168.7,186.4,,-4.44,"1,808.89",5.570543375,-0.797049713,324.7241568
26/11/2012,37.35,16.47,,208,91.7,,-208.42,1248.99,5.568942436,-37.42541827,224.2777716
23/11/2012,90.51,-63.37,,500.9,-350.7,,-176.33,"4,611.33",5.534195117,-31.86190517,833.243119
22/11/2012,33.13,46.98,,182.7,259.1,,-442.47,"6,888.47",5.5146393,-80.23552874,1249.124308
21/11/2012,47.56,-74.59,,262.6,-411.8,,-100.65,"2,727.74",5.521446594,-18.22891851,494.03
20/11/2012,31.63,24.97,,173.7,137.1,,-121.48,"3,159.87",5.491621878,-22.12096949,575.40
19/11/2012,124.83,-43.32,,686.1,-238.1,,-57.96,3285.09,5.496274934,-10.54532401,597.6938999
16/11/2012,143.18,-105.99,,787.4,-582.8,,-26.21,"4,418.75",5.499371421,-4.765999238,803.5009208
15/11/2012,33.39,-320.02,,183.50,-1758.8,,-52.07,"6,724.50",5.495657382,-9.474753678,1223.60248
12/11/2012,53.07,145.85,,291.5,801.20,,-58.84,7031.01,5.492745431,-10.71231149,1280.053862
09/11/2012,-4.28,156.99,,-23.3,853.1,,470.37,-678.90,5.443925234,86.40272961,-124.7078112
08/11/2012,56.49,-74.13,,307.6,-403.6,,270.6,"1,984.11",5.445211542,49.69503901,364.3770283
07/11/2012,137.29,-52.43,,744.8,-284.5,,-98.74,"6,165.73",5.425012747,-18.20087889,1136.537422
06/11/2012,42.64,-65.18,,232.8,-355.9,,35.98,3379.97,5.459662289,6.590151203,619.0804158
05/11/2012,76.38,24.28,,413,131.3,,-104.59,"2,790.00",5.407174653,-19.34281889,515.9811138
02/11/2012,145.71,327.74,,782,1758.8,,-158.71,621.33,5.366824514,-29.57242212,115.7723712
01/11/2012,77.43,-52.9,,416.4,-284.5,,-46.83,2524.55,5.377760558,-8.708085735,469.4426189
31/10/2012,49.88,-23.23,,270,-125.7,,42.97,4.31,5.412991179,7.93830963,0.796232593
30/10/2012,-29.03,85.74,,-157.3,464.4,,76.67,"5,147.62",5.418532553,14.14958741,950.0025976
29/10/2012,-4.71,125.23,,-25.4,673.8,,1.24,"3,290.28",5.392781316,0.229937008,610.1267244
26/10/2012,-85.77,374.1,,-459.7,2005.2,,-12.25,1539.77,5.359682873,-2.285582989,287.2875199
23/10/2012,79.59,287.5,,426.9,1541.9,,24.23,"1,221.38",5.363739163,4.517371047,227.7105509
22/10/2012,61.92,120.09,,332.30,644.6,,117.27,807.17,5.366602067,21.85181583,150.4061583
19/10/2012,24.92,51.56,,133.9,277,,-104.42,"1,257.06",5.373194222,-19.4335056,233.9502255
18/10/2012,24.13,112.64,,127.8,596.7,,-109.59,"1,744.03",5.296311645,-20.69175822,329.29
17/10/2012,14.39,4.31,,75.9,22.7,,82.39,"1,690.56",5.274496178,15.62044928,320.52
16/10/2012,-16.58,32.66,,-87.6,172.5,,-481.29,"1,115.65",5.283474065,-91.0934726,211.16
15/10/2012,31.42,3.57,,166.9,19,,-596.74,"1,456.16",5.311903246,-112.3401486,274.1314991
12/10/2012,85.12,30.5,,448.6,160.7,,-261,457.04,5.270206767,-49.52367365,86.72145519
11/10/2012,186.07,8.12,,987.60,43.1,,4.35,"3,574.09",5.307679905,0.819567132,673.3808488
10/10/2012,78.57,-43.36,,416.8,-230,,-498.96,"-3,153.17",5.304823724,-94.05779079,-594.3967536
09/10/2012,124.67,59.52,,653,311.8,,-395.81,358.84,5.237827866,-75.56758453,68.50931516
08/10/2012,179.32,-76.99,,936.3,-402,,-457.17,"2,257.81",5.221391925,-87.55711246,432.4153468
05/10/2012,776.38,32.48,,4007.5,167.7,,-330.59,"2,152.20",5.16177645,-64.04578021,416.9494787
04/10/2012,187.45,70.15,,974.3,364.6,,-198,-7.64,5.197652707,-38.09411885,-1.469894283
03/10/2012,155.39,6.71,,813.3,35.1,,-337.46,"3,717.92",5.233927537,-64.47548186,710.3499186
01/10/2012,43.89,71.59,,231.7,377.9,,-216.28,"1,704.89",5.279106858,-40.96905136,322.9504622
28/09/2012,258.34,114.81,,1361.4,605,,-262.09,1116.26,5.269799489,-49.73434009,211.8221011
27/09/2012,118.46,20.47,,630.9,109,,-234.49,2074.59,5.325848388,-44.02866603,389.5323053
26/09/2012,150.33,90.54,,805.5,485.1,,-332.67,"2,202.61",5.358211934,-62.08601006,411.0718328
25/09/2012,850.98,82.23,,4555.7,440.2,,-15.74,550.51,5.353474817,-2.940146454,102.832276
24/09/2012,310.02,-118.02,,1652.2,-628.9,,-200.08,543.03,5.329333591,-37.54315555,101.894541
21/09/2012,458.57,-128.44,,2471.9,-692.4,,-103.58,293.12,5.39045293,-19.21545394,54.37761981
20/09/2012,-0.38,68.1,,-2.1,370,,-262.1,-181.11,5.526315789,-47.42761905,-32.77228571
18/09/2012,201.06,179.52,,1090.9,974,,-21.18,-1008.13,5.425743559,-3.90361243,-185.804948
17/09/2012,428.85,61.98,,2314.7,334.5,,100.37,-219.68,5.397458319,18.59578974,-40.70063853
14/09/2012,522.06,50.71,,2857.1,277.5,,-95.92,363.24,5.472742597,-17.52686122,66.37257163
13/09/2012,73.51,11.38,,407.6,63.1,,-263.64,2066.89,5.544823833,-47.54704711,372.7602647
12/09/2012,104.96,25.72,,580,142.1,,-266.95,517.38,5.525914634,-48.30874483,93.62793931
11/09/2012,100.19,46.37,,556.30,257.5,,-462.8,3011.63,5.552450344,-83.35058781,542.3965661
10/09/2012,131.37,-25.16,,727,-139.3,,-306.47,"5,232.16",5.533987973,-55.37959271,945.4592286
07/09/2012,92.84,29.64,,515.5,164.6,,-48.57,8527.13,5.55256355,-8.74731096,1535.710474
06/09/2012,24.46,-160.96,,136.9,-900.9,,-2,8531.09,5.596892886,-0.357341125,1524.254649
05/09/2012,-26.44,-178.21,,-147.8,-996.1,,-43.56,-620.07,5.590015129,-7.792465494,-110.9245656
04/09/2012,54.48,29.54,,302.6,164.1,,-86.22,"1,907.06",5.554331865,-15.52301917,343.346427
03/09/2012,-8.49,61.9,,-47.1,343.3,,60.2,"3,420.99",5.54770318,10.85133758,616.6497898
31/08/2012,-26.26,-26,,-146.3,-144.9,,-14.29,-288.89,5.571210967,-2.564971975,-51.85407656
30/08/2012,449.45,75.75,,2501.1,421.6,,-110.88,1050.68,5.564801424,-19.92523929,188.8081748
29/08/2012,74.5,-258.41,,414.7,-1438.4,,90.85,1328.95,5.566442953,16.32101519,238.7431276
28/08/2012,30.22,-74.89,,168.5,-417.7,,-90.88,"1,753.90",5.575777631,-16.29907181,314.5570208
27/08/2012,113.72,3.93,,632.2,21.9,,-239.72,931.76,5.559268378,-43.12078203,167.6047884
24/08/2012,61.23,113.23,,339.1,627.1,,-111.03,1860.12,5.538134901,-20.0482657,335.8748086
23/08/2012,71.87,44.19,,396.6,243.9,,-279.91,"3,995.15",5.518296925,-50.72398311,723.9824269
22/08/2012,22.31,8.04,,123.9,44.6,,-20.26,127.81,5.553563424,-3.648108152,23.01405246
21/08/2012,38.19,-34.41,,212.1,-191.1,,-333.54,"1,466.39",5.553809898,-60.05607072,264.0331641
17/08/2012,58.02,43.99,,323.2,245.10,,665.94,"1,968.33",5.570492933,119.5477686,353.35
16/08/2012,24.1,-40.3,,134.9,-225.70,,-725.26,"1,553.07",5.597510373,-129.5683173,277.4572795
14/08/2012,50.39,31.15,,280.4,173.40,,-367.18,536.54,5.56459615,-65.98502211,96.42029458
13/08/2012,65.24,85.89,,361.5,476,,-466.35,"1,725.77",5.541079093,-84.16230705,311.4501654
10/08/2012,21.9,77.31,,121.2,427.9,,-199.52,"3,110.11",5.534246575,-36.05188119,561.9753218
09/08/2012,57.53,10.39,,317.4,57.40,,-221.1,"4,656.84",5.517121502,-40.07524575,844.0705898
08/08/2012,206.45,55.14,,1138.5,304.1,,-30.12,"6,517.53",5.514652458,-5.461812912,1181.856889
07/08/2012,155.31,-147.18,,862,-816.80,,-176.01,"6,622.94",5.550189943,-31.71242819,1193.281684
06/08/2012,102.74,85.93,,569.9,476.7,,-531.76,"7,469.83",5.547011875,-95.864226,1346.640348
03/08/2012,29.89,7.03,,167.7,39.4,,-405.25,"5,301.69",5.610572098,-72.22971079,944.9464168
02/08/2012,32.29,-49.06,,180.1,-273.6,,-187.36,"4,082.39",5.577578198,-33.5916402,731.928779
01/08/2012,113.71,48.2,,630.9,267.4,,-208.74,"3,856.46",5.548324686,-37.62216738,695.0674696
31/07/2012,166.29,-35.48,,928,-198.00,,17.58,"3,477.23",5.580612184,3.150192026,623.0911387
30/07/2012,217.55,22.6,,1206.2,125.3,,-82.67,"3,299.27",5.544472535,-14.9103453,595.0557026
27/07/2012,115.89,14.38,,642.2,79.7,,23.98,1954.43,5.541461731,4.327378075,352.6921406
26/07/2012,-166.3,38.11,,-930.4,213.2,,53.46,"1,862.04",5.594708358,9.555457868,332.821638
25/07/2012,-44.18,66.36,,-249.1,374.1,,-83.47,3029.05,5.638297872,-14.80411321,537.2277358
24/07/2012,-37.74,34.22,,-211.4,191.7,,-108.48,1868.02,5.601483837,-19.36629707,333.4866358
23/07/2012,57.71,19.43,,321.8,108.3,,-295.18,"2,689.83",5.576156645,-52.93610255,482.380638
20/07/2012,43.37,142.56,,239.2,786.2,,17.73,0.00,5.51533318,3.214674331,0
19/07/2012,38.78,30.04,,214.8,166.4,,3.3,897.10,5.538937597,0.595782123,161.96
18/07/2012,68.12,25.99,,377,143.8,,-244.08,"-1,280.27",5.534351145,-44.10273103,-231.3315448
17/07/2012,103.49,19.96,,570.7,110.1,,3.82,351.96,5.514542468,0.69271386,63.82397126
16/07/2012,64.79,17.14,,355.8,94.2,,-122.98,330.39,5.491588208,-22.39425014,60.16292327
13/07/2012,68.21,-130.32,,379.6,-725.3,,-235.07,"1,034.98",5.565166398,-42.23952766,185.9746728
12/07/2012,56.29,36.02,,313.5,200.7,,-89.41,625.98,5.56937289,-16.05387209,112.3968555
11/07/2012,45.34,-23.89,,251,-132.3,,11.5,-326.12,5.535950596,2.077330677,-58.90948526
10/07/2012,113.91,16.55,,635.7,92.3,,72.44,"2,343.55",5.580721622,12.98040019,419.9367319
09/07/2012,59.89,43.57,,335.5,244.10,,-161.16,"-1,560.77",5.601936884,-28.76862116,-278.6125642
06/07/2012,109.82,79.5,,608.6,440.60,,-104.68,159.33,5.541795666,-18.88918436,28.75060894
05/07/2012,82.92,-33.95,,456.3,-186.8,,-35.45,"1,425.23",5.502894356,-6.442064431,258.9964313
04/07/2012,55.12,30.46,,300.7,166.2,,-68.56,-3.65,5.455370102,-12.56743332,-0.669065514
03/07/2012,102.23,9.21,,560.3,50.5,,-81.34,-1256.84,5.480778636,-14.84095699,-229.3177819
02/07/2012,697.6,152.01,,3894.7,848.7,,-190.2,676.95,5.582998853,-34.06771253,121.25204
28/06/2012,-122.09,101.89,,-694.9,580,,-198.16,1.76,5.691702842,-34.81559131,0.309222046
27/06/2012,46.71,-131.71,,267.2,-753.6,,-149.36,-1132.75,5.720402483,-26.1100509,-198.0192833
26/06/2012,15.1,-30.28,,86.2,-172.8,,154.13,"-1,597.62",5.708609272,26.99957077,-279.8615081
25/06/2012,33.76,-30.47,,190.8,-172.3,,-204.63,-1029.31,5.651658768,-36.20706918,-182.1252914
22/06/2012,-20.91,33.69,,-119.2,192,,238.11,1122.29,5.700621712,41.76912836,196.8715092
21/06/2012,-42.31,12.08,,-238.7,68.2,,11.63,762.78,5.641692271,2.061438207,135.2041131
20/06/2012,45.19,32.31,,252.4,180.5,,31.59,910.93,5.585306484,5.655911648,163.0940044
19/06/2012,25.37,48.8,,142.10,273.3,,-166.09,"1,538.67",5.601103666,-29.65308445,274.7083596
18/06/2012,-106.64,56.57,,-592.9,314.60,,-305.79,"1,577.81",5.559827457,-54.99990825,283.7875837
15/06/2012,70.29,-6.38,,392,-35.6,,-73.73,571.74,5.576895718,-13.22061658,102.5193995
14/06/2012,16.16,-131.48,,90.2,-733.6,,-461.04,"1,280.03",5.581683168,-82.59874058,229.3268825
13/06/2012,48.76,45.35,,272.30,253.30,,-19.86,-286.71,5.584495488,-3.556274697,-51.34035843
12/06/2012,4.25,159.15,,23.80,892.10,,-332.3,2025.56,5.6,-59.33928571,361.7071429
11/06/2012,38.76,136.26,,214.1,752.70,,-291.89,6509.83,5.52373581,-52.84286035,1178.519434
08/06/2012,50.62,72.31,,280.3,400.30,,-110.76,5302.74,5.537337021,-20.00239458,957.6336026
07/06/2012,134.32,-395.38,,740.7,-2180.3,,-190.6,1416.82,5.514443121,-34.56378021,256.9289353
06/06/2012,30.48,189.91,,169.2,1053.9,,-180.06,"1,575.87",5.551181102,-32.43634043,283.8801277
