Month,FPI_Equity (USD_MN),FPI_Debt (USD_MN),FPI_Hybrid (USD_MN),FPI_Equity (INR_Crore),FPI_Debt (INR_Crore),FPI_Hybrid (INR_Crore),MF_Equity (INR_Crore),MF_Debt (INR_Crore),usd_inr,MF_Equity (USD_MN),MF_Debt (USD_MN)
20/11/2019,59.71,-339.06,7.87,427.96,-2430.22,56.43,347.05,"2,384.05",7.167308659,48.42124381,332.6283426
19/11/2019,-87.22,-51.66,2.25,-626.39,-371.01,16.15,786.33,"3,338.62",7.181724375,109.4904175,464.8772113
18/11/2019,-73.75,-125.24,3.34,-528.86,-898.09,23.96,370.45,"4,161.82",7.170983051,51.65958382,580.3695212
15/11/2019,-162.72,-79.5,0.31,-1166.87,-570.09,2.23,790.52,"4,147.60",7.17102999,110.2379994,578.3827436
14/11/2019,-59.82,-14.26,0.04,-431.03,-102.78,0.3,"-1,252.63","2,696.37",7.205449682,-173.8448057,374.2125917
13/11/2019,211.83,-136.34,1.81,"1,518.87",-977.62,12.97,-354.3,"1,020.17",7.170230845,-49.41263505,142.2785433
11/11/2019,221.14,48.06,2.69,1579.98,343.36,19.25,-1920.01,555.39,7.144704712,-268.7318899,77.73449322
08/11/2019,748.64,-23.81,-0.44,"5,334.01",-169.65,-3.15,-197.48,"1,670.92",7.124933212,-27.71675104,234.517286
07/11/2019,126.02,-146.71,0.89,894.84,"-1,041.71",6.32,-550.34,3450.52,7.100777654,-77.50418712,485.9355085
06/11/2019,178.01,387.07,-0.32,"1,261.87",2743.8,-2.26,-621.12,"1,745.67",7.088759058,-87.62041351,246.2588989
05/11/2019,56.41,31.35,0.03,398.99,221.69,0.19,-646.72,1002.04,7.073036696,-91.43456026,141.6704088
04/11/2019,11.47,146.84,0.52,81.1,"1,037.86",3.71,-752.05,2.06,7.070619006,-106.3626819,0.291346486
01/11/2019,254.96,233.59,1.09,"1,807.16",1655.67,7.73,573.29,2282,7.088013806,80.88161447,321.9519688
31/10/2019,281.01,149.21,0.38,"1,989.84",1056.56,2.72,941.74,"1,769.86",7.081029145,132.9947922,249.9438943
30/10/2019,1069.78,67.35,0.82,7594.51,478.18,5.81,585.85,1486.22,7.099132532,82.52416719,209.3523389
29/10/2019,214.84,285.26,1.95,1519.6,2017.63,13.77,838.11,3139.53,7.073170732,118.4914138,443.8645862
25/10/2019,-57.48,202.18,0.42,-407.93,1434.72,3,49.52,"2,759.70",7.096903271,6.977691271,388.8597455
24/10/2019,-27.26,-54.01,-0.02,-193.38,-383.13,-0.17,48.94,285.37,7.093910492,6.898874754,40.22745992
23/10/2019,-21.01,-87.06,0.41,-149.07,-617.57,2.88,-223.38,"2,260.27",7.095192765,-31.48328839,318.5635789
22/10/2019,-151.52,44.92,0.05,"-1,073.90",318.36,0.32,1781.97,"3,409.73",7.0875132,251.4238704,481.0897566
18/10/2019,15.13,44.84,0.17,107.75,319.32,1.24,"1,032.65","1,365.23",7.12161269,145.0022691,191.7023657
17/10/2019,178.46,39.73,-0.76,"1,274.38",283.72,-5.46,523.7,"2,943.42",7.140983974,73.33723222,412.1868934
16/10/2019,125.39,53.78,0.66,896.62,384.51,4.75,676.49,404.30,7.150649972,94.60538589,56.54031474
15/10/2019,304.2,-62.83,-0.32,2169.56,-448.1,-2.29,-38.81,"2,854.39",7.132018409,-5.441657295,400.2219058
14/10/2019,866.43,-7.97,0.31,6153.26,-56.65,2.2,451.48,"4,080.42",7.101854737,63.57212541,574.5569504
11/10/2019,-79.99,169.02,0.55,-568.12,"1,200.54",3.89,"-3,673.45",990.16,7.102387798,-517.2133801,139.4122692
10/10/2019,-11.23,-111.79,-0.26,-79.82,-794.26,-1.88,-204.73,"2,930.60",7.107747106,-28.80378226,412.310674
09/10/2019,-96.04,-87.24,-0.49,-683.02,-620.35,-3.47,-135.51,799.51,7.111828405,-19.05417177,112.419754
07/10/2019,-51.81,50.37,-0.37,-367.74,357.49,-2.61,-788.43,"4,233.32",7.097857556,-111.0799976,596.4222255
04/10/2019,-123.82,109.01,0.65,-877.54,772.52,4.6,480.11,"6,058.73",7.087223389,67.74303188,854.8806306
03/10/2019,-156.35,-12.19,0.66,"-1,111.87",-86.7,4.7,228.7,456.71,7.111416693,32.15955552,64.22208397
01/10/2019,-216.68,-79.14,-0.08,"-1,536.48",-561.24,-0.57,393.33,"2,603.68",7.091009784,55.46882771,367.1804269
30/09/2019,-42.28,-46.6,0.05,-298.82,-329.38,0.37,416.68,"2,722.70",7.067644276,58.95599491,385.2344421
27/09/2019,-42.63,-120.62,0.75,-302,-854.46,5.31,682.55,"3,043.03",7.084212996,96.34803477,429.5508904
26/09/2019,1569.82,-205.65,-0.06,11130.33,"-1,458.10",-0.45,-699.87,"3,592.10",7.090195054,-98.70955519,506.6292214
25/09/2019,-49.6,10.33,-0.05,-352.32,73.42,-0.37,142.53,-120.76,7.103225806,20.06553134,-17.00072661
24/09/2019,-105.44,-26.66,0.75,-747.05,-188.87,5.29,-643.57,"1,796.06",7.085072079,-90.834644,253.4991853
23/09/2019,395.41,-60.97,0.21,2804.28,-432.38,1.52,-424.84,"2,007.81",7.092081637,-59.90342776,283.1058782
20/09/2019,83.54,68.44,-0.39,592.64,485.53,-2.78,-623.23,"-2,165.00",7.094086665,-87.85204205,-305.183754
19/09/2019,-104.7,41.07,0.15,-744.78,292.19,1.08,"-1,424.93","1,221.69",7.113467049,-200.3144163,171.7432571
18/09/2019,-130.72,14.29,-0.11,-932.23,101.91,-0.76,-202.81,907.32,7.131502448,-28.43860764,127.2270474
17/09/2019,-94.76,-55.05,0.02,-680.61,-395.36,0.17,290.87,"2,597.79",7.182460954,40.49726157,361.6852241
16/09/2019,-110.75,-298.56,0.86,-792.26,-2135.81,6.12,-1769.9,2052.01,7.153589165,-247.4142643,286.8504121
13/09/2019,-55.98,-49.39,0.57,-397.09,-350.31,4.07,-180.81,"3,173.12",7.093426224,-25.48979778,447.3324878
12/09/2019,365.89,13.52,0.23,2609.4,96.38,1.67,195.59,"2,004.66",7.131651589,27.4256247,281.093373
11/09/2019,80.6,-19.64,0.11,577.59,-140.73,0.78,557.58,3268.52,7.166129032,77.8076975,456.1067747
09/09/2019,41.6,37.98,0.63,297.8,271.88,4.51,-425.18,"1,419.13",7.158653846,-59.39384822,198.2397851
06/09/2019,-174.54,89.75,0.47,-1252.02,643.8,3.34,103.6,"1,941.75",7.173255414,14.44253606,270.6929961
05/09/2019,-57.83,103.79,-0.93,-415.56,745.86,-6.68,-667.53,1912.29,7.185889677,-92.89455169,266.1173614
04/09/2019,-174.84,-24.68,-0.03,-1260.07,-177.83,-0.23,339.46,"1,823.71",7.206989247,47.10149944,253.0474151
03/09/2019,-438.14,254.85,-0.15,"-3,162.98",1839.71,-1.1,-123.82,"2,031.02",7.219108048,-17.15170339,281.3394656
30/08/2019,80.11,82.65,0.43,574.82,593.12,3.09,"1,443.62","3,043.60",7.175383847,201.1906305,424.1724296
29/08/2019,-87.12,102.17,0.04,-627.22,735.62,0.31,688.53,"3,898.51",7.199494949,95.63587513,541.4977061
28/08/2019,-176.35,15.83,-3.44,-1264.45,113.51,-24.69,395.69,"1,371.51",7.170116246,55.1859951,191.2814176
27/08/2019,-147.62,358.38,-0.15,-1060.2,2573.95,-1.11,-259.12,"4,049.06",7.181953665,-36.07931937,563.782529
26/08/2019,-97.85,45.01,0.04,-706.28,324.91,0.3,-110.24,523.26,7.217986714,-15.2729569,72.49389902
23/08/2019,-254.97,-162.61,-0.15,-1828.8,-1166.34,-1.1,"1,062.41","2,690.11",7.172608542,148.1204493,375.0532298
22/08/2019,-179.9,362.95,0.19,-1289.92,2602.47,1.35,643.75,-960.49,7.17020567,89.78124612,-133.9557112
21/08/2019,-145.96,55.8,-0.07,-1044.33,399.24,-0.5,-51.60,"2,198.74",7.154905454,-7.211835339,307.3052487
20/08/2019,-56.98,264.72,0.26,-408.25,"1,896.66",1.89,692.81,671.35,7.164794665,96.69642082,93.70121984
19/08/2019,-37.16,214.46,7.49,-265.04,"1,530.02",53.41,841.86,"5,182.38",7.132400431,118.0331935,726.5968941
16/08/2019,184.95,79.37,-0.12,"1,318.46",565.84,-0.89,369.11,980.03,7.128737497,51.7777517,137.4759557
14/08/2019,284.8,64.83,0.81,2024.82,460.91,5.74,300.12,-83.99,7.109620787,42.21322192,-11.8135696
13/08/2019,-78.63,-54.05,0.22,-560.13,-385.02,1.59,554.52,"-4,894.06",7.12361694,77.84247871,-687.0189738
09/08/2019,-105.84,11.76,-1.85,-746.34,82.95,-13.07,86.4,-1766.61,7.051587302,12.2525605,-250.5265729
08/08/2019,-150.4,72.24,-0.18,"-1,065.59",511.83,-1.24,1285.12,"1,062.05",7.085039894,181.3850055,149.9003557
07/08/2019,-72.13,153.26,-0.1,-511.78,1087.46,-0.73,-984.15,3475.18,7.095244697,-138.7055756,489.7900141
06/08/2019,-263.6,-44,-0.07,"-1,864.18",-311.22,-0.53,2171.89,2780.41,7.072003035,307.1110107,393.1573539
05/08/2019,-308.55,-15.03,-0.02,"-2,170.96",-105.78,-0.16,827.56,"3,464.15",7.03600713,117.6178456,492.3460048
02/08/2019,-416.37,144.64,0.8,-2889.51,"1,003.77",5.53,758.72,"3,077.76",6.939765113,109.3293487,443.4962783
01/08/2019,-168.97,-159.15,0.46,"-1,166.87",-1099.07,3.19,210.27,"2,450.54",6.905782091,30.44839776,354.8533631
31/07/2019,-212.87,123.53,2.8,-1465.71,850.55,19.26,395.94,"1,775.84",6.885470005,57.50369978,257.9112245
30/07/2019,-98.23,36.98,-0.18,-675.36,254.21,-1.26,1132.04,"2,773.06",6.87529268,164.6533541,403.34
29/07/2019,-54.27,-17.48,-0.14,-373.93,-120.41,-0.98,-219.12,"2,126.87",6.890178736,-31.8017875,308.6813973
26/07/2019,436.3,-191.88,0.03,"3,013.15",-1325.1,0.22,802.51,"1,085.33",6.906142562,116.2023507,157.1543
25/07/2019,77.57,4.78,0.4,535.1,33.01,2.77,17.59,"1,939.78",6.89828542,2.549908989,281.197411
24/07/2019,-209.64,139.02,-0.09,"-1,446.80",959.45,-0.59,486.24,1170.8,6.901354703,70.45573237,169.6478518
23/07/2019,-397.98,9.07,-0.8,"-2,745.72",62.56,-5.5,464.16,"1,343.58",6.89914066,67.27794415,194.7459932
22/07/2019,-279.52,-76.7,0.11,-1929.23,-529.41,0.75,1149.67,"1,315.07",6.901939038,166.5720305,190.5363105
19/07/2019,-157.47,105.69,0.92,"-1,083.82",727.42,6.32,1092.5,"4,787.00",6.882707817,158.7311316,695.5111458
18/07/2019,-203.49,-147.34,0.1,-1401.54,-1014.8,0.71,"1,414.75",1713.09,6.8875129,205.4079637,248.7240351
17/07/2019,-12.48,-88.46,-0.1,-85.86,-608.63,-0.72,-585.12,3962.89,6.879807692,-85.04888889,576.0175542
16/07/2019,-52.28,114.94,-0.13,-358.48,788.17,-0.86,305.93,"1,186.25",6.856924254,44.61621401,173.0003069
15/07/2019,-27.69,152.96,-0.86,-189.95,1049.06,-5.91,227.06,"1,787.36",6.859877212,33.09971782,260.5527686
12/07/2019,-105.34,95.14,-2.25,-722.52,652.54,-15.46,668.03,"3,262.39",6.858932979,97.39561562,475.6410378
11/07/2019,-25.87,87.91,-0.94,-176.81,600.96,-6.41,"1,634.02",3899.07,6.834557402,239.0820508,570.4934161
10/07/2019,-67.08,-75.16,0.73,-459.66,-515.02,5.02,2049.96,"2,818.00",6.852415027,299.1587626,411.2418744
09/07/2019,-127.58,272.96,-0.45,-876.83,"1,876.04",-3.1,243.23,"3,530.67",6.872785703,35.39030759,513.7174579
08/07/2019,-48.01,193.54,-0.18,-329.85,1329.57,-1.26,172.37,"2,467.72",6.870443658,25.08862725,359.1791335
05/07/2019,87.22,287.79,-0.57,599.59,1978.58,-3.95,366.34,-187.65,6.8744554,53.29003953,-27.29670775
04/07/2019,80.74,44.09,0.64,555.96,303.52,4.38,1109.57,"3,067.44",6.885806292,161.1387183,445.4728858
03/07/2019,-186.01,-106.48,0.17,-1281.19,-733.41,1.14,1686.66,2794.8,6.887747971,244.878298,405.7639757
02/07/2019,-225.11,184.84,0.86,"-1,553.11",1275.27,5.93,630.38,-112.88,6.899338101,91.368185,-16.36098976
01/07/2019,-125.14,75.93,0.16,-863.03,523.64,1.08,934.52,"2,344.36",6.896515902,135.5061038,339.93
28/06/2019,-82.54,270.71,0.05,-568.84,1865.63,0.35,53.81,"2,515.75",6.891688878,7.807955488,365.0411451
27/06/2019,6.63,-190.44,30.25,45.92,"-1,318.26",209.37,44.04,853.44,6.926093514,6.358562718,123.2209756
26/06/2019,28.85,75.79,237.86,200.00,525.41,1648.82,"1,904.44","3,565.95",6.932409012,274.71547,514.3882875
25/06/2019,348.99,-174.86,48.33,"2,419.91",-1212.47,335.15,1496.32,"3,137.20",6.934038225,215.7934455,452.4347715
24/06/2019,8.15,-29.61,0.28,56.67,-205.76,1.94,2393.32,"2,087.76",6.953374233,344.1954826,300.2513499
21/06/2019,-143.87,80.75,-0.01,-1001.83,562.29,-0.05,674.17,"5,396.97",6.963439216,96.81566523,775.0437438
20/06/2019,-25.77,97.61,0.4,-179.24,679.06,2.77,2897.58,1763.16,6.955374466,416.5958302,253.4960567
19/06/2019,-3.24,115.41,-0.21,-22.58,804.04,-1.45,1192.12,"1,676.73",6.969135802,171.0570771,240.5936758
18/06/2019,9.47,-25.97,-0.26,66.12,-181.29,-1.83,1318.72,"2,488.53",6.982048574,188.8729341,356.4183167
17/06/2019,-46.22,-29.72,0.2,-322.78,-207.54,1.41,"1,716.01",2698.82,6.983556902,245.7214889,386.453499
14/06/2019,-26.42,-106.63,0.06,-183.79,-741.78,0.45,-1169.67,1686.4,6.956472369,-168.1412558,242.4217204
13/06/2019,1.21,5.24,-0.19,8.41,36.35,-1.35,2104.75,"1,134.45",6.950413223,302.8237218,163.2205113
12/06/2019,-92.73,-1.71,0.15,-643.57,-11.86,1.01,1679.47,"1,559.12",6.940256659,241.9896097,224.6487524
11/06/2019,43.46,62.2,0.28,301.72,431.77,1.97,1682.95,2074.16,6.94247584,242.4135192,298.7637333
10/06/2019,46.14,257.08,-0.02,320.43,"1,785.68",-0.16,517.92,1877.66,6.94473342,74.57737665,270.3717892
07/06/2019,-55.53,316.48,-0.29,-384.88,2193.27,-2.04,237.24,"1,330.14",6.931028273,34.22868738,191.9109182
06/06/2019,-225.89,140.66,-0.08,"-1,565.88",975.03,-0.55,201.97,"1,566.00",6.932046571,29.13569577,225.9073109
04/06/2019,19.62,225.45,-0.04,136.00,"1,562.17",-0.3,708.05,551.52,6.931702345,102.146625,79.56487059
03/06/2019,338.6,104.13,-0.03,"2,351.08",723.04,-0.21,605.25,1480.83,6.943532191,87.1674507,213.2675358
31/05/2019,142.37,275.07,0.15,993.81,"1,920.19",1.03,536.81,855.41,6.980473414,76.90166098,122.5432645
30/05/2019,297,-97.1,0.44,"2,072.63",-677.63,3.1,580.89,139.65,6.978552189,83.23932878,20.01131413
29/05/2019,-14.53,76.47,-0.16,-101.49,534.42,-1.15,388.64,"1,412.40",6.984858913,55.64035077,202.2088087
28/05/2019,670.96,139.62,0.16,"4,670.79",971.97,1.11,85.7,"3,838.37",6.961353881,12.31082365,551.3826858
27/05/2019,422.54,156.57,1.79,"2,933.82","1,087.14",12.44,-240.96,"4,430.57",6.943295309,-34.70398266,638.1076712
24/05/2019,56.31,216.26,-2.41,391.98,"1,505.38",-16.79,70.4,2186.46,6.961108151,10.11333231,314.0965422
23/05/2019,206.66,-4.44,1.66,"1,439.86",-30.92,11.54,190.66,7284.55,6.967289267,27.36501854,1045.535749
22/05/2019,-106.27,-79.98,-0.23,-741.37,-557.96,-1.58,326.73,"1,978.06",6.976286817,46.83437029,283.5405212
21/05/2019,223.78,29.21,0.34,"1,560.43",203.74,2.34,183.38,5202.23,6.973053892,26.29837699,746.0475827
20/05/2019,231.04,-1.79,-0.03,"1,606.81",-12.44,-0.21,-730.62,"3,583.48",6.954683172,-105.0543903,515.2614305
17/05/2019,-160.67,-42.71,0.01,-1127.35,-299.66,0.06,217.07,-414.88,7.016555673,30.93683142,-59.12872631
16/05/2019,-131.57,-35.12,0.08,-924.2,-246.67,0.59,-241.33,"1,610.14",7.024397659,-34.35597068,229.2210775
15/05/2019,-149.21,364.36,10.05,"-1,047.60","2,558.08",70.54,527.67,"1,223.20",7.020977146,75.15620533,174.2207637
14/05/2019,-278.04,156.32,0.24,"-1,958.01",1100.78,1.72,946.04,"1,093.23",7.042188174,134.3389266,155.2401005
13/05/2019,-135.61,-27.61,0.03,-952.72,-194.02,0.22,1258.48,-550.93,7.025440602,179.1318255,-78.4192809
10/05/2019,-178.57,-39.84,313.03,-1248.57,-278.59,2188.72,613,62.55,6.992047936,87.67102365,8.945876883
09/05/2019,-78.63,-16.36,0.08,-549.40,-114.31,0.54,1116.58,"1,279.79",6.98715503,159.8046695,183.1632466
08/05/2019,-110.3,128.82,0.86,-767.72,896.62,6.02,-48.9,"2,439.22",6.960290118,-7.025569218,350.4480357
07/05/2019,405.52,-13.05,0.42,"2,810.66",-90.42,2.92,525.67,"2,592.16",6.93100217,75.84328891,373.99
06/05/2019,44.45,-0.27,-0.53,308.24,-1.9,-3.65,1553.76,-375.11,6.934533183,224.061225,-54.09
03/05/2019,-12.96,-628.58,0.07,-89.76,"-4,354.00",0.47,213.61,"5,065.40",6.925925926,30.84208556,731.37
02/05/2019,78.37,-18.81,-1.22,545.03,-130.81,-8.46,-51.83,"4,021.40",6.954574455,-7.452648662,578.24
30/04/2019,-130.64,-108.45,-0.99,-912.33,-757.38,-6.91,286.81,3747.7,6.98354256,41.06941392,536.6474061
26/04/2019,23.02,-183.41,-0.26,161.41,"-1,286.53",-1.79,154.26,"3,472.65",7.011728931,22.00028003,495.26
25/04/2019,551.12,-21.03,-0.2,3854.61,-147.09,-1.38,209.26,"3,657.07",6.994139207,29.91933586,522.8763528
24/04/2019,120.18,40.38,-0.36,840.10,282.31,-2.49,279.73,932.44,6.990347812,40.01660683,133.3896431
23/04/2019,-23.93,-168.34,-0.14,-166.9,-1174.17,-0.96,-402.73,"4,414.01",6.974508985,-57.74313301,632.8775273
22/04/2019,15.47,-33.91,-0.24,107.91,-236.53,-1.67,-131.37,7772.39,6.975436328,-18.83323047,1114.251444
18/04/2019,156.26,59.42,-0.25,"1,084.76",412.49,-1.75,-793.58,"1,528.10",6.942019711,-114.3154346,220.1232586
16/04/2019,145.36,48.61,-0.26,"1,011.34",338.17,-1.82,553.16,704.26,6.957484865,79.50574248,101.2233607
15/04/2019,55.73,-1.38,-0.31,385.84,-9.52,-2.17,-1927.57,"-2,202.92",6.923380585,-278.4145659,-318.1855992
12/04/2019,87.36,-153.85,0.42,605.6,-1066.52,2.9,95.8,"4,038.78",6.932234432,13.81949802,582.6086869
11/04/2019,147.36,-119.36,0.78,1016.42,-823.24,5.4,87.20,"4,177.77",6.897529859,12.64220696,605.6907452
10/04/2019,185.48,0.83,-0.19,1282.55,5.75,-1.34,-163.82,"2,125.48",6.914761699,-23.69134428,307.3829717
09/04/2019,176.82,-89.34,0.1,1229.57,-621.24,0.69,189.99,992.04,6.95379482,27.32177249,142.66
08/04/2019,17.44,2.91,-0.05,121.25,20.29,-0.38,-239.82,"6,100.69",6.952408257,-34.49452206,877.4930606
05/04/2019,96.81,-63.36,0.11,669.91,-438.37,0.78,65.57,"3,212.17",6.919842991,9.47564852,464.1969484
04/04/2019,-29.7,-209.38,0.87,-204.42,"-1,441.44",5.98,-1058.35,-925.43,6.882828283,-153.7667303,-134.4549017
03/04/2019,-121.51,-318.01,0.86,-832.27,"-2,177.97",5.87,-294.94,940.09,6.849395112,-43.06073678,137.25
02/04/2019,68.58,-252.14,3.64,473.97,-1742.82,25.16,603.28,"4,709.54",6.9111986,87.2902133,681.4360681
29/03/2019,1380.89,723.84,87.15,9551.8,5006.96,602.85,704.48,"2,063.98",6.917133153,101.8456613,298.3866226
28/03/2019,510.33,-144.9,402.71,3521.48,-999.88,2778.85,301.99,661.61,6.900397782,43.76414368,95.87997981
27/03/2019,198.75,-138.16,0.08,1369.48,-951.96,0.58,"1,888.20",378.51,6.890465409,274.0308365,54.93242873
26/03/2019,129.24,-123.06,0.22,889.78,-847.19,1.51,841.24,"2,952.59",6.884710616,122.1895947,428.861889
25/03/2019,-95.74,511.25,-0.21,-660.52,3527.17,-1.43,1350.93,"1,088.91",6.899101734,195.8124481,157.8335908
22/03/2019,209.16,70.85,0,1436.16,486.47,0.02,711.72,"-1,997.36",6.866322433,103.65374,-290.8922527
20/03/2019,196.19,258.72,0.06,1350.95,1781.61,0.4,456.80,240.29,6.885926908,66.33820053,34.89581043
19/03/2019,319.25,386.63,0.03,2189.57,2651.74,0.23,825.98,2044.33,6.858480814,120.4319181,298.0732986
18/03/2019,364.7,135.55,0.01,2502.21,930.01,0.09,426.05,1292.5,6.861009049,62.09728,188.3833691
15/03/2019,500.25,422.52,-0.02,"3,462.39","2,924.42",-0.16,559.13,1603.41,6.92131934,80.78373104,231.6624795
14/03/2019,279.76,227.89,-0.26,1948.94,1587.61,-1.84,-813.30,-2861.24,6.966471261,-116.7449013,-410.7158262
13/03/2019,317.86,-243.11,-0.05,2213,-1692.58,-0.37,"1,145.98",-4863.87,6.96218461,164.6006339,-698.6126155
12/03/2019,511.06,46.99,-0.14,"3,556.73",327.06,-0.98,797.82,-432.28,6.959515517,114.6372902,-62.1135191
11/03/2019,493.76,153.65,-0.21,3452.87,1074.48,-1.44,"-4,930.65",-108.04,6.9930128,-705.0823645,-15.44970717
08/03/2019,160.68,582.49,0.07,"1,126.36",4083.31,0.46,-542.66,"1,933.25",7.00995768,-77.41273554,275.7862584
07/03/2019,153.38,-101.34,-0.05,1074.1,-709.65,-0.35,464.03,596.17,7.002868692,66.26284461,85.13225454
06/03/2019,196.51,154.84,-0.32,1386.93,1092.9,-2.27,-37.39,"2,892.29",7.057808763,-5.297678253,409.7999956
05/03/2019,-264.21,-49.89,-0.2,-1869.56,-353.05,-1.45,-158.91,"1,835.73",7.076038,-22.45748256,259.429076
01/03/2019,586.9,61.86,-0.28,4165.21,439,-2.01,-1.56,1058.57,7.096967115,-0.219812206,149.1580816
28/02/2019,121.43,-470.52,-0.18,864.48,"-3,349.84",-1.3,560.94,3165.48,7.119163304,78.7929671,444.6421391
27/02/2019,-58.41,-177.78,-0.08,-415.75,-1265.2,-0.6,-11.96,-6521.96,7.11778805,-1.680297294,-916.2902793
26/02/2019,233.85,-237.7,-0.28,1662.5,-1689.94,-1.97,-138.12,"1,328.26",7.109258071,-19.42818767,186.8352487
25/02/2019,253.61,-44.2,-0.02,1801.69,-313.98,-0.11,267.17,1077.82,7.104175703,37.6074595,151.7164053
22/02/2019,1703.52,-114.99,121.41,12132.1,-818.98,864.65,-682.39,2241.69,7.121783131,-95.81729567,314.7652714
21/02/2019,-47.45,103.21,-0.19,-337.61,734.42,-1.33,-524.1,"3,963.01",7.115068493,-73.66056989,556.9883134
20/02/2019,180.24,-233.79,-0.21,"1,282.88",-1664.05,-1.52,-465.37,"11,280.53",7.11762095,-65.38280182,1584.873665
18/02/2019,-218.08,-15.59,0.04,"-1,558.65",-111.42,0.26,179.08,"9,702.10",7.147147836,25.05614885,1357.478567
15/02/2019,-374.7,-92.68,0.16,"-2,669.83",-660.41,1.13,-220.92,10652.28,7.125246864,-31.00524153,1495.005044
14/02/2019,-94.67,-73.66,0.02,-671.59,-522.54,0.17,-15.71,11018.95,7.094010774,-2.214544142,1553.275058
13/02/2019,-121.38,262.84,0.27,-856.35,"1,854.50",1.9,-284.94,0.12,7.055116164,-40.38771203,0.017008933
12/02/2019,164.89,-70.93,0.26,1169.6,-503.12,1.87,1585,"-18,659.21",7.093213658,223.4530181,-2630.572107
11/02/2019,-56.89,-60.09,0.04,-404.84,-427.64,0.32,-3454.72,5250.37,7.116189137,-485.4733248,737.8064156
08/02/2019,113.88,301.15,0.94,811.91,2147.06,6.69,744.63,"2,767.57",7.129522304,104.4431826,388.1844929
07/02/2019,55.82,-71.57,0.35,398.93,-511.51,2.51,1640.09,5290.64,7.146721605,229.4884411,740.2890853
06/02/2019,152.67,-37.95,-0.07,"1,092.73",-271.63,-0.52,707.37,906.36,7.157463811,98.82969983,126.6314471
05/02/2019,99.62,-120.29,-0.25,714.75,-862.99,-1.78,-808.52,"4,976.09",7.174764104,-112.6894192,693.5545097
04/02/2019,-124.92,-214.16,-0.12,-895.15,-1534.65,-0.83,-818.8,"3,598.78",7.165786103,-114.2652025,502.2170559
01/02/2019,169.69,67.71,-0.04,"1,206.67",481.54,-0.28,-712.53,6817.62,7.111025989,-100.2007307,958.739289
31/01/2019,387.94,-13.62,0,"2,755.63",-96.75,0,-691.87,"6,140.17",7.103237614,-97.40206334,864.4184995
30/01/2019,32.79,-60.92,-0.01,233.63,-434.07,-0.07,-1385.98,"1,289.04",7.125038121,-194.522468,180.9169268
29/01/2019,-38.87,10.37,0.14,-276.32,73.69,1.03,-376.01,"7,070.60",7.108824286,-52.89341597,994.6229806
28/01/2019,-10.83,-19.96,0.12,-77.04,-141.99,0.88,-914.88,"7,855.24",7.113573407,-128.6104673,1104.260763
25/01/2019,103.43,34.11,0.2,735.42,242.54,1.39,-420.61,"5,377.27",7.110316156,-59.15489421,756.2631368
24/01/2019,-27.31,77.17,0.23,-194.71,550.08,1.61,-1749.84,"5,204.45",7.129622849,-245.4323373,729.9754995
23/01/2019,-149.88,-37.59,0.3,"-1,067.27",-267.65,2.13,102.54,"5,666.12",7.120829997,14.40000675,795.71
22/01/2019,62.81,-14.13,0.04,448.25,-100.85,0.31,-482.71,"7,816.16",7.136602452,-67.63862822,1095.221438
21/01/2019,119.1,-149.45,-0.03,850.15,-1066.7,-0.24,-721.22,"5,407.40",7.138119228,-101.0378192,757.5384814
18/01/2019,-271.07,154.72,-0.01,-1928.43,1100.75,-0.09,479.74,"2,611.77",7.114140259,67.43471207,367.1237711
17/01/2019,125,-39.79,-0.13,891.75,-283.80,-0.95,-117.83,"6,062.09",7.134,-16.51668068,849.7462854
16/01/2019,-9.98,-135.65,0,-71.03,-965.6,0,-5201.37,"2,392.55",7.117234469,-730.8133549,336.1628748
15/01/2019,50.57,-97.42,0,359.19,-691.95,0,-306.54,1757.24,7.102827763,-43.15745928,247.4000579
14/01/2019,-122.2,-26.92,1.24,-865.46,-190.61,8.76,-830.75,"2,014.04",7.082324059,-117.2990664,284.3755783
11/01/2019,-88.7,29.46,-0.77,-625.14,207.56,-5.44,-2017.63,"5,175.22",7.047801578,-286.2779233,734.3027386
10/01/2019,-43.62,-85.31,-0.05,-307.59,-601.55,-0.38,1386.15,"1,076.91",7.051581843,196.5729152,152.7189252
09/01/2019,67.83,61.64,-0.01,477.79,434.16,-0.07,453.88,333.30,7.043933363,64.43558969,47.31731305
08/01/2019,-102.4,-114.82,0,-717.07,-803.95,0,526.2,378.94,7.002636719,75.1431241,54.11390241
07/01/2019,43.84,17.45,0,304.56,121.19,0,1200.4,-1.44,6.947080292,172.7920147,-0.207281324
04/01/2019,-58.62,-114.46,0.09,-409.57,-799.68,0.64,"2,267.30",39.36,6.986864551,324.5089386,5.63342823
03/01/2019,-150.32,203.32,0,-1057.7,1430.62,0,"1,488.10",-406.73,7.036322512,211.4883162,-57.80434301
02/01/2019,-62.52,35.29,0,-435.2,245.67,0,1424.96,255.47,6.960972489,204.7070294,36.7003318
01/01/2019,67.66,-80.64,0.22,471.62,-562.18,1.51,1431.86,3167.51,6.970440437,205.4188703,454.4203524
31/12/2018,-143.55,172.45,-0.65,-1001.84,1203.6,-4.51,975.8,"1,504.47",6.979031696,139.8188234,215.5700197
28/12/2018,-32.85,-52.05,-0.62,-229.91,-364.25,-4.33,-146.2,"2,849.62",6.998782344,-20.88934801,407.16
