Month,Main_Category,Sub_Category,Scheme_Type,No_scheme,No_Folios,Funds_Mobilised_YTD,Redemptions_YTD,Net_Inflow_YTD,Net_AUM,Average_AUM,No_Folios_segregated,AUM_segregated_folio,Upload_Date
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,20.00,"8,63,247.00","27,588.00","19,369.25","8,218.75","99,595.47","99,021.18",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,23.00,"4,31,251.00","1,04,506.78","62,150.89","42,355.89","1,93,418.41","1,88,509.33",1.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,23.00,"4,42,312.00","6,936.32","4,475.65","2,460.67","1,02,659.12","1,02,256.84",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,23,256.00",396.30,"1,360.70","-,964.40","25,295.14","25,452.35",3.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"99,772.00",304.39,217.44,86.95,"10,697.99","10,591.59",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,9.00,"65,890.00","1,354.55",292.24,"1,062.31","13,982.93","13,607.14",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,17,675.00","1,887.67","1,172.55",715.12,"32,689.11","32,621.63",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"5,41,781.00","8,923.76","5,244.41","3,679.35","1,53,043.05","1,51,550.33",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,14.00,"2,01,534.00",99.99,999.41,"-,899.42","22,501.00","22,614.50",3.00,0.00,25-09-2024
31-05-2024,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,11,929.00","4,041.36","2,969.14","1,072.22","53,209.72","53,213.00",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,24.00,"65,13,410.00","8,714.36","3,345.61","5,368.75","1,39,033.68","1,36,660.14",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,39,88,501.00","11,167.22","10,146.58","1,020.64","3,23,155.67","3,22,140.75",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,29.00,"96,41,201.00","10,592.54","5,556.72","5,035.83","2,23,990.11","2,21,287.25",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,47,90,033.00","12,236.57","7,837.80","4,398.76","3,28,183.32","3,22,953.84",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,27.00,"1,98,32,640.00","12,800.67","7,867.28","4,933.38","2,70,581.02","2,67,682.15",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"9,25,566.00","1,709.16",922.56,786.60,"26,050.48","25,634.27",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"65,28,568.00","7,285.84","3,894.77","3,391.07","1,60,638.96","1,59,299.02",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,35.00,"8,86,752.00","8,67,535.86","8,39,695.80","27,840.06","90,160.04","92,732.14",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,24.00,"6,36,325.00","43,962.28","31,210.07","12,752.21","97,437.51","95,879.63",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"37,146.00",660.02,153.65,506.37,"5,311.29","5,158.46",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,28.00,"50,77,097.00","4,439.15","5,073.73","-,634.58","1,34,588.96","1,33,825.84",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,88,990.00","7,155.52","2,116.52","5,039.00","32,705.69","32,363.73",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,63,07,461.00","4,299.68","4,693.53","-,393.85","2,23,726.82","2,22,699.07",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,162.00,"2,05,67,662.00","37,799.34","13,419.86","24,379.48","3,37,280.05","3,25,691.29",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,92,865.00","7,55,504.04","6,26,879.17","1,28,624.87","4,97,847.25","4,95,595.60",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,19.00,"5,41,125.00",929.04,"1,036.15","-,107.11","27,352.23","27,275.99",1.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"54,60,124.00","5,609.79","5,549.84",59.96,"2,03,886.76","2,03,369.12",2.00,9.33,25-09-2024
31-05-2024,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,33.00,"46,91,324.00","10,658.69","8,034.97","2,623.73","2,60,653.28","2,58,610.13",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,23.00,"21,99,811.00","8,234.68","1,761.50","6,473.18","77,436.36","80,552.63",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,27.00,"5,13,594.00","58,501.30","31,841.91","26,659.39","1,80,603.18","2,03,376.68",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"4,19,698.00","5,200.68","3,056.22","2,144.47","32,404.42","32,434.75",2.00,25.81,25-09-2024
31-05-2024,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,29.00,"29,13,515.00",973.19,398.34,574.85,"27,026.41","26,481.47",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,11.00,"29,93,312.00",296.49,159.15,137.34,"20,081.35","19,888.94",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Other Schemes,Index Funds,217.00,"83,63,709.00","17,514.08","6,499.67","11,014.41","2,29,711.69","2,26,493.70",0.00,0.00,25-09-2024
31-05-2024,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Other Schemes,Gold ETFs,17.00,"53,20,483.00","1,540.01","1,108.27",431.74,"31,689.35","33,434.04",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,39.00,"1,47,75,146.00","15,594.10","10,266.11","5,327.99","3,72,548.64","3,68,822.64",0.00,0.00,25-09-2024
31-05-2024,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,434.00",0.01,355.57,"-,355.56",159.53,386.00,0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,18.00,"2,75,036.00",0.00,54.86,-54.86,"4,205.21","4,198.66",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Other Schemes,Other ETFs,192.00,"1,44,77,642.00","32,962.51","16,525.86","16,436.65","6,97,325.33","6,87,003.46",0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,4.00,30.00,0.00,606.48,"-,606.48","1,042.99","1,039.62",0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,82.00,"68,573.00",0.00,647.74,"-,647.74","15,505.85","15,547.35",0.00,0.00,25-09-2024
31-05-2024,Open ended Schemes,Other Schemes,Fund of funds investing overseas,55.00,"14,80,892.00",506.89,"1,229.49","-,722.60","25,029.78","25,320.41",0.00,0.00,25-09-2024
31-05-2024,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,"2,07,658.00",41.86,153.00,"-,111.14","5,281.45","5,294.78",0.00,0.00,25-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,22.00,"2,45,334.00","4,556.58","7,742.58","-3,186.00","78,756.30","80,191.39",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,63,71,644.00","6,242.66","7,081.87","-,839.21","2,39,021.85","2,33,489.07",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,23.00,"4,30,454.00","1,63,411.63","1,11,465.46","51,946.17","2,04,137.14","1,97,052.67",1.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,23.00,"4,38,621.00","16,083.83","14,717.55","1,366.28","1,02,081.51","1,02,321.21",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,19,933.00",574.80,"2,000.82","-1,426.02","24,983.48","25,128.06",3.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"99,224.00",533.47,318.55,214.91,"10,894.61","10,826.78",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,9.00,"66,641.00","1,788.26",444.67,"1,343.59","14,423.13","14,183.57",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"5,41,562.00","16,130.98","15,921.13",209.85,"1,50,648.38","1,51,589.57",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,14.00,"1,97,979.00",134.12,"1,511.96","-1,377.84","22,146.57","22,348.70",3.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,20.00,"8,47,689.00","45,658.42","35,240.62","10,417.79","1,02,366.30","98,861.55",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,41,29,880.00","16,890.97","14,899.82","1,991.15","3,45,361.65","3,37,253.02",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"67,21,735.00","11,407.10","5,989.00","5,418.10","1,73,897.50","1,68,655.82",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,10,277.00","5,241.15","5,164.98",76.17,"52,551.95","52,891.78",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,25.00,"68,57,791.00","15,676.39","5,599.09","10,077.30","1,54,024.94","1,48,415.52",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,29.00,"98,34,494.00","16,370.01","8,421.99","7,948.02","2,43,589.37","2,36,439.48",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,52,74,241.00","19,451.89","12,525.27","6,926.61","3,59,426.18","3,49,129.08",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,28.00,"2,02,96,496.00","19,766.58","12,569.73","7,196.86","2,96,408.44","2,87,417.01",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"9,52,532.00","2,576.74","1,270.06","1,306.68","28,229.28","27,409.01",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"36,681.00",709.94,"1,049.10","-,339.16","4,487.70","4,592.75",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,28.00,"50,69,662.00","6,973.03","7,894.25","-,921.21","1,43,382.37","1,40,413.16",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,172.00,"2,24,97,544.00","68,507.89","21,776.72","46,731.17","3,83,271.19","3,63,551.94",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,16,403.00","2,358.37","1,995.55",362.82,"32,569.23","32,577.75",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Other Schemes,Other ETFs,195.00,"1,49,07,694.00","51,238.17","25,667.45","25,570.72","7,44,585.00","7,24,458.07",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,89,771.00","8,899.89","5,073.89","3,826.00","31,752.37","32,969.72",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,19.00,"5,42,400.00","1,300.44","1,538.11","-,237.68","27,781.02","27,634.34",1.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,39.00,"1,50,26,296.00","23,920.53","15,533.74","8,386.80","4,01,386.08","3,90,579.65",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,24.00,"6,31,122.00","66,013.90","55,588.76","10,425.14","95,660.20","98,700.72",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"54,80,053.00","8,386.39","8,277.91",108.48,"2,14,271.76","2,10,611.39",2.00,9.33,24-09-2024
30-06-2024,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,33.00,"47,22,817.00","15,599.92","12,332.02","3,267.90","2,69,771.89","2,66,427.95",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,24.00,"23,40,890.00","12,911.34","2,985.04","9,926.30","83,719.98","86,461.89",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,27.00,"5,19,317.00","82,897.10","52,401.14","30,495.96","1,80,070.72","2,08,890.24",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"4,24,433.00","7,579.35","4,431.95","3,147.40","34,154.41","33,952.43",2.00,25.81,24-09-2024
30-06-2024,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,29.00,"29,23,859.00","1,302.37",602.47,699.90,"28,713.15","28,074.92",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,11.00,"29,96,772.00",441.00,244.63,196.36,"21,248.70","20,785.02",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Other Schemes,Index Funds,219.00,"87,30,472.00","26,907.54","10,821.30","16,086.24","2,43,481.97","2,38,259.84",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Other Schemes,Gold ETFs,17.00,"54,09,986.00","2,292.44","1,134.53","1,157.91","34,355.74","34,018.11",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,35.00,"8,63,087.00","13,18,013.20","13,15,315.88","2,697.32","65,516.91","93,316.69",0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,79.00,"67,806.00",0.00,"1,087.99","-1,087.99","15,170.28","15,326.94",0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,4.00,30.00,0.00,606.48,"-,606.48","1,049.70","1,046.46",0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,"2,05,732.00",59.61,221.26,"-,161.65","5,432.45","5,385.06",0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,18.00,"2,73,632.00",0.00,90.10,-90.10,"4,494.89","4,389.31",0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-06-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-06-2024,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,415.00",0.02,357.32,"-,357.30",162.03,196.83,0.00,0.00,24-09-2024
30-06-2024,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-06-2024,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,78,436.00","10,92,332.17","10,44,061.32","48,270.85","4,20,256.21","5,01,285.48",0.00,0.00,24-09-2024
30-06-2024,Open ended Schemes,Other Schemes,Fund of funds investing overseas,55.00,"14,53,281.00",689.11,"1,741.97","-1,052.86","25,887.38","25,716.82",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,174.00,"2,47,86,304.00","95,976.43","30,858.88","65,117.55","4,21,112.35","4,00,005.91",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"5,38,313.00","21,046.40","18,575.50","2,470.89","1,54,280.13","1,52,348.90",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,16,166.00","3,236.40","2,667.00",569.40,"33,069.71","32,848.37",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,20.00,"8,43,900.00","60,225.13","47,905.02","12,320.11","1,05,025.55","1,05,031.57",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"98,618.00",709.69,437.35,272.33,"11,052.02","10,973.67",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,17,360.00",736.67,"2,532.65","-1,795.98","24,830.58","24,871.62",3.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,23.00,"4,38,664.00","20,988.20","17,019.01","3,969.19","1,05,624.05","1,04,517.91",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,23.00,"4,33,155.00","2,30,427.47","1,49,743.29","80,684.18","2,34,400.74","2,27,499.83",1.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,9.00,"69,014.00","2,699.55",569.22,"2,130.34","15,324.77","14,773.68",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,14.00,"1,93,899.00",175.49,"2,096.15","-1,920.66","21,789.60","21,980.59",3.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,43,57,880.00","22,891.02","20,229.75","2,661.26","3,61,031.14","3,53,931.44",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"36,301.00",767.05,"1,148.36","-,381.31","4,496.06","4,499.41",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,05,947.00","7,816.83","7,426.22",390.60,"53,349.19","53,567.01",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,26.00,"73,64,238.00","24,799.32","7,637.40","17,161.92","1,68,365.86","1,59,888.18",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,29.00,"1,00,77,659.00","22,161.14","11,590.84","10,570.30","2,57,266.50","2,50,312.21",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,60,29,834.00","27,009.28","18,438.45","8,570.83","3,78,543.82","3,68,224.06",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,28.00,"2,09,62,913.00","26,886.14","17,580.08","9,306.06","3,13,488.17","3,05,931.02",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"9,91,819.00","3,603.97","1,666.50","1,937.47","30,683.97","29,527.97",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"70,16,092.00","15,545.85","7,956.95","7,588.90","1,85,631.54","1,79,811.22",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,22.00,"2,43,634.00","5,756.68","9,250.62","-3,493.93","79,123.09","78,867.35",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,24.00,"6,32,446.00","96,816.27","78,184.26","18,632.01","1,04,537.99","1,04,417.28",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,92,867.00","11,150.99","6,063.35","5,087.63","33,302.06","32,887.92",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,35.00,"8,73,876.00","17,94,412.90","17,87,263.97","7,148.93","70,482.17","95,457.90",0.00,0.00,24-09-2024
31-07-2024,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,79.00,"67,816.00",0.00,"1,087.99","-1,087.99","15,301.74","15,236.87",0.00,0.00,24-09-2024
31-07-2024,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,82,584.00","15,59,599.62","14,41,267.89","1,18,331.73","4,93,493.47","5,30,922.49",0.00,0.00,24-09-2024
