Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,Region,6(1) / (2),Industry_Raw,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket,Calender_Month,Calender_Year,Financial_Year
Sunrest Lifescience Limited,INE0PLZ01012,SME,IPO,Private,1291200,1291200,0,2023-11-07 00:00:00,2023-11-09,56.58,10.0,74.0,84.0,10.85,2023-11-20,0.0,0.0,0.0,379200.0,846400.0,65600.0,0.0,0.0,0.0,0.0,0,65600.0,1225600.0,Western,,Pharmaceuticals,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2023-11-30,2023,2023-24
 Arrowhead Seperation Engineering Limited,BSE,SME,IPO,Private,558000,558000,0,2023-11-16 00:00:00,2023-11-20,119.40,10.0,223.0,233.0,13.0,2023-11-28,0.0,0.0,0.0,133200.0,394800.0,30000.0,0.0,0.0,0.0,0.0,0,30000.0,528000.0,Western,,Industrial Products,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2023-11-30,2023,2023-24
Indian Renewable Energy Development Agency Limited,INE202E01016,Main Board,IPO,Public,671941177,403164706,268776471,2023-11-21 00:00:00,2023-11-23,39.55,10.0,22.0,32.0,2150.21,2023-11-29,201019726.0,134409902.0,335429628.0,100628889.0,234800740.0,0.0,0.0,1081920.0,0.0,0.0,0,1081920.0,670859257.0,Northern,6(1),Financial Institution,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2023-11-30,2023,2023-24
Fedbank Financial Services Limited,INE007N01010,Main Board,IPO,Private,78042871,42881148,35161723,2023-11-22 00:00:00,2023-11-24,2.62,10.0,130.0,140.0,1092.264107,2023-11-30,23191374.0,15662017.0,38853391.0,11656018.0,27197375.0,0.0,0.0,336087.0,0.0,0.0,0,336087.0,77706784.0,Western,6(1),Non Banking Financial Company (NBFC),Maharashtra,Western,NSE/BSE,NSE,≥ 500crore,2023-11-30,2023,2023-24
Rockingdeals Circular Economy Limited,INE0PTR01012,SME,IPO,Private,1500000,1500000,0,2023-11-22 00:00:00,2023-11-24,221.82,10.0,130.0,140.0,21.0,2023-11-30,420000.0,280000.0,700000.0,215000.0,500000.0,85000.0,0.0,0.0,0.0,0.0,0,85000.0,1415000.0,Northern,,Trading & Distributors,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2023-11-30,2023,2023-24
Tata Technologies Limited,INE142M01025,Main Board,IPO,Private,60850278,0,60850278,2023-11-22 00:00:00,2023-11-24,71.07,2.0,498.0,500.0,3042.51,2023-11-30,15821071.0,11084988.0,26906059.0,8071818.0,18834244.0,0.0,6085027.0,953130.0,0.0,0.0,0,7038157.0,53812121.0,Western,6(1),IT Enabled Services,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore,2023-11-30,2023,2023-24
Gandhar Oil Refinery (India) Limited,INE717W01049,Main Board,IPO,Private,29626732,17869822,11756910,2023-11-22 00:00:00,2023-11-24,67.89,2.0,167.0,169.0,500.69,2023-11-30,8888018.0,10369357.0,19257375.0,4444010.0,5925347.0,0.0,0.0,0.0,0.0,0.0,0,0.0,29626732.0,Western,6(1),Lubricants,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore,2023-11-30,2023,2023-24
Flair Writing Industries Limited,INE00Y201027,Main Board,IPO,Private,19506578,9605263,9901315,2023-11-22 00:00:00,2023-11-24,50.49,5.0,299.0,304.0,593.0,2023-12-01,5851972.0,3901316.0,9753288.0,2925987.0,6827303.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19506578.0,Western,6(1),Stationary,Maharashtra,Western,NSE/BSE,NSE                 ,≥ 500crore,2023-12-31,2023,2023-24
Swashthik Plascon Limited,BSE,SME,IPO,Private,4739200,4739200,0,2023-11-24 00:00:00,2023-11-29,19.13,10.0,76.0,86.0,40.75,2023-12-05,1348800.0,900800.0,2249600.0,675200.0,1576000.0,238400.0,0.0,0.0,0.0,0.0,0,238400.0,4500800.0,Southern,,Plastic Products - Industrial,,,BSE ,BSE ,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Amic Forging Limited,BSE,SME,IPO,Private,2762000,2762000,0,2023-11-29 00:00:00,2023-12-01,294.34,10.0,116.0,126.0,34.8,2023-12-06,786000.0,524000.0,1310000.0,394000.0,919000.0,139000.0,0.0,0.0,0.0,0.0,0,139000.0,2623000.0,Eastern,,Castings & Forgings,West Bengal,Eastern,BSE ,BSE ,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
DEEPAK CHEMTEX LIMITED,BSE,SME,IPO,Private,2880000,2880000,0,2023-11-29 00:00:00,2023-12-01,420.66,10.0,70.0,80.0,23.04,2023-12-06,817600.0,547200.0,1364800.0,411200.0,956800.0,147200.0,0.0,0.0,0.0,0.0,0,147200.0,2732800.0,Western,,Specialty Chemicals,Maharashtra,Western,BSE ,BSE ,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
GlobalSpace Technologies Limited,BSE,Main Board,Right,Private,22913202,22913202,0,2023-11-16 00:00:00,2023-11-23,1.2315,10.0,2.0,12.0,27.49,2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22913202.0,Western,,Computers - Software & Consulting,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Net Avenue Technologies Limited,INE518X01015,SME,IPO,Private,5696000,5696000,0,2023-11-30 00:00:00,2023-12-04,568.9,1.0,17.0,18.0,10.25,2023-12-08,1616000.0,1080000.0,2696000.0,816000.0,1896000.0,288000.0,0.0,0.0,0.0,0.0,0,288000.0,5408000.0,Southern,,E-Retail/ E-Commerce,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Marinetrans India Limited,INE0P1P01017,SME,IPO,Private,4200000,4200000,0,2023-11-30 00:00:00,2023-12-05,45.49,10.0,16.0,26.0,10.92,2023-12-08,0.0,0.0,0.0,1100000.0,2884000.0,216000.0,0.0,0.0,0.0,0.0,0,216000.0,3984000.0,Western,,Logistics Solution Provider,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Sheetal Universal Limited,INE04VX01019,SME,IPO,Private,3400000,3400000,0,2023-12-04 00:00:00,2023-12-06,179.61,10.0,60.0,70.0,23.8,2023-12-11,0.0,0.0,0.0,1614000.0,1614000.0,172000.0,0.0,0.0,0.0,0.0,0,172000.0,3228000.0,Western,,Other Agricultural Products,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Graphisads Limited,INE0POU01017,SME,IPO,Private,4812000,4812000,0,2023-11-30 00:00:00,2023-12-05,3.6274,10.0,101.0,111.0,53.41,2023-12-13,0.0,0.0,0.0,890400.0,3679200.0,242400.0,0.0,0.0,0.0,0.0,0,242400.0,4569600.0,Northern,,Advertising & Media Agencies,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore,2023-12-31,2023,2023-24
Accent Microcell Limited,INE0Q5D01013,SME,IPO,Private,5600000,5600000,0,2023-12-08 00:00:00,2023-12-12,337.8631,10.0,130.0,140.0,78.4,2023-12-15,1596000.0,1064000.0,2660000.0,798000.0,1862000.0,280000.0,0.0,0.0,0.0,0.0,0,280000.0,5320000.0,Western,,Pharmaceuticals,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore,2023-12-31,2023,2023-24
Presstonic Engineering Limited,INE0R1601012,SME,IPO,Private,3236800,3236800,0,2023-12-11 00:00:00,2023-12-13,177,10.0,62.0,72.0,23.3,2023-12-18,0.0,0.0,0.0,1276800.0,1796800.0,163200.0,0.0,0.0,0.0,0.0,0,163200.0,3073600.0,Southern,,Close,Karnataka,Southern,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
S J Logistics (India) Limited,INE0F3301020,SME,IPO,Private,3840000,3840000,0,2023-12-12 00:00:00,2023-12-14,336.16,10.0,115.0,125.0,48.0,2023-12-19,1092000.0,730000.0,1822000.0,548000.0,1277000.0,193000.0,0.0,0.0,0.0,0.0,0,193000.0,3647000.0,Western,,Logistics Solution Provider,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
DOMS Industries Limited,INE321T01012,Main Board,IPO,Private,15196510,4437018,10759492,2023-12-13 00:00:00,2023-12-15,101.06,10.0,780.0,790.0,1200.0,2023-12-20,6806961.0,4537974.0,11344935.0,2268987.0,1512658.0,0.0,0.0,69930.0,0.0,0.0,0,69930.0,15126580.0,Western,6(2),Stationary,Gujarat,Western,NSE/BSE,BSE                 ,≥ 500crore,2023-12-31,2023,2023-24
India Shelter Finance Corporation Limited,INE922K01024,Main Board,IPO,Private,24340768,16227180,8113588,2023-12-13 00:00:00,2023-12-15,38.6082,5.0,488.0,493.0,1200.0,2023-12-20,7302229.0,4868154.0,12170383.0,3651116.0,8519269.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24340768.0,Northern,6(1),Housing Finance Company,Haryana,Northern,NSE/BSE,NSE                 ,≥ 500crore,2023-12-31,2023,2023-24
Shree OSFM E-Mobility Limited,INE02S501018,SME,IPO,Private,3784000,3784000,0,2023-12-14 00:00:00,2023-12-18,13.53,10.0,55.0,65.0,24.6,2023-12-21,0.0,0.0,0.0,1528000.0,2056000.0,200000.0,0.0,0.0,0.0,0.0,0,200000.0,3584000.0,Western,,Road Transport,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Siyaram Recycling Industries Limited,BSE,SME,IPO,Private,4992000,4992000,0,2023-12-14 00:00:00,2023-12-18,409.88,10.0,36.0,46.0,22.96,2023-12-21,1422000.0,948000.0,2370000.0,711000.0,1659000.0,252000.0,0.0,0.0,0.0,0.0,0,252000.0,4740000.0,Western,,Other Industrial Products,Gujarat,Western,BSE ,BSE ,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
INOX India Limited,INE616N01034,Main Board,IPO,Private,22110955,0,22110955,2023-12-14 00:00:00,2023-12-18,61.3349,2.0,658.0,660.0,1459.32,2023-12-21,6633285.0,4422191.0,11055476.0,3316644.0,7738835.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22110955.0,Western,6(1),Other Industrial Products,Gujarat,Western,NSE/BSE,BSE                 ,≥ 500crore,2023-12-31,2023,2023-24
Benchmark Computer Solutions Limited,BSE,SME,IPO,Private,1854000,1854000,0,2023-12-14 00:00:00,2023-12-18,230.1499,10.0,56.0,66.0,12.23,2023-12-21,0.0,0.0,0.0,694000.0,1064000.0,96000.0,0.0,0.0,0.0,0.0,0,96000.0,1758000.0,Western,,IT Enabled Services,Maharashtra,Western,BSE ,BSE ,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Aerpace Industries Limited,BSE,Main Board,Right,Private,105133333,105133333,0,2023-11-28 00:00:00,2023-12-07,3.1004,1.0,0.0,1.0,10.51,2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,105133333.0,Western,,Iron & Steel Products,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Muthoot Microfin Limited,INE046W01019,Main Board,IPO,Private,33007054,26134205,6872849,2023-12-18 00:00:00,2023-12-20,12.15,10.0,281.0,291.0,960.0,2023-12-26,9793812.0,6529209.0,16323021.0,4896907.0,11426116.0,0.0,0.0,361010.0,0.0,0.0,0,361010.0,32646044.0,Western,6(1),Microfinance Institutions,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore,2023-12-31,2023,2023-24
Motisons Jewellers Limited,INE0FRK01012,Main Board,IPO,Private,27471000,27471000,0,2023-12-18 00:00:00,2023-12-20,170.79,10.0,45.0,55.0,151.09,2023-12-26,6600000.0,4712750.0,11312750.0,5496000.0,10662250.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27471000.0,Western,6(1),"Gems, Jewellery And Watches",Rajasthan,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore,2023-12-31,2023,2023-24
Suraj Estate Developers Limited,INE843S01025,Main Board,IPO,Private,11111111,11111111,0,2023-12-18 00:00:00,2023-12-20,18.5,5.0,355.0,360.0,400.0,2023-12-26,3333333.0,2222222.0,5555555.0,3888889.0,1666667.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11111111.0,Western,6(1),"Residential, Commercial Projects",Maharashtra,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore,2023-12-31,2023,2023-24
Sahara Maritime Limited,BSE,SME,IPO,Private,849600,849600,0,2023-12-18 00:00:00,2023-12-20,40.47,10.0,71.0,81.0,6.88,2023-12-26,0.0,0.0,0.0,163200.0,643200.0,43200.0,0.0,0.0,0.0,0.0,0,43200.0,806400.0,Western,,Other Textile Products,Maharashtra,Western,BSE ,BSE,≥ 5crore - < 10crore,2023-12-31,2023,2023-24
SHANTI SPINTEX LIMITED,BSE,SME,IPO,Private,4464000,2688000,1776000,2023-12-19 00:00:00,2023-12-21,25.48,10.0,60.0,70.0,31.24,2023-12-27,1272000.0,848000.0,2120000.0,636000.0,1484000.0,224000.0,0.0,0.0,0.0,0.0,0,224000.0,4240000.0,Western,,Other Textile Products,Gujarat,Western,BSE ,BSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
RBZ Jewellers Limited,INE0PEQ01016,Main Board,IPO,Private,10000000,10000000,0,2023-12-19 00:00:00,2023-12-21,21.15,10.0,90.0,100.0,100.0,2023-12-27,2100000.0,1400000.0,3500000.0,3000000.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10000000.0,Western,6(1),"Gems, Jewellery And Watches",Gujarat,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2023-12-31,2023,2023-24
Happy Forgings Limited,INE330T01021,Main Board,IPO,Private,11865802,4705882,7159920,2023-12-19 00:00:00,2023-12-21,83.79,2.0,848.0,850.0,1008.59,2023-12-27,3559740.0,2373160.0,5932900.0,1779871.0,4153031.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11865802.0,Northern,6(1),Castings & Forgings,Punjab,Northern,NSE/BSE,NSE,≥ 500crore,2023-12-31,2023,2023-24
Credo Brands Marketing Limited,INE220Q01020,Main Board,IPO,Private,19634960,0,19634960,2023-12-19 00:00:00,2023-12-21,53.61,2.0,278.0,280.0,549.78,2023-12-27,5890488.0,3926992.0,9817480.0,2945244.0,6872236.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19634960.0,Western,6(1),Speciality Retail,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore,2023-12-31,2023,2023-24
Azad Engineering Limited,INE02IJ01035,Main Board,IPO,Private,14122108,4580151,9541957,2023-12-20 00:00:00,2023-12-22,82.5467,2.0,522.0,524.0,740.0,2023-12-28,4213731.0,2810362.0,7024093.0,2107229.0,4916866.0,0.0,0.0,73920.0,0.0,0.0,0,73920.0,14048188.0,Southern,6(1),Heavy Electrical Equipment,Telangana,Southern,NSE/BSE,BSE,≥ 500crore,2023-12-31,2023,2023-24
Trident Techlabs Limited,INE0QD201012,SME,IPO,Private,4580000,4580000,0,2023-12-21 00:00:00,2023-12-26,807.96,10.0,25.0,35.0,16.03,2023-12-29,1204000.0,804000.0,2008000.0,664000.0,1548000.0,360000.0,0.0,0.0,0.0,0.0,0,360000.0,4220000.0,Northern,,Computers - Software & Consulting,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Indifra Limited,INE0PS301014,SME,IPO,Private,2160000,2160000,0,2023-12-21 00:00:00,2023-12-26,6.8972,10.0,55.0,65.0,14.04,2023-12-29,0.0,0.0,0.0,338000.0,1714000.0,108000.0,0.0,0.0,0.0,0.0,0,108000.0,2052000.0,Western,,Gas Transmission/Marketing,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
INNOVA CAPTAB LIMITED,INE0DUT01020,Main Board,IPO,Private,12723214,7142857,5580357,2023-12-21 00:00:00,2023-12-26,56.025,10.0,438.0,448.0,570.0,2023-12-29,3816963.0,2544643.0,6361606.0,1908483.0,4453125.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12723214.0,Western,6(1),Pharmaceuticals,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore,2023-12-31,2023,2023-24
Electro Force (India) Limited,INE0Q1W01012,SME,IPO,Private,8674800,6000000,2674800,2023-12-19 00:00:00,2023-12-21,6.03,10.0,83.0,93.0,80.68,2023-12-29,0.0,0.0,0.0,2038800.0,6200400.0,435600.0,0.0,0.0,0.0,0.0,0,435600.0,8239200.0,Western,,Other Electrical Equipment,Maharashtra,Western,NSE,NSE,≥ 50 crore - < 100crore,2023-12-31,2023,2023-24
Supreme Power Equipment Limited,INE0QHG01026,SME,IPO,Private,7180000,7180000,0,2023-12-21 00:00:00,2023-12-26,181.22,10.0,55.0,65.0,46.67,2023-12-29,1870000.0,1250000.0,3120000.0,940000.0,2188000.0,932000.0,0.0,0.0,0.0,0.0,0,932000.0,6248000.0,Southern,,Other Electrical Equipment,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore,2023-12-31,2023,2023-24
Sameera Agro And Infra Limited,INE0PZA01015,SME,IPO,Private,3480000,3480000,0,2023-12-21 00:00:00,2023-12-27,2.81931,10.0,170.0,180.0,62.64,2024-01-01,0.0,0.0,0.0,475200.0,2820800.0,184000.0,0.0,0.0,0.0,0.0,0,184000.0,3296000.0,Southern,,Other Agricultural Products,Telangana,Southern,NSE,NSE,≥ 50 crore - < 100crore,2024-01-31,2024,2023-24
SEPC Limited,INE964H01014,Main Board,Right,Private,38384615,38384615,0,2023-12-06 00:00:00,2023-12-18,5.3216,10.0,3.0,13.0,49.89,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Southern,,Civil Construction,Kerala,Southern,NSE/BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
AIK Pipes and Polymers Limited,BSE,SME,IPO,Private,1688000,1688000,0,2023-12-26 00:00:00,2023-12-28,50.84,10.0,79.0,89.0,15.02,2024-01-02,0.0,801600.0,801600.0,0.0,801600.0,84800.0,0.0,0.0,0.0,0.0,0,84800.0,1603200.0,Western,,Plastic Products - Industrial,Rajasthan,Western,BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
HRH Next Services Limited,INE0R3501012,SME,IPO,Private,2658000,2658000,0,2023-12-27 00:00:00,2023-12-29,79.52,10.0,26.0,36.0,9.5688,2024-01-03,0.0,0.0,0.0,1260000.0,1263000.0,135000.0,0.0,0.0,0.0,0.0,0,135000.0,2523000.0,Southern,,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Telangana,Southern,NSE,NSE,≥ 5crore - < 10crore,2024-01-31,2024,2023-24
Shri Balaji Valve Components Limited,BSE,SME,IPO,Private,2160000,2160000,0,2023-12-27 00:00:00,2023-12-29,276.11,10.0,90.0,100.0,21.6,2024-01-03,613200.0,409200.0,1022400.0,307200.0,716400.0,114000.0,0.0,0.0,0.0,0.0,0,114000.0,2046000.0,Western,,Industrial Products,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Manoj Ceramic Limited,BSE,SME,IPO,Private,2334000,2334000,0,2023-12-27 00:00:00,2023-12-29,11.94,10.0,52.0,62.0,14.47,2024-01-03,0.0,0.0,0.0,902000.0,1314000.0,118000.0,0.0,0.0,0.0,0.0,0,118000.0,2216000.0,Western,,Ceramics,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Akanksha Power and Infrastructure Limited,INE0PCY01014,SME,IPO,Private,4998000,4998000,0,2023-12-27 00:00:00,2023-12-29,134.78,10.0,45.0,55.0,27.489,2024-01-03,1418000.0,948000.0,2366000.0,712000.0,1660000.0,260000.0,0.0,0.0,0.0,0.0,0,260000.0,4738000.0,Western,,Other Electrical Equipment,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Kay Cee Energy & Infra Limited,INE0RCG01017,SME,IPO,Private,2950000,2950000,0,2023-12-28 00:00:00,2024-01-02,1068.17,10.0,44.0,54.0,15.93,2024-01-05,800000.0,556000.0,1356000.0,422000.0,982000.0,190000.0,0.0,0.0,0.0,0.0,0,190000.0,2760000.0,Northern,,Civil Construction,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Kaushalya Logistics Limited,INE0Q2V01012,SME,IPO,Private,4880000,3380000,1500000,2023-12-29 00:00:00,2024-01-03,402.89,10.0,65.0,75.0,36.6,2024-01-08,1334400.0,982400.0,2316800.0,696000.0,1622400.0,244800.0,0.0,0.0,0.0,0.0,0,244800.0,4635200.0,Northern,,E-Retail/ E-Commerce,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Asit C Mehta Financial Services Limited,BSE,Main Board,Right,Private,3293452,3293452,0,2023-12-22 00:00:00,2024-01-04,1.17,10.0,127.45,137.45,45.26,2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Stockbroking & Allied,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
IBL Finance Limited,INE0O7401018,SME,IPO,Private,6550000,6550000,0,2024-01-09 00:00:00,2024-01-11,"22.72
",10.0,41.0,51.0,33.41,2024-01-16,0.0,0.0,0.0,1830000.0,4390000.0,330000.0,0.0,0.0,0.0,0.0,0,330000.0,6220000.0,Western,,Non Banking Financial Company (NBFC),Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Jyoti CNC Automation Limited,INE980O01024,Main Board,IPO,Private,30218649,30218649,0,2024-01-09 00:00:00,2024-01-11,42.42,2.0,329.0,331.0,1000.24,2024-01-16,13527190.0,9018127.0,22545317.0,4509063.0,3006042.0,0.0,0.0,158227.0,0.0,0.0,0,158227.0,30060422.0,Western,6(2),Industrial Products,Gujarat,Western,NSE/BSE,NSE,≥ 500crore,2024-01-31,2024,2023-24
Australian Premium Solar (India) Limited,INE0P0001010,SME,IPO,Private,5200000,5200000,0,2024-01-11 00:00:00,2024-01-15,482.58,10.0,44.0,54.0,28.08,2024-01-18,1480000.0,988000.0,2468000.0,742000.0,1730000.0,260000.0,0.0,0.0,0.0,0.0,0,260000.0,4940000.0,Western,,Heavy Electrical Equipment,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
New Swan Multitech Limited,BSE,SME,IPO,Private,5016000,5016000,0,2024-01-11 00:00:00,2024-01-15,396.55,10.0,56.0,66.0,33.1,2024-01-18,1428000.0,952000.0,2380000.0,714000.0,1666000.0,256000.0,0.0,0.0,0.0,0.0,0,256000.0,4760000.0,Northern,,Auto Components & Equipments,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
Shree Marutinandan Tubes Limited,BSE,SME,IPO,Private,1000000,1000000,0,2024-01-12 00:00:00,2024-01-16,61.6,10.0,133.0,143.0,14.3,2024-01-19,0.0,0.0,0.0,351000.0,599000.0,50000.0,0.0,0.0,0.0,0.0,0,50000.0,950000.0,Western,,Iron & Steel Products,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2024-01-31,2024,2023-24
