Month,Exchange,parameter,Trading_Days,IDX_CO,IDX_FUT,IDX_PO,STK_CO,STK_FUT,STK_PO,Total_Futures,Total_Options,Total_Derivatives
31/01/2015,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/01/2015,BSE,Turnover,21,"4,49,173.15","4,085.89","6,72,565.70","5,029.33",731.16,"4,633.52","4,817.05","11,31,401.70","11,36,218.75"
31/01/2015,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/01/2015,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/01/2015,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/01/2015,NSE,Contracts,21,"8,72,20,158.00","1,53,01,599.00","9,42,56,509.00","58,95,450.00","2,26,62,120.00","31,26,149.00","3,79,63,719.00","19,04,98,266.00","22,84,61,985.00"
31/01/2015,NSE,Premium Turnover,21,"16,883.19",,"12,301.71","3,905.14",,"1,595.61",0,"34,685.66","34,685.66"
31/01/2015,NSE,Turnover,21,"20,51,164.16","4,08,681.47","21,13,676.15","2,00,647.79","7,14,698.74","1,01,035.75","11,23,380.21","44,66,523.86","55,89,904.07"
28/02/2015,BSE,Contracts,20,"87,65,215.00","59,817.00","2,05,94,356.00","4,39,449.00","33,150.00","3,97,104.00","92,967.00","3,01,96,124.00","3,02,89,091.00"
28/02/2015,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
28/02/2015,BSE,Turnover,20,"3,91,601.28","2,610.55","8,78,874.68","13,099.55",995.35,"11,393.09","3,605.90","12,94,968.60","12,98,574.51"
28/02/2015,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
28/02/2015,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
28/02/2015,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
28/02/2015,NSE,Contracts,20,"8,99,89,220.00","1,59,42,356.00","7,71,36,198.00","57,34,818.00","2,29,61,513.00","27,56,587.00","3,89,03,869.00","17,56,16,823.00","21,45,20,692.00"
28/02/2015,NSE,Premium Turnover,20,"15,069.74",,"12,408.62","3,807.57",,"1,775.84",0,"33,061.76","33,061.76"
28/02/2015,NSE,Turnover,20,"22,17,736.39","4,38,473.26","17,73,570.08","1,90,391.89","7,26,572.06","85,408.80","11,65,045.32","42,67,107.17","54,32,152.50"
31/03/2015,BSE,Contracts,21,"62,49,923.00","71,552.00","1,37,61,912.00","20,40,303.00","32,696.00","16,20,271.00","1,04,248.00","2,36,72,409.00","2,37,76,657.00"
31/03/2015,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/03/2015,BSE,Turnover,21,"2,71,826.19","3,074.14","5,76,401.95","63,080.41",959.22,"49,700.58","4,033.36","9,61,009.13","9,65,042.49"
31/03/2015,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/03/2015,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/03/2015,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/03/2015,NSE,Contracts,21,"9,60,55,190.00","1,59,83,669.00","8,49,72,156.00","54,51,603.00","2,21,35,281.00","26,58,265.00","3,81,18,950.00","18,91,37,214.00","22,72,56,164.00"
31/03/2015,NSE,Premium Turnover,21,"13,994.97",,"14,228.35","3,134.84",,"1,591.85",0,"32,950.02","32,950.02"
31/03/2015,NSE,Turnover,21,"23,30,666.00","4,39,276.26","19,58,018.25","1,82,458.02","6,98,648.31","82,456.90","11,37,924.57","45,53,599.17","56,91,523.74"
30/04/2015,BSE,Contracts,19,"51,49,065.00","63,480.00","39,44,524.00","78,778.00","9,018.00","86,126.00","72,498.00","92,58,493.00","93,30,991.00"
30/04/2015,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
30/04/2015,BSE,Turnover,19,"2,18,050.87","2,665.17","1,62,022.89","2,312.71",260.3,"2,903.75","2,925.47","3,85,290.22","3,88,215.69"
30/04/2015,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
30/04/2015,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
30/04/2015,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
30/04/2015,NSE,Contracts,19,"10,17,80,061.00","1,46,79,503.00","9,00,01,816.00","56,66,759.00","2,17,04,444.00","29,89,704.00","3,63,83,947.00","20,04,38,340.00","23,68,22,287.00"
30/04/2015,NSE,Premium Turnover,19,"13,250.98",,"14,623.32","3,009.21",,"1,665.39",0,"32,548.89","32,548.89"
30/04/2015,NSE,Turnover,19,"23,53,554.22","3,85,464.22","20,00,401.58","1,89,340.99","6,76,409.93","94,591.61","10,61,874.15","46,37,888.40","56,99,762.55"
31/05/2015,BSE,Contracts,20,"51,59,682.00","53,420.00","42,03,117.00","1,22,338.00","11,378.00","1,79,572.00","64,798.00","96,64,709.00","97,29,507.00"
31/05/2015,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
31/05/2015,BSE,Turnover,20,"2,17,833.15","2,201.69","1,69,596.38","3,588.29",286.03,"5,418.10","2,487.72","3,96,435.92","3,98,923.64"
31/05/2015,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/05/2015,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/05/2015,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/05/2015,NSE,Contracts,20,"8,94,87,844.00","1,47,55,189.00","8,81,02,966.00","58,47,902.00","2,38,11,852.00","31,23,924.00","3,85,67,041.00","18,65,62,636.00","22,51,29,677.00"
31/05/2015,NSE,Premium Turnover,20,"13,950.67",,"14,326.49","2,833.06",,"1,574.53",0,"32,684.75","32,684.75"
31/05/2015,NSE,Turnover,20,"20,45,005.25","3,76,623.92","19,07,517.62","1,62,058.86","6,28,530.59","80,988.73","10,05,154.51","41,95,570.47","52,00,724.98"
30/06/2015,BSE,Contracts,22,"95,07,409.00","50,411.00","53,16,700.00","1,98,110.00","10,419.00","3,40,627.00","60,830.00","1,53,62,846.00","1,54,23,676.00"
30/06/2015,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
30/06/2015,BSE,Turnover,22,"3,99,632.66","2,053.38","2,13,508.82","5,511.55",245.76,"9,247.85","2,299.14","6,27,900.88","6,30,200.02"
30/06/2015,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
30/06/2015,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
30/06/2015,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
30/06/2015,NSE,Contracts,22,"9,68,28,143.00","1,58,54,676.00","9,36,79,801.00","60,38,427.00","2,36,88,366.00","32,05,751.00","3,95,43,042.00","19,97,52,122.00","23,92,95,164.00"
30/06/2015,NSE,Premium Turnover,22,"14,643.39",,"14,264.32","2,508.49",,"1,540.21",0,"32,956.40","32,956.40"
30/06/2015,NSE,Turnover,22,"22,11,373.99","4,03,910.09","20,30,599.10","1,60,448.54","6,12,250.07","79,938.83","10,16,160.16","44,82,360.46","54,98,520.62"
31/07/2015,BSE,Contracts,23,"1,67,80,276.00","26,905.00","1,42,96,410.00","2,12,540.00","6,283.00","4,17,703.00","33,188.00","3,17,06,929.00","3,17,40,117.00"
31/07/2015,BSE,Premium Turnover,23,0,,0,0,,0,0,0,0
31/07/2015,BSE,Turnover,23,"7,20,430.45","1,128.50","5,88,603.26","6,069.09",167.63,"10,802.59","1,296.13","13,25,905.39","13,27,201.51"
31/07/2015,MCX,Contracts,23,0,0,0,0,0,0,0,0,0
31/07/2015,MCX,Premium Turnover,23,0,,0,0,,0,0,0,0
31/07/2015,MCX,Turnover,23,0,0,0,0,0,0,0,0,0
31/07/2015,NSE,Contracts,23,"9,36,22,788.00","1,47,89,002.00","9,29,55,897.00","74,01,276.00","2,58,41,503.00","38,77,022.00","4,06,30,505.00","19,78,56,983.00","23,84,87,488.00"
31/07/2015,NSE,Premium Turnover,23,"14,126.44",,"12,640.97","3,580.11",,"1,731.58",0,"32,079.10","32,079.10"
31/07/2015,NSE,Turnover,23,"21,96,364.79","3,91,736.14","20,74,040.50","2,15,682.60","7,19,880.68","1,07,868.10","11,11,616.82","45,93,955.99","57,05,572.81"
31/08/2015,BSE,Contracts,21,"95,81,623.00","19,761.00","50,74,511.00","1,26,803.00","5,371.00","1,62,391.00","25,132.00","1,49,45,328.00","1,49,70,460.00"
31/08/2015,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/08/2015,BSE,Turnover,21,"4,08,638.56",817.51,"2,09,210.12","3,421.04",144.41,"4,543.67",961.92,"6,25,813.37","6,26,775.30"
31/08/2015,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/08/2015,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/08/2015,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/08/2015,NSE,Contracts,21,"10,17,69,994.00","1,71,67,226.00","9,48,32,542.00","77,42,394.00","2,70,86,931.00","40,95,032.00","4,42,54,157.00","20,84,39,962.00","25,26,94,119.00"
31/08/2015,NSE,Premium Turnover,21,"14,159.67",,"18,648.89","3,835.74",,"2,482.73",0,"39,127.04","39,127.04"
31/08/2015,NSE,Turnover,21,"23,33,608.28","4,35,122.61","20,57,355.33","2,24,715.23","7,34,924.09","1,12,948.29","11,70,046.70","47,28,627.13","58,98,673.83"
30/09/2015,BSE,Contracts,20,"33,94,077.00","20,747.00","24,51,200.00","69,293.00","4,742.00","26,344.00","25,489.00","59,40,914.00","59,66,403.00"
30/09/2015,BSE,Premium Turnover,20,60.98,,69.74,51.12,,48.05,0,229.89,229.89
30/09/2015,BSE,Turnover,20,"1,34,633.20",798.55,"89,610.81","1,901.40",92.85,628.27,891.4,"2,26,773.67","2,27,665.07"
30/09/2015,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
30/09/2015,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
30/09/2015,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
30/09/2015,NSE,Contracts,20,"8,83,63,485.00","1,84,92,427.00","8,58,39,253.00","54,94,359.00","2,24,54,408.00","29,35,869.00","4,09,46,835.00","18,26,32,966.00","22,35,79,801.00"
30/09/2015,NSE,Premium Turnover,20,"16,123.83",,"18,501.83","3,031.36",,"1,791.58",0,"39,448.60","39,448.60"
30/09/2015,NSE,Turnover,20,"19,90,520.86","4,58,216.87","17,93,280.78","1,48,033.39","5,70,324.78","71,841.05","10,28,541.65","40,03,676.09","50,32,217.73"
31/10/2015,BSE,Contracts,20,"10,51,513.00","22,040.00","69,46,843.00","49,309.00","2,638.00","36,781.00","24,678.00","80,84,446.00","81,09,124.00"
31/10/2015,BSE,Premium Turnover,20,26.15,,91.29,46.03,,31.62,0,195.09,195.09
31/10/2015,BSE,Turnover,20,"44,409.83",957.57,"2,74,380.01","1,416.19",52,"1,060.91","1,009.57","3,21,266.94","3,22,276.51"
31/10/2015,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/10/2015,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/10/2015,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/10/2015,NSE,Contracts,20,"6,71,66,048.00","1,15,02,566.00","6,61,38,404.00","64,45,041.00","2,07,17,819.00","35,40,218.00","3,22,20,385.00","14,32,89,711.00","17,55,10,096.00"
31/10/2015,NSE,Premium Turnover,20,"11,686.54",,"10,600.41","3,261.53",,"1,617.17",0,"27,165.64","27,165.64"
31/10/2015,NSE,Turnover,20,"16,45,578.64","3,35,581.89","15,34,879.69","1,89,172.91","6,27,671.37","96,744.95","9,63,253.26","34,66,376.19","44,29,629.45"
30/11/2015,BSE,Contracts,19,"14,88,080.00","7,790.00","4,40,825.00","37,518.00",332,"30,652.00","8,122.00","19,97,075.00","20,05,197.00"
30/11/2015,BSE,Premium Turnover,19,22.25,,13.83,98.17,,94.05,0,228.3,228.3
30/11/2015,BSE,Turnover,19,"79,201.15",405.45,"22,410.36","1,842.76",16.3,"1,650.23",421.75,"1,05,104.51","1,05,526.26"
30/11/2015,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
30/11/2015,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
30/11/2015,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
30/11/2015,NSE,Contracts,19,"2,92,69,261.00","51,39,901.00","2,52,28,432.00","33,15,699.00","1,18,76,912.00","17,40,663.00","1,70,16,813.00","5,95,54,055.00","7,65,70,868.00"
30/11/2015,NSE,Premium Turnover,19,"10,278.26",,"11,115.35","2,594.31",,"1,464.57",0,"25,452.49","25,452.49"
30/11/2015,NSE,Turnover,19,"17,49,523.85","2,89,438.79","14,47,833.95","1,76,220.61","5,97,632.50","86,404.53","8,87,071.29","34,59,982.95","43,47,054.23"
31/12/2015,BSE,Contracts,22,"17,14,077.00","7,353.00","4,65,551.00","57,044.00",551,"64,064.00","7,904.00","23,00,736.00","23,08,640.00"
31/12/2015,BSE,Premium Turnover,22,24.03,,7.14,95.04,,109.45,0,235.66,235.66
31/12/2015,BSE,Turnover,22,"90,212.85",380.8,"23,422.51","2,964.51",27.33,"3,279.54",408.13,"1,19,879.40","1,20,287.53"
31/12/2015,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/12/2015,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/12/2015,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/12/2015,NSE,Contracts,22,"3,17,97,538.00","53,97,473.00","2,70,61,557.00","35,47,704.00","1,24,28,874.00","18,23,472.00","1,78,26,347.00","6,42,30,271.00","8,20,56,618.00"
31/12/2015,NSE,Premium Turnover,22,"11,801.99",,"11,062.68","2,866.42",,"1,403.44",0,"27,134.54","27,134.54"
31/12/2015,NSE,Turnover,22,"18,80,246.69","3,00,357.36","15,39,487.10","1,89,893.05","6,30,520.71","90,666.71","9,30,878.07","37,00,293.55","46,31,171.61"
31/01/2016,BSE,Contracts,20,"21,80,479.00","7,693.00","3,92,434.00","29,215.00",172,"18,866.00","7,865.00","26,20,994.00","26,28,859.00"
31/01/2016,BSE,Premium Turnover,20,34.33,,16.51,52.72,,30.78,0,134.34,134.34
31/01/2016,BSE,Turnover,20,"1,10,477.98",378.61,"19,239.18","1,592.59",7.47,894.53,386.07,"1,32,204.27","1,32,590.34"
31/01/2016,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/01/2016,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/01/2016,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/01/2016,NSE,Contracts,20,"4,24,76,467.00","71,51,363.00","3,64,71,724.00","46,29,447.00","1,46,05,105.00","24,98,473.00","2,17,56,468.00","8,60,76,111.00","10,78,32,579.00"
31/01/2016,NSE,Premium Turnover,20,"14,284.16",,"18,396.98","3,703.04",,"2,549.42",0,"38,933.60","38,933.60"
31/01/2016,NSE,Turnover,20,"24,08,349.48","3,79,136.59","19,82,823.83","2,40,100.17","6,98,909.22","1,19,709.67","10,78,045.81","47,50,983.15","58,29,028.96"
29/02/2016,BSE,Contracts,21,"18,84,917.00","14,625.00","5,06,943.00","28,127.00",178,"50,047.00","14,803.00","24,70,034.00","24,84,837.00"
29/02/2016,BSE,Premium Turnover,21,33.22,,35.02,31.11,,37.22,0,136.57,136.57
29/02/2016,BSE,Turnover,21,"91,917.55",686.19,"24,056.60","1,274.75",7.34,"1,966.46",693.53,"1,19,215.35","1,19,908.89"
29/02/2016,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
29/02/2016,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
29/02/2016,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
29/02/2016,NSE,Contracts,21,"5,27,34,262.00","84,44,206.00","4,40,66,407.00","49,06,666.00","1,60,54,224.00","28,37,246.00","2,44,98,430.00","10,45,44,581.00","12,90,43,011.00"
29/02/2016,NSE,Premium Turnover,21,"18,108.39",,"22,913.18","3,833.53",,"2,910.81",0,"47,765.91","47,765.91"
29/02/2016,NSE,Turnover,21,"28,49,686.65","4,22,228.60","22,76,593.22","2,21,932.13","6,84,615.59","1,17,688.35","11,06,844.19","54,65,900.35","65,72,744.54"
31/03/2016,BSE,Contracts,20,"8,82,127.00","12,487.00","6,15,593.00",364,733,279,"13,220.00","14,98,363.00","15,11,583.00"
31/03/2016,BSE,Premium Turnover,20,184.53,,40.81,0.06,,0.15,0,225.55,225.55
31/03/2016,BSE,Turnover,20,"45,102.41",623.73,"29,647.23",9.25,42.24,12.66,665.97,"74,771.54","75,437.51"
31/03/2016,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/03/2016,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/03/2016,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/03/2016,NSE,Contracts,20,"4,23,87,939.00","71,65,236.00","4,14,65,857.00","42,87,288.00","1,39,73,529.00","23,08,838.00","2,11,38,765.00","9,04,49,922.00","11,15,88,687.00"
31/03/2016,NSE,Premium Turnover,20,"19,254.81",,"14,334.88","3,957.08",,"1,648.49",0,"39,195.25","39,195.25"
31/03/2016,NSE,Turnover,20,"23,99,977.93","3,79,306.78","22,43,327.24","2,07,431.49","6,46,936.47","1,03,753.05","10,26,243.25","49,54,489.70","59,80,732.95"
30/04/2016,BSE,Contracts,18,"23,677.00",433,"63,916.00",0,147,0,580,"87,593.00","88,173.00"
30/04/2016,BSE,Premium Turnover,18,12.4,,0,0,,0,0,12.4,12.4
30/04/2016,BSE,Turnover,18,"1,215.26",22.12,"3,214.45",0,8.39,0,30.51,"4,429.71","4,460.22"
30/04/2016,MCX,Contracts,18,0,0,0,0,0,0,0,0,0
30/04/2016,MCX,Premium Turnover,18,0,,0,0,,0,0,0,0
30/04/2016,MCX,Turnover,18,0,0,0,0,0,0,0,0,0
30/04/2016,NSE,Contracts,18,"3,59,93,137.00","60,59,350.00","3,50,52,795.00","42,54,268.00","1,31,29,520.00","21,20,664.00","1,91,88,870.00","7,74,20,864.00","9,66,09,734.00"
30/04/2016,NSE,Premium Turnover,18,"14,995.49",,"12,224.82","3,489.56",,"1,451.21",0,"32,161.09","32,161.09"
30/04/2016,NSE,Turnover,18,"21,10,570.12","3,33,438.89","19,81,457.04","2,19,370.04","6,47,602.94","1,02,832.84","9,81,041.83","44,14,230.03","53,95,271.86"
31/05/2016,BSE,Contracts,22,752,18,0,0,252,0,270,752,"1,022.00"
31/05/2016,BSE,Premium Turnover,22,0.95,,0,0,,0,0,0.95,0.95
31/05/2016,BSE,Turnover,22,39.35,0.93,0,0,14.71,0,15.64,39.35,54.99
31/05/2016,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/05/2016,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/05/2016,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/05/2016,NSE,Contracts,22,"4,35,17,012.00","71,66,531.00","3,90,31,787.00","52,17,771.00","1,57,83,401.00","26,43,846.00","2,29,49,932.00","9,04,10,416.00","11,33,60,348.00"
31/05/2016,NSE,Premium Turnover,22,"17,507.78",,"14,354.52","4,351.69",,"2,159.56",0,"38,373.55","38,373.55"
31/05/2016,NSE,Turnover,22,"25,79,790.81","4,01,893.30","22,25,290.30","2,67,630.71","7,75,821.52","1,25,701.51","11,77,714.82","51,98,413.33","63,76,128.15"
30/06/2016,BSE,Contracts,22,0,0,0,0,452,0,452,0,452
30/06/2016,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
30/06/2016,BSE,Turnover,22,0,0,0,0,26.28,0,26.28,0,26.28
30/06/2016,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
30/06/2016,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
30/06/2016,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
30/06/2016,NSE,Contracts,22,"4,33,00,739.00","68,31,756.00","4,36,03,082.00","50,39,649.00","1,48,03,058.00","26,21,949.00","2,16,34,814.00","9,45,65,419.00","11,62,00,233.00"
30/06/2016,NSE,Premium Turnover,22,"16,844.24",,"14,709.29","4,655.95",,"2,112.08",0,"38,321.56","38,321.56"
30/06/2016,NSE,Turnover,22,"26,00,662.90","4,00,891.80","25,29,191.77","2,72,394.41","7,80,911.63","1,32,788.04","11,81,803.43","55,35,037.12","67,16,840.55"
31/07/2016,BSE,Contracts,20,0,"4,220.00",0,0,340,0,"4,560.00",0,"4,560.00"
31/07/2016,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
31/07/2016,BSE,Turnover,20,0,294.83,0,0,23.15,0,317.98,0,317.98
31/07/2016,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/07/2016,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/07/2016,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/07/2016,NSE,Contracts,20,"3,60,01,320.00","47,01,956.00","3,63,10,446.00","52,66,066.00","1,39,05,533.00","26,53,491.00","1,86,07,489.00","8,02,31,323.00","9,88,38,812.00"
31/07/2016,NSE,Premium Turnover,20,"14,340.44",,"10,044.35","6,336.42",,"2,397.90",0,"33,119.11","33,119.11"
31/07/2016,NSE,Turnover,20,"24,88,335.54","3,17,459.97","24,25,591.04","3,66,414.80","9,27,572.17","1,72,354.20","12,45,032.14","54,52,695.58","66,97,727.72"
31/08/2016,BSE,Contracts,22,0,"16,884.00",0,0,547,0,"17,431.00",0,"17,431.00"
31/08/2016,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/08/2016,BSE,Turnover,22,0,"1,185.59",0,0,39.07,0,"1,224.66",0,"1,224.66"
31/08/2016,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/08/2016,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/08/2016,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/08/2016,NSE,Contracts,22,"4,31,06,822.00","56,81,464.00","4,18,04,522.00","53,89,929.00","1,55,04,379.00","25,95,808.00","2,11,85,843.00","9,28,97,081.00","11,40,82,924.00"
31/08/2016,NSE,Premium Turnover,22,"15,170.08",,"12,720.24","6,288.57",,"2,667.39",0,"36,846.28","36,846.28"
31/08/2016,NSE,Turnover,22,"30,49,387.15","3,89,296.72","28,62,904.62","3,85,725.99","10,62,475.62","1,73,992.86","14,51,772.34","64,72,010.61","79,23,782.95"
30/09/2016,BSE,Contracts,20,0,"6,243.00",0,0,353,0,"6,596.00",0,"6,596.00"
30/09/2016,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
30/09/2016,BSE,Turnover,20,0,447.44,0,0,26.55,0,473.99,0,473.99
30/09/2016,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
30/09/2016,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
30/09/2016,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
30/09/2016,NSE,Contracts,20,"4,49,05,456.00","53,43,280.00","4,67,06,356.00","52,96,722.00","1,50,06,450.00","27,58,762.00","2,03,49,730.00","9,96,67,296.00","12,00,17,026.00"
30/09/2016,NSE,Premium Turnover,20,"14,965.30",,"14,476.08","6,075.21",,"2,757.37",0,"38,273.96","38,273.96"
30/09/2016,NSE,Turnover,20,"33,19,603.45","3,77,094.92","33,31,599.36","3,91,916.12","10,58,271.11","1,92,295.43","14,35,366.03","72,35,414.37","86,70,780.40"
31/10/2016,BSE,Contracts,19,0,778,0,0,189,0,967,0,967
31/10/2016,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
31/10/2016,BSE,Turnover,19,0,54.6,0,0,15,0,69.6,0,69.6
31/10/2016,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
31/10/2016,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
31/10/2016,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
31/10/2016,NSE,Contracts,19,"4,37,15,223.00","45,27,266.00","3,99,78,222.00","48,27,461.00","1,32,42,218.00","24,77,472.00","1,77,69,484.00","9,09,98,378.00","10,87,67,862.00"
31/10/2016,NSE,Premium Turnover,19,"12,565.91",,"12,153.01","5,329.04",,"2,387.42",0,"32,435.37","32,435.37"
31/10/2016,NSE,Turnover,19,"31,70,083.37","3,14,166.53","28,09,477.53","3,59,214.42","9,50,179.69","1,73,468.18","12,64,346.22","65,12,243.50","77,76,589.73"
30/11/2016,BSE,Contracts,21,0,554,0,0,194,0,748,0,748
30/11/2016,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
30/11/2016,BSE,Turnover,21,0,37.91,0,0,14.89,0,52.8,0,52.8
30/11/2016,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
30/11/2016,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
30/11/2016,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
30/11/2016,NSE,Contracts,21,"5,66,45,730.00","66,02,274.00","4,99,37,562.00","52,44,811.00","1,44,35,919.00","27,44,671.00","2,10,38,193.00","11,45,72,774.00","13,56,10,967.00"
30/11/2016,NSE,Premium Turnover,21,"17,725.72",,"22,791.75","6,126.91",,"3,848.39",0,"50,492.77","50,492.77"
30/11/2016,NSE,Turnover,21,"39,61,690.91","4,38,924.57","33,55,818.67","3,77,807.33","9,45,534.83","1,84,704.14","13,84,459.40","78,80,021.05","92,64,480.45"
31/12/2016,BSE,Contracts,22,0,2,0,0,115,0,117,0,117
31/12/2016,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/12/2016,BSE,Turnover,22,0,0.13,0,0,8.85,0,8.99,0,8.99
31/12/2016,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/12/2016,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/12/2016,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/12/2016,NSE,Contracts,22,"5,00,88,087.00","51,99,107.00","4,56,96,616.00","39,35,353.00","1,22,69,473.00","22,58,375.00","1,74,68,580.00","10,19,78,431.00","11,94,47,011.00"
31/12/2016,NSE,Premium Turnover,22,"14,166.62",,"15,710.35","3,712.10",,"2,421.47",0,"36,010.54","36,010.54"
31/12/2016,NSE,Turnover,22,"33,95,122.20","3,38,543.06","29,89,679.95","2,72,870.68","7,81,055.31","1,47,317.45","11,19,598.37","68,04,990.28","79,24,588.65"
31/01/2017,BSE,Contracts,21,0,0,0,0,97,0,97,0,97
31/01/2017,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/01/2017,BSE,Turnover,21,0,0,0,0,7.48,0,7.48,0,7.48
31/01/2017,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/01/2017,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/01/2017,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/01/2017,NSE,Contracts,21,"4,68,99,629.00","47,92,429.00","4,59,51,150.00","51,61,359.00","1,45,12,081.00","26,89,907.00","1,93,04,510.00","10,07,02,045.00","12,00,06,555.00"
31/01/2017,NSE,Premium Turnover,21,"15,708.91",,"12,160.44","6,052.22",,"2,395.01",0,"36,316.58","36,316.58"
31/01/2017,NSE,Turnover,21,"33,37,204.28","3,24,469.28","31,37,877.25","3,64,052.93","9,63,574.04","1,77,441.08","12,88,043.32","70,16,575.53","83,04,618.85"
28/02/2017,BSE,Contracts,19,0,0,0,0,99,0,99,0,99
28/02/2017,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
28/02/2017,BSE,Turnover,19,0,0,0,0,8.4,0,8.4,0,8.4
28/02/2017,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
28/02/2017,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
28/02/2017,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
28/02/2017,NSE,Contracts,19,"5,06,98,955.00","48,81,690.00","4,69,60,409.00","58,32,798.00","1,54,36,866.00","27,07,278.00","2,03,18,556.00","10,61,99,440.00","12,65,17,996.00"
