Month,Exchange,parameter,Trading_Days,IDX_CO,IDX_FUT,IDX_PO,STK_CO,STK_FUT,STK_PO,Total_Futures,Total_Options,Total_Derivatives
28/02/2013,NSE,Contracts,20,"3,27,36,391.00","60,51,654.00","2,90,64,930.00","39,66,515.00","1,15,00,825.00","21,65,183.00","1,75,52,479.00","6,79,33,019.00","8,54,85,498.00"
28/02/2013,NSE,Premium Turnover,20,0,,0,0,,0,0,0,0
28/02/2013,NSE,Turnover,20,"9,89,731.95","1,79,682.45","8,49,613.55","1,28,628.50","3,61,294.29","66,146.70","5,40,976.74","20,34,120.70","25,75,097.44"
31/03/2013,BSE,Contracts,19,"34,38,817.00","96,158.00","56,01,542.00","1,32,744.00","67,745.00","1,21,398.00","1,63,903.00","92,94,501.00","94,58,404.00"
31/03/2013,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
31/03/2013,BSE,Turnover,19,"1,00,831.53","2,773.05","1,56,812.90","3,804.31","1,955.98","2,836.54","4,729.03","2,64,285.29","2,69,014.32"
31/03/2013,NSE,Contracts,19,"4,06,45,997.00","70,56,967.00","4,23,47,881.00","35,98,909.00","1,09,67,220.00","24,45,631.00","1,80,24,187.00","8,90,38,418.00","10,70,62,605.00"
31/03/2013,NSE,Premium Turnover,19,0,,0,0,,0,0,0,0
31/03/2013,NSE,Turnover,19,"12,04,568.64","2,04,763.19","12,12,058.64","1,10,553.20","3,24,331.67","71,170.50","5,29,094.86","25,98,350.98","31,27,445.84"
30/04/2013,BSE,Contracts,20,"46,91,629.00","2,56,417.00","58,38,960.00","1,751.00","2,35,350.00","3,327.00","4,91,767.00","1,05,35,667.00","1,10,27,434.00"
30/04/2013,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
30/04/2013,BSE,Turnover,20,"1,37,527.25","7,268.97","1,62,598.48",55.08,"6,416.81",83.31,"13,685.79","3,00,264.11","3,13,949.90"
30/04/2013,MCX,Contracts,20,0,0,0,"1,670.00","2,46,174.00","1,310.00","2,46,174.00","2,980.00","2,49,154.00"
30/04/2013,MCX,Premium Turnover,20,0,,0,1.62,,1.26,0,2.88,2.88
30/04/2013,MCX,Turnover,20,0,0,0,49.83,"6,517.19",39.74,"6,517.19",89.57,"6,606.76"
30/04/2013,NSE,Contracts,20,"3,66,68,657.00","72,22,107.00","3,96,52,676.00","48,96,518.00","1,23,19,547.00","32,17,585.00","1,95,41,654.00","8,44,35,436.00","10,39,77,090.00"
30/04/2013,NSE,Premium Turnover,20,"9,276.47",,"8,565.80","2,760.44",,"1,955.18",0,"22,557.90","22,557.90"
30/04/2013,NSE,Turnover,20,"10,73,820.37","2,08,590.05","11,18,649.35","1,51,074.27","3,65,064.40","92,964.51","5,73,654.45","24,36,508.50","30,10,162.95"
31/05/2013,BSE,Contracts,23,"1,24,33,313.00","2,33,780.00","74,26,251.00","7,621.00","2,47,629.00","9,275.00","4,81,409.00","1,98,76,460.00","2,03,57,869.00"
31/05/2013,BSE,Premium Turnover,23,0,,0,0,,0,0,0,0
31/05/2013,BSE,Turnover,23,"3,93,367.33","7,055.42","2,18,586.08",231.61,"6,762.09",213.94,"13,817.51","6,12,398.96","6,26,216.47"
31/05/2013,MCX,Contracts,23,34,"1,09,816.00",2,"1,593.00","2,85,150.00","1,115.00","3,94,966.00","2,744.00","3,97,710.00"
31/05/2013,MCX,Premium Turnover,23,0.01,,0,1.36,,0.79,0,2.15,2.15
31/05/2013,MCX,Turnover,23,1.02,"3,256.62",0.06,47.16,"7,716.08",33.42,"10,972.70",81.66,"11,054.36"
31/05/2013,NSE,Contracts,23,"4,10,96,623.00","79,91,561.00","4,48,29,941.00","47,52,926.00","1,40,19,161.00","28,31,968.00","2,20,10,722.00","9,35,11,458.00","11,55,22,180.00"
31/05/2013,NSE,Premium Turnover,23,"11,702.48",,"9,986.05","2,636.76",,"1,510.79",0,"25,836.08","25,836.08"
31/05/2013,NSE,Turnover,23,"12,80,249.63","2,45,782.61","13,41,397.22","1,44,983.72","4,09,850.85","81,537.15","6,55,633.46","28,48,167.72","35,03,801.18"
30/06/2013,BSE,Contracts,20,"1,59,69,830.00","2,26,988.00","67,45,387.00","15,199.00","1,49,512.00","11,867.00","3,76,500.00","2,27,42,283.00","2,31,18,783.00"
30/06/2013,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
30/06/2013,BSE,Turnover,20,"4,73,278.27","6,521.34","1,88,942.88",389.57,"3,853.75",239.16,"10,375.10","6,62,849.88","6,73,224.98"
30/06/2013,MCX,Contracts,20,"6,323.00","3,66,727.00","6,347.00",954,"1,83,859.00",746,"5,50,586.00","14,370.00","5,64,956.00"
30/06/2013,MCX,Premium Turnover,20,1.16,,1.31,0.91,,0.57,0,3.95,3.95
30/06/2013,MCX,Turnover,20,179.37,"10,428.44",178.48,27.73,"4,648.22",21.38,"15,076.66",406.97,"15,483.62"
30/06/2013,NSE,Contracts,20,"4,30,50,058.00","85,01,380.00","4,06,28,761.00","36,95,971.00","1,27,19,906.00","21,17,135.00","2,12,21,286.00","8,94,91,925.00","11,07,13,211.00"
30/06/2013,NSE,Premium Turnover,20,"9,784.61",,"11,471.57","1,804.20",,"1,217.00",0,"24,277.37","24,277.37"
30/06/2013,NSE,Turnover,20,"12,77,074.78","2,46,351.19","11,60,862.45","1,05,949.22","3,43,493.13","57,155.76","5,89,844.32","26,01,042.21","31,90,886.53"
31/07/2013,BSE,Contracts,23,"2,62,04,719.00","3,40,324.00","2,13,83,957.00","12,432.00","2,78,544.00","14,637.00","6,18,868.00","4,76,15,745.00","4,82,34,613.00"
31/07/2013,BSE,Premium Turnover,23,0,,0,0,,0,0,0,0
31/07/2013,BSE,Turnover,23,"8,05,258.21","10,044.76","6,16,596.33",347.74,"6,944.80",343.26,"16,989.56","14,22,545.53","14,39,535.09"
31/07/2013,MCX,Contracts,23,"1,82,040.00","5,35,551.00","2,15,405.00",86,"2,08,409.00",67,"7,43,960.00","3,97,598.00","11,41,558.00"
31/07/2013,MCX,Premium Turnover,23,53.14,,59.82,0.06,,0.03,0,113.06,113.06
31/07/2013,MCX,Turnover,23,"5,472.33","15,778.51","6,375.43",2.36,"5,054.87",2.1,"20,833.38","11,852.22","32,685.59"
31/07/2013,NSE,Contracts,23,"3,53,70,256.00","87,04,083.00","4,05,80,664.00","50,86,783.00","1,52,23,466.00","31,90,614.00","2,39,27,549.00","8,42,28,317.00","10,81,55,866.00"
31/07/2013,NSE,Premium Turnover,23,"10,060.55",,"9,834.21","3,324.76",,"1,837.55",0,"25,057.07","25,057.07"
31/07/2013,NSE,Turnover,23,"10,70,558.65","2,53,644.45","11,80,855.17","1,55,402.72","4,28,504.31","91,427.39","6,82,148.76","24,98,243.93","31,80,392.69"
31/08/2013,BSE,Contracts,20,"2,42,21,194.00","1,94,752.00","53,09,335.00","16,932.00","1,24,342.00","19,830.00","3,19,094.00","2,95,67,291.00","2,98,86,385.00"
31/08/2013,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
31/08/2013,BSE,Turnover,20,"6,84,127.90","5,339.42","1,41,334.65",418.53,"3,567.35",400.92,"8,906.77","8,26,282.00","8,35,188.77"
31/08/2013,MCX,Contracts,20,"1,51,474.00","3,94,793.00","1,48,394.00",51,"1,66,546.00",4,"5,61,339.00","2,99,923.00","8,61,262.00"
31/08/2013,MCX,Premium Turnover,20,44.24,,54.07,0.01,,0.01,0,98.33,98.33
31/08/2013,MCX,Turnover,20,"4,278.61","10,920.89","4,125.33",1.38,"3,778.65",0.12,"14,699.55","8,405.44","23,104.99"
31/08/2013,NSE,Contracts,20,"5,06,29,713.00","1,24,33,264.00","5,51,70,680.00","43,16,576.00","1,69,77,082.00","26,96,559.00","2,94,10,346.00","11,28,13,528.00","14,22,23,874.00"
31/08/2013,NSE,Premium Turnover,20,"12,568.69",,"17,700.31","2,363.06",,"1,748.70",0,"34,380.77","34,380.77"
31/08/2013,NSE,Turnover,20,"14,23,125.05","3,27,734.51","14,77,852.75","1,10,018.17","4,10,088.46","65,101.74","7,37,822.97","30,76,097.70","38,13,920.67"
30/09/2013,BSE,Contracts,20,"91,25,653.00","1,89,538.00","39,22,450.00","25,715.00","1,40,209.00","45,703.00","3,29,747.00","1,31,19,521.00","1,34,49,268.00"
30/09/2013,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
30/09/2013,BSE,Turnover,20,"2,78,854.65","5,508.49","1,13,330.58",611.3,"4,402.65",883.61,"9,911.15","3,93,680.15","4,03,591.29"
30/09/2013,MCX,Contracts,20,"56,299.00","77,122.00","54,516.00",25,"69,326.00",6,"1,46,448.00","1,10,846.00","2,57,294.00"
30/09/2013,MCX,Premium Turnover,20,31.51,,20.51,0,,0,0,52.02,52.02
30/09/2013,MCX,Turnover,20,"1,667.52","2,217.40","1,521.14",0.71,"1,726.18",0.2,"3,943.58","3,189.57","7,133.15"
30/09/2013,NSE,Contracts,20,"4,13,62,175.00","1,12,86,692.00","4,56,89,156.00","35,79,164.00","1,48,61,402.00","21,33,578.00","2,61,48,094.00","9,27,64,073.00","11,89,12,167.00"
30/09/2013,NSE,Premium Turnover,20,"14,729.02",,"13,489.48","2,625.11",,"1,329.83",0,"32,173.44","32,173.44"
30/09/2013,NSE,Turnover,20,"12,43,097.26","3,17,154.37","12,81,648.35","97,932.80","3,87,798.58","53,926.29","7,04,952.95","26,76,604.71","33,81,557.66"
31/10/2013,BSE,Contracts,21,"85,42,806.00","1,99,519.00","1,30,64,657.00","29,963.00","1,54,157.00","35,668.00","3,53,676.00","2,16,73,094.00","2,20,26,770.00"
31/10/2013,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/10/2013,BSE,Turnover,21,"2,74,891.85","6,076.15","3,96,880.33",797.46,"5,217.14",797.15,"11,293.29","6,73,366.80","6,84,660.09"
31/10/2013,MCX,Contracts,21,"1,91,671.00","67,699.00","83,186.00",0,"15,007.00",0,"82,706.00","2,74,857.00","3,57,563.00"
31/10/2013,MCX,Premium Turnover,21,70.57,,22.77,0,,0,0,93.34,93.34
31/10/2013,MCX,Turnover,21,"5,970.52","2,067.09","2,524.19",0,406.06,0,"2,473.15","8,494.71","10,967.87"
31/10/2013,NSE,Contracts,21,"3,66,33,979.00","1,00,51,520.00","3,83,38,438.00","42,52,173.00","1,46,65,067.00","26,09,287.00","2,47,16,587.00","8,18,33,877.00","10,65,50,464.00"
31/10/2013,NSE,Premium Turnover,21,"12,185.12",,"9,220.63","2,793.31",,"1,313.97",0,"25,513.02","25,513.02"
31/10/2013,NSE,Turnover,21,"11,45,229.98","2,97,026.12","11,36,578.76","1,33,376.14","4,16,431.64","77,423.27","7,13,457.76","24,92,608.16","32,06,065.92"
30/11/2013,BSE,Contracts,20,"1,11,77,963.00","79,335.00","93,26,976.00","24,630.00","93,566.00","29,775.00","1,72,901.00","2,05,59,344.00","2,07,32,245.00"
30/11/2013,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
30/11/2013,BSE,Turnover,20,"3,53,711.37","2,481.28","2,78,428.31",699.73,"2,701.15",664.76,"5,182.43","6,33,504.17","6,38,686.61"
30/11/2013,MCX,Contracts,20,"1,56,725.00","51,369.00","70,375.00",0,"2,567.00",0,"53,936.00","2,27,100.00","2,81,036.00"
30/11/2013,MCX,Premium Turnover,20,31.77,,17,0,,0,0,48.76,48.76
30/11/2013,MCX,Turnover,20,"4,966.23","1,582.48","2,147.16",0,69,0,"1,651.48","7,113.39","8,764.87"
30/11/2013,NSE,Contracts,20,"3,43,95,126.00","84,91,211.00","3,34,41,596.00","38,38,994.00","1,44,28,865.00","21,03,999.00","2,29,20,076.00","7,37,79,715.00","9,66,99,791.00"
30/11/2013,NSE,Premium Turnover,20,"8,910.08",,"8,350.15","2,055.16",,"1,017.00",0,"20,332.39","20,332.39"
30/11/2013,NSE,Turnover,20,"10,73,927.45","2,54,055.82","10,06,010.52","1,09,670.81","3,97,676.15","57,163.56","6,51,731.97","22,46,772.34","28,98,504.31"
31/12/2013,BSE,Contracts,21,"80,03,456.00","59,655.00","99,03,001.00","31,541.00","1,09,378.00","61,687.00","1,69,033.00","1,79,99,685.00","1,81,68,718.00"
31/12/2013,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/12/2013,BSE,Turnover,21,"2,59,649.35","1,889.90","3,02,326.02",886.22,"3,301.54","1,385.48","5,191.44","5,64,247.08","5,69,438.52"
31/12/2013,MCX,Contracts,21,"1,88,174.00","45,826.00","1,38,370.00",0,"3,025.00",0,"48,851.00","3,26,544.00","3,75,395.00"
31/12/2013,MCX,Premium Turnover,21,38.28,,31.63,0,,0,0,69.91,69.91
31/12/2013,MCX,Turnover,21,"6,039.00","1,436.57","4,276.18",0,89.17,0,"1,525.74","10,315.18","11,840.93"
31/12/2013,NSE,Contracts,21,"3,19,45,068.00","76,21,855.00","3,10,08,576.00","34,86,395.00","1,41,44,654.00","18,84,237.00","2,17,66,509.00","6,83,24,276.00","9,00,90,785.00"
31/12/2013,NSE,Premium Turnover,21,"9,595.58",,"7,240.82","2,065.30",,913.83,0,"19,815.54","19,815.54"
31/12/2013,NSE,Turnover,21,"10,21,710.48","2,33,972.57","9,46,911.31","1,06,258.24","4,24,128.09","54,981.29","6,58,100.66","21,29,861.32","27,87,961.98"
31/01/2014,BSE,Contracts,23,"2,49,57,637.00","1,15,500.00","1,05,20,376.00","84,341.00","1,41,257.00","87,317.00","2,56,757.00","3,56,49,671.00","3,59,06,428.00"
31/01/2014,BSE,Premium Turnover,23,0,,0,0,,0,0,0,0
31/01/2014,BSE,Turnover,23,"8,12,992.78","3,637.31","3,20,499.47","3,174.96","4,278.78","2,467.09","7,916.09","11,39,134.30","11,47,050.40"
31/01/2014,MCX,Contracts,23,"1,40,416.00","50,769.00","1,19,260.00",0,"3,039.00",0,"53,808.00","2,59,676.00","3,13,484.00"
31/01/2014,MCX,Premium Turnover,23,33.29,,26.65,0,,0,0,59.95,59.95
31/01/2014,MCX,Turnover,23,"4,487.85","1,582.14","3,713.51",0,99.59,0,"1,681.72","8,201.35","9,883.08"
31/01/2014,NSE,Contracts,23,"3,69,69,492.00","87,86,901.00","3,78,74,225.00","45,74,874.00","1,47,31,248.00","27,77,200.00","2,35,18,149.00","8,21,95,791.00","10,57,13,940.00"
31/01/2014,NSE,Premium Turnover,23,"8,661.72",,"9,023.52","2,481.25",,"1,540.60",0,"21,707.09","21,707.09"
31/01/2014,NSE,Turnover,23,"11,65,583.32","2,63,690.95","11,55,109.16","1,60,244.10","4,85,233.25","94,512.86","7,48,924.20","25,75,449.43","33,24,373.63"
28/02/2014,BSE,Contracts,19,"1,47,09,446.00","1,12,391.00","98,58,465.00","1,19,805.00","87,960.00","1,39,560.00","2,00,351.00","2,48,27,276.00","2,50,27,627.00"
28/02/2014,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
28/02/2014,BSE,Turnover,19,"4,67,024.11","3,464.57","2,87,404.50","4,075.81","2,636.76","3,772.63","6,101.33","7,62,277.06","7,68,378.39"
28/02/2014,MCX,Contracts,19,"97,198.00","37,571.00","53,910.00",0,"2,537.00",0,"40,108.00","1,51,108.00","1,91,216.00"
28/02/2014,MCX,Premium Turnover,19,25.46,,12.4,0,,0,0,37.86,37.86
28/02/2014,MCX,Turnover,19,"3,044.90","1,161.44","1,642.83",0,74.25,0,"1,235.68","4,687.73","5,923.41"
28/02/2014,NSE,Contracts,19,"2,99,50,230.00","62,05,265.00","3,20,88,664.00","32,40,516.00","1,13,47,588.00","19,04,559.00","1,75,52,853.00","6,71,83,969.00","8,47,36,822.00"
28/02/2014,NSE,Premium Turnover,19,"7,199.16",,"6,773.61","1,756.00",,982.08,0,"16,710.85","16,710.85"
28/02/2014,NSE,Turnover,19,"9,24,190.28","1,81,724.26","9,55,902.97","1,05,929.53","3,59,909.50","58,741.84","5,41,633.76","20,44,764.62","25,86,398.39"
31/03/2014,BSE,Contracts,21,"2,26,47,362.00","1,28,070.00","1,03,74,752.00","2,97,435.00","1,39,973.00","4,18,709.00","2,68,043.00","3,37,38,258.00","3,40,06,301.00"
31/03/2014,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/03/2014,BSE,Turnover,21,"7,64,633.49","4,206.18","3,22,956.45","10,497.49","4,526.37","12,693.90","8,732.56","11,10,781.33","11,19,513.89"
31/03/2014,MCX,Contracts,21,"3,257.00","35,782.00",70,0,440,0,"36,222.00","3,327.00","39,549.00"
31/03/2014,MCX,Premium Turnover,21,1.64,,0.01,0,,0,0,1.65,1.65
31/03/2014,MCX,Turnover,21,104.77,"1,163.32",2.19,0,9.94,0,"1,173.26",106.95,"1,280.21"
31/03/2014,NSE,Contracts,21,"3,39,75,691.00","79,74,690.00","3,72,14,730.00","46,18,465.00","1,50,80,224.00","24,32,696.00","2,30,54,914.00","7,82,41,582.00","10,12,96,496.00"
31/03/2014,NSE,Premium Turnover,21,"10,864.47",,"6,896.62","3,146.60",,"1,249.99",0,"22,157.69","22,157.69"
31/03/2014,NSE,Turnover,21,"11,24,492.13","2,55,569.61","11,82,503.91","1,63,054.78","5,21,103.36","80,658.39","7,76,672.97","25,50,709.22","33,27,382.19"
30/04/2014,BSE,Contracts,18,"64,35,861.00","1,25,802.00","85,10,429.00","4,937.00","82,783.00","8,098.00","2,08,585.00","1,49,59,325.00","1,51,67,910.00"
30/04/2014,BSE,Premium Turnover,18,0,,0,0,,0,0,0,0
30/04/2014,BSE,Turnover,18,"2,27,636.43","4,281.12","2,77,369.57",214.26,"2,745.89",245.29,"7,027.01","5,05,465.54","5,12,492.56"
30/04/2014,MCX,Contracts,18,0,"2,780.00",0,0,0,0,"2,780.00",0,"2,780.00"
30/04/2014,MCX,Premium Turnover,18,0,,0,0,,0,0,0,0
30/04/2014,MCX,Turnover,18,0,94.25,0,0,0,0,94.25,0,94.25
30/04/2014,NSE,Contracts,18,"2,43,08,260.00","65,61,718.00","2,69,27,791.00","38,34,234.00","1,46,84,079.00","18,90,378.00","2,12,45,797.00","5,69,60,663.00","7,82,06,460.00"
30/04/2014,NSE,Premium Turnover,18,"8,034.94",,"6,056.69","3,225.80",,"1,187.22",0,"18,504.65","18,504.65"
30/04/2014,NSE,Turnover,18,"8,41,841.75","2,20,282.12","8,89,742.34","1,49,890.84","5,41,302.89","68,023.59","7,61,585.01","19,49,498.53","27,11,083.54"
31/05/2014,BSE,Contracts,21,"16,72,964.00","88,483.00","64,65,846.00","7,880.00","74,143.00","23,793.00","1,62,626.00","81,70,483.00","83,33,109.00"
31/05/2014,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/05/2014,BSE,Turnover,21,"64,180.18","3,157.30","2,27,218.14",299.77,"2,367.19",794.58,"5,524.49","2,92,492.68","2,98,017.17"
31/05/2014,MCX,Contracts,21,0,2,0,0,23,0,25,0,25
31/05/2014,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/05/2014,MCX,Turnover,21,0,0.07,0,0,0.61,0,0.68,0,0.68
31/05/2014,NSE,Contracts,21,"3,92,76,005.00","1,06,06,833.00","3,22,15,520.00","50,74,172.00","2,25,71,501.00","24,96,110.00","3,31,78,334.00","7,90,61,807.00","11,22,40,141.00"
31/05/2014,NSE,Premium Turnover,21,"15,875.53",,"9,357.57","5,507.68",,"1,680.31",0,"32,421.09","32,421.09"
31/05/2014,NSE,Turnover,21,"14,82,882.02","3,83,586.50","11,21,081.60","1,89,633.55","8,08,882.21","86,385.99","11,92,468.71","28,79,983.16","40,72,451.88"
30/06/2014,BSE,Contracts,21,"2,00,26,332.00","1,44,469.00","3,18,74,781.00","20,346.00","4,594.00","40,483.00","1,49,063.00","5,19,61,942.00","5,21,11,005.00"
30/06/2014,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
30/06/2014,BSE,Turnover,21,"7,80,054.86","5,468.80","11,77,270.82",907.59,154.11,"1,428.68","5,622.92","19,59,661.96","19,65,284.88"
30/06/2014,MCX,Contracts,21,0,0,0,0,4,0,4,0,4
30/06/2014,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
30/06/2014,MCX,Turnover,21,0,0,0,0,0.11,0,0.11,0,0.11
30/06/2014,NSE,Contracts,21,"3,93,86,497.00","89,61,673.00","3,71,62,670.00","52,90,089.00","2,14,79,352.00","21,76,410.00","3,04,41,025.00","8,40,15,666.00","11,44,56,691.00"
30/06/2014,NSE,Premium Turnover,21,"11,684.73",,"8,611.09","4,922.81",,"1,607.27",0,"26,825.89","26,825.89"
30/06/2014,NSE,Turnover,21,"15,23,444.52","3,39,665.78","13,74,367.67","2,13,744.70","8,34,723.02","82,241.21","11,74,388.80","31,93,798.10","43,68,186.90"
31/07/2014,BSE,Contracts,22,"3,39,99,918.00","1,37,732.00","2,35,44,196.00","34,189.00","6,899.00","47,033.00","1,44,631.00","5,76,25,336.00","5,77,69,967.00"
31/07/2014,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/07/2014,BSE,Turnover,22,"13,56,198.65","5,315.40","8,89,566.79","1,414.65",241.68,"1,651.65","5,557.08","22,48,831.74","22,54,388.81"
31/07/2014,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/07/2014,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/07/2014,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/07/2014,NSE,Contracts,22,"4,54,55,235.00","95,54,373.00","4,26,65,214.00","50,86,637.00","2,06,23,544.00","24,07,827.00","3,01,77,917.00","9,56,14,913.00","12,57,92,830.00"
31/07/2014,NSE,Premium Turnover,22,"12,620.74",,"9,755.75","3,896.84",,"1,698.72",0,"27,972.05","27,972.05"
31/07/2014,NSE,Turnover,22,"17,91,154.59","3,66,322.01","16,05,395.28","2,05,523.05","8,04,572.36","91,008.08","11,70,894.37","36,93,081.01","48,63,975.38"
31/08/2014,BSE,Contracts,19,"2,80,32,844.00","86,504.00","2,17,26,885.00","26,604.00","6,346.00","50,735.00","92,850.00","4,98,37,068.00","4,99,29,918.00"
31/08/2014,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
31/08/2014,BSE,Turnover,19,"11,29,760.35","3,382.96","8,35,209.72","1,084.64",215.39,"1,765.67","3,598.36","19,67,820.38","19,71,418.74"
31/08/2014,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
31/08/2014,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
31/08/2014,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
31/08/2014,NSE,Contracts,19,"3,82,46,760.00","73,70,447.00","3,86,75,751.00","42,21,191.00","1,57,50,587.00","21,88,275.00","2,31,21,034.00","8,33,31,977.00","10,64,53,011.00"
31/08/2014,NSE,Premium Turnover,19,"10,109.15",,"7,666.74","2,610.36",,"1,248.71",0,"21,634.96","21,634.96"
31/08/2014,NSE,Turnover,19,"15,21,659.49","2,86,261.01","14,86,726.41","1,68,327.77","6,09,161.68","82,712.43","8,95,422.69","32,59,426.10","41,54,848.79"
30/09/2014,BSE,Contracts,22,"3,52,12,609.00","94,154.00","2,55,89,757.00","44,586.00","10,482.00","62,492.00","1,04,636.00","6,09,09,444.00","6,10,14,080.00"
30/09/2014,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
30/09/2014,BSE,Turnover,22,"14,58,632.00","3,806.66","10,08,199.98","1,732.64",379.98,"1,958.08","4,186.64","24,70,522.71","24,74,709.35"
30/09/2014,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
30/09/2014,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
30/09/2014,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
30/09/2014,NSE,Contracts,22,"4,61,52,041.00","82,75,270.00","4,60,23,582.00","52,67,835.00","1,85,98,889.00","26,22,800.00","2,68,74,159.00","10,00,66,258.00","12,69,40,417.00"
30/09/2014,NSE,Premium Turnover,22,"11,793.65",,"10,108.59","3,557.30",,"1,743.78",0,"27,203.32","27,203.32"
30/09/2014,NSE,Turnover,22,"18,93,484.61","3,32,662.35","18,31,347.44","2,12,051.71","7,34,203.36","98,535.98","10,66,865.71","40,35,419.75","51,02,285.46"
31/10/2014,BSE,Contracts,18,"2,31,72,413.00","79,997.00","3,05,17,024.00","38,706.00","10,058.00","52,624.00","90,055.00","5,37,80,767.00","5,38,70,822.00"
31/10/2014,BSE,Premium Turnover,18,0,,0,0,,0,0,0,0
31/10/2014,BSE,Turnover,18,"9,52,664.66","3,216.88","11,96,110.62","1,316.78",356.94,"1,688.14","3,573.82","21,51,780.21","21,55,354.03"
31/10/2014,MCX,Contracts,18,0,0,0,0,0,0,0,0,0
31/10/2014,MCX,Premium Turnover,18,0,,0,0,,0,0,0,0
31/10/2014,MCX,Turnover,18,0,0,0,0,0,0,0,0,0
31/10/2014,NSE,Contracts,18,"3,93,69,465.00","72,42,848.00","3,93,89,871.00","46,58,191.00","1,49,06,874.00","24,94,343.00","2,21,49,722.00","8,59,11,870.00","10,80,61,592.00"
31/10/2014,NSE,Premium Turnover,18,"9,999.34",,"8,028.12","2,862.50",,"1,412.72",0,"22,302.68","22,302.68"
31/10/2014,NSE,Turnover,18,"15,38,061.74","2,78,778.96","14,91,130.38","1,80,099.68","5,54,555.66","90,117.83","8,33,334.62","32,99,409.63","41,32,744.25"
30/11/2014,BSE,Contracts,18,"4,48,58,518.00","90,211.00","2,86,88,659.00","82,165.00","11,551.00","1,01,456.00","1,01,762.00","7,37,30,798.00","7,38,32,560.00"
30/11/2014,BSE,Premium Turnover,18,0,,0,0,,0,0,0,0
30/11/2014,BSE,Turnover,18,"19,43,429.78","3,830.28","11,87,560.67","2,600.46",351.43,"2,686.21","4,181.71","31,36,277.12","31,40,458.83"
30/11/2014,MCX,Contracts,18,0,0,0,0,0,0,0,0,0
30/11/2014,MCX,Premium Turnover,18,0,,0,0,,0,0,0,0
30/11/2014,MCX,Turnover,18,0,0,0,0,0,0,0,0,0
30/11/2014,NSE,Contracts,18,"6,17,39,870.00","99,84,456.00","6,81,33,114.00","54,97,875.00","2,05,21,972.00","28,51,166.00","3,05,06,428.00","13,82,22,025.00","16,87,28,453.00"
30/11/2014,NSE,Premium Turnover,18,"9,351.95",,"6,431.14","3,111.80",,"1,265.59",0,"20,160.49","20,160.49"
30/11/2014,NSE,Turnover,18,"14,27,993.42","2,61,335.02","15,20,564.00","1,81,306.31","6,28,954.08","90,369.30","8,90,289.10","32,20,233.03","41,10,522.12"
31/12/2014,BSE,Contracts,22,"2,56,12,633.00","1,53,607.00","2,67,87,430.00","1,02,561.00","9,889.00","1,20,960.00","1,63,496.00","5,26,23,584.00","5,27,87,080.00"
31/12/2014,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/12/2014,BSE,Turnover,22,"10,87,447.63","6,402.28","10,90,272.63","3,074.33",295.89,"3,288.39","6,698.17","21,84,082.98","21,90,781.15"
31/12/2014,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/12/2014,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/12/2014,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/12/2014,NSE,Contracts,22,"9,42,17,969.00","1,35,29,076.00","8,96,67,817.00","51,92,378.00","2,07,09,029.00","26,06,426.00","3,42,38,105.00","19,16,84,590.00","22,59,22,695.00"
31/12/2014,NSE,Premium Turnover,22,"13,253.29",,"11,690.03","2,802.59",,"1,579.72",0,"29,325.63","29,325.63"
31/12/2014,NSE,Turnover,22,"21,51,349.81","3,54,146.92","19,85,605.36","1,69,306.63","6,35,491.90","80,874.25","9,89,638.82","43,87,136.06","53,76,774.88"
31/01/2015,BSE,Contracts,21,"1,01,63,926.00","95,598.00","1,59,70,256.00","1,68,366.00","23,123.00","1,75,401.00","1,18,721.00","2,64,77,949.00","2,65,96,670.00"
