Month,India G-Secs,Gold_INR,Silver_INR,Gold,Silver,WTI Crude Oil,Brent Oil,Natural Gas,Indian Rupee,Dollar Index
28/02/2015,1418.71,72683.8368,962.5557,1167.38,15.4515,66.15,70.15,4.088,62.0337,88.356
31/01/2015,1413.15,72072.8211,992.0084,1172.94,16.1588,80.54,85.86,3.873,61.3675,86.917
31/12/2014,1384.52,74806.337,1050.6981,1208.15,16.9755,91.16,94.67,4.121,61.7575,85.936
30/11/2014,1356.85,78046.7593,1179.8391,1287.32,19.465,95.96,103.19,4.065,60.515,82.748
31/10/2014,1331.45,78135.5874,1242.3682,1282.59,20.3962,98.17,106.02,3.841,60.56,81.456
30/09/2014,1297.58,79703.5564,1263.3172,1327.33,21.0332,105.37,112.36,4.461,60.1862,79.775
31/08/2014,1285.32,74106.6651,1116.2012,1249.68,18.8199,102.71,109.41,4.542,59.1025,80.369
31/07/2014,1279.48,77938.6655,1153.9691,1291.6,19.2008,99.74,108.07,4.815,60.335,79.474
30/06/2014,1266.29,77554.6967,1187.6101,1284.01,19.7745,101.58,107.76,4.371,59.89,80.1
31/05/2014,1261.01,81973.5566,1311.5992,1326.39,21.2275,102.59,109.07,4.609,61.7575,79.691
30/04/2014,1230.18,77815.5093,1199.0731,1244.55,19.1905,97.49,106.4,4.943,62.6575,81.311
