Month,India G-Secs,Gold_INR,Silver_INR,Gold,Silver,WTI Crude Oil,Brent Oil,Natural Gas,Indian Rupee,Dollar Index
30/04/2002,,13709.3014,205.239,282.55,4.23,19.48,19.18,2.138,48.52,120.21
31/03/2002,,13457.902,222.891,278.95,4.62,19.84,19.9,2.57,48.245,116.75
28/02/2002,,13150.6012,200.326,274.4,4.18,19.44,19.14,2.701,47.925,116.13
31/01/2002,,13424.5016,203.061,279.65,4.23,21.18,20.37,3.291,48.005,114.86
31/12/2001,,14034.9021,222.549,293.25,4.65,23.43,23.26,2.244,47.86,113.41
30/11/2001,,12933.8013,197.495,274.4,4.19,27.2,26.41,2.38,47.135,113.42
31/10/2001,,12568.5015,199.852,266.65,4.24,26.35,24.69,3.296,47.135,117.18
30/09/2001,,12740.7017,202.742,270.85,4.31,26.25,26.08,3.096,47.04,119.47
31/08/2001,,12494.9019,206.8,265.85,4.4,28.37,29.34,3.914,47,119.07
31/07/2001,,12365.4019,203.242,264.05,4.34,28.46,27.89,4.695,46.83,115.76
30/06/2001,,12024.3012,200.444,257.95,4.3,26.29,24.74,5.025,46.615,117.37
31/05/2001,,12435.8013,208.544,267.15,4.48,27.39,25.57,5.236,46.55,112.01
30/04/2001,,12335.4019,222.256,265.85,4.79,28.66,26.66,5.707,46.4,110.52
31/03/2001,,12707.2017,214.705,272.25,4.6,26.8,23.87,9.775,46.675,109.56
28/02/2001,,12674.6011,219.796,270.45,4.69,33.82,31.88,6.589,46.865,115.24
31/01/2001,,12390.4019,221.5,265.15,4.74,32.7,30.76,4.49,46.73,116.65
31/12/2000,,12626.4019,224.214,274.25,4.87,30.84,29.84,5.186,46.04,113.25
30/11/2000,,12722.7017,227.576,277.85,4.97,33.12,31.72,4.782,45.79,112.6
31/10/2000,,12479.0015,224.599,277.25,4.99,27.43,26.93,3.774,45.01,109.61
30/09/2000,,12934.3013,224.715,289.53,5.03,32.5,30.57,4.476,44.675,106.84
31/08/2000,,12128.8013,219.309,272.1,4.92,29.01,28.31,4.356,44.575,108.74
31/07/2000,,11945.9018,217.039,273.55,4.97,25.74,23.89,3.141,43.67,110.14
30/06/2000,,12173.4018,218.536,279.08,5.01,26.9,24.77,2.945,43.62,105.44
31/05/2000,,12745.7017,221.153,292.2,5.07,30.43,28.09,2.761,43.62,105.92
30/04/2000,,12370.5015,228.865,283.5,5.245,27.64,25.97,2.662,43.635,105.13
31/03/2000,,,,288,5.38,25.6,25.08,2.329,43.55,101.87
29/02/2000,,,,290.7,5.245,24.59,23.64,2.304,43.4125,101.99
31/01/2000,,,,299.2,5.2,21.75,21.69,2.961,43.38,99.06
31/12/1999,,,,298.75,5.61,24.51,23.58,2.744,43.62,98.54
30/11/1999,,,,255.68,5.16,22.11,21.33,2.825,43.48,99.95
31/10/1999,,,,255.95,5.44,20.53,19.37,2.543,43.3,99.75
30/09/1999,,,,262.5,5.245,19.29,17.51,2.394,43.37,102.85
31/08/1999,,,,270.35,4.935,16.84,15.2,2.358,42.85,102.28
31/07/1999,,,,286.55,5.415,18.66,16.57,2.253,42.8,101
30/06/1999,,,,280.05,4.975,16.76,15.24,2.013,42.43,100.1
31/05/1999,,,,287.05,5.645,12.27,10.88,1.628,42.507,98.71
30/04/1999,,,,286.15,5.245,12.75,11.35,1.777,42.49,96.08
31/03/1999,,,,288.25,5.035,12.05,10.53,1.945,42.49,94.17
28/02/1999,,,,293.2,4.87,11.22,10.46,1.976,42.575,96.2
31/01/1999,,,,292.55,5.05,14.42,13.22,2.275,42.45,93.68
31/12/1998,,,,296.95,5.395,16.14,14.68,2.433,42.45,96.17
30/11/1998,,,,275.55,4.685,13.34,12.56,1.752,42.49,100.2
31/10/1998,,,,286.45,5.445,14.21,13.09,1.844,42.53,101.14
30/09/1998,,,,296.95,5.535,14.18,13.38,2.469,42.41,101.17
31/08/1998,,,,292.95,5.115,15.2,14.37,2.17,41.68,100.48
31/07/1998,,,,306.65,6.265,15.39,14.46,2.221,39.72,99.71
30/06/1998,,,,300.95,6.505,15.61,14.26,2.522,39.49,101.5
31/05/1998,,,,299.15,6.5,15.44,14.17,2.321,39.34,99.83
30/04/1998,,,,302.45,6.23,17.21,15.96,2.257,38.7,100.72
31/03/1998,,,,289.05,6.01,17.64,16.52,2.264,39.2,99.65
28/02/1998,,,,297,5.31,19.15,18.94,2.578,38.85,97.77
31/01/1998,,,,311.45,4.76,21.08,20.02,3.552,36.25,95.64
31/12/1997,,,,334.45,5.23,21.18,19.9,3.082,36.15,97.11
30/11/1997,,,,324.15,4.66,19.61,18.51,2.714,36.5,99
31/10/1997,,,,324.55,4.46,20.14,18.94,2.177,35.75,99.55
30/09/1997,,,,333.95,4.64,19.8,18.51,2.139,35.8,95.67
31/08/1997,,,,344.65,4.71,20.88,19.4,2.239,35.78,94.85
31/07/1997,,,,339.5,4.69,20.21,18.52,2.184,35.76,97.18
30/06/1997,,,,351.25,5.07,20.41,19.38,1.926,35.88,94.72
31/05/1997,,,,363.45,5.33,20.3,18.85,1.821,35.88,94.89
30/04/1997,,,,344.35,4.92,24.15,22.52,2.385,35.9,93.04
31/03/1997,,,,367.7,4.82,25.92,23.81,2.757,35.85,88.12
28/02/1997,,,,371.65,4.74,23.75,22.77,3.497,35.74,87.92
31/01/1997,,,,378.05,4.81,23.35,22.67,2.728,35.65,87.43
31/12/1996,,,,378.4,4.87,24.38,23.21,2.214,35.77,87.94
30/11/1996,,,,386.5,5.16,22.25,20.78,1.859,35.66,86.36
31/10/1996,,,,387.05,5.15,20.42,18.9,2.163,35.55,85.9
30/09/1996,,,,380.45,5.04,20.92,18.91,2.911,35.1,87.82
31/08/1996,,,,391,5.33,19.76,17.8,2.406,35.05,87.78
31/07/1996,,,,391.65,5.34,21.2,19.02,2.224,34.55,88.02
30/06/1996,,,,395.45,5.54,21.47,19.41,2.336,34.11,86.52
31/05/1996,,,,400.75,5.55,19.54,17.76,2.236,34.7,86.31
30/04/1996,,,,406.3,5.59,17.74,16.52,2.658,36.41,87.38
31/03/1996,,,,387.1,5.15,19.55,18.33,2.619,35.1785,84.76
29/02/1996,,,,387.8,5.24,18.18,17.04,2.018,34.935,85.26
31/01/1996,,,,383,5.37,17.64,16.33,1.866,34.4,83.66
31/12/1995,,,,384,5.49,17.54,16.12,1.75,33.94,84.29
30/11/1995,,,,382.75,5.36,17.84,16.25,1.748,31.85,85.57
31/10/1995,,,,382.6,5.07,17.56,16.01,1.614,31.4325,81.57
30/09/1995,,,,384.6,5.07,17.4,16.38,1.53,31.397,81.58
31/08/1995,,,,384.3,5.31,18.89,17.7,1.718,31.4,82.57
31/07/1995,,,,387.1,5.74,20.38,19.06,1.662,31.4,81.8
30/06/1995,,,,391.4,5.31,19.17,17.5,1.685,31.415,81.9
31/05/1995,,,,377.1,4.55,18.49,16.87,1.483,31.42,85.93
30/04/1995,,,,375.1,4.67,18.39,16.8,1.354,31.3675,87.99
31/03/1995,,,,383.2,4.91,17.76,16.5,1.725,31.3775,88.72
28/02/1995,,,,381.4,4.93,18.05,17.11,1.695,31.375,89.13
31/01/1995,,,,384.5,5.26,18.19,16.92,1.95,31.3775,85.69
31/12/1994,,,,394.25,5.62,18.39,17.15,1.657,31.375,87.88
30/11/1994,,,,386.6,5.47,17.56,16.36,1.586,31.375,89.67
31/10/1994,,,,383.6,5.33,20.3,18.59,1.893,31.3925,89.87
30/09/1994,,,,386.3,5.41,19.37,17.52,2.184,31.365,89.62
31/08/1994,,,,387.3,5.59,18.31,16.45,1.917,31.39,92.52
31/07/1994,,,,377.05,5.36,16.9,15.69,2.067,31.4176,92.12
30/06/1994,,,,391,5.79,14.79,13.25,2.075,31.4566,93.06
31/05/1994,,,,381.75,5.37,14.48,13.35,2.208,31.465,94.55
30/04/1994,,,,381.9,5.15,15.19,14.22,2.554,31.375,95.59
31/03/1994,,,,390.7,5.12,14.17,13.2,1.997,31.5041,96.84
28/02/1994,,,,370.7,4.46,15.43,14.52,2.243,31.4673,96.21
31/01/1994,,,,369.5,4.48,16.92,15.8,2.368,31.4539,95.08
31/12/1993,,,,355.4,4.03,18.79,17.43,2.291,31.38,92.82
30/11/1993,,,,372.1,4.8425,18.29,17.08,2.375,31.6515,93.95
31/10/1993,,,,407.3,5.3,17.88,16.75,2.22,31.55,95.37
30/09/1993,,,,378.1,4.475,18.85,17.51,2.181,31.45,93.61
31/08/1993,,,,374.75,4.7135,20.02,18.6,2.141,31.7206,89.08
31/07/1993,,,,356,4.2985,20.53,19.15,2.365,31.6741,89.5
30/06/1993,,,,339,3.89,20.44,18.9,2.069,31.2,91.87
31/05/1993,,,,329.5,3.5665,20.6,18.92,1.856,30.2,94.01
30/04/1993,,,,332.5,3.7078,20.26,18.47,1.597,29.2261,92.46
31/03/1993,,,,334.5,3.6695,19.5,18.29,1.687,28.95,92.36
28/02/1993,,,,336,3.7325,19.89,18.84,2.087,28.4,90.83
31/01/1993,,,,341,3.764,20.62,19.45,2.295,28.5001,87.63
31/12/1992,,,,350,3.766,21.71,20.34,2.515,28.4633,81.1
30/11/1992,,,,342,3.719,21.48,19.87,2.112,28.6,78.88
31/10/1992,,,,357.85,3.9525,21.87,20.47,1.892,28.4823,81.91
30/09/1992,,,,343.4,4.026,21.6,20.41,1.518,28.8,83.72
31/08/1992,,,,337.5,4.058,22.11,20.79,1.625,28.75,87.22
31/07/1992,,,,336.35,3.9815,20.85,19.66,1.422,28.7,89.62
30/06/1992,,,,341.7,4.12,19.44,18.14,1.357,28.7,89.65
31/05/1992,,,,353.75,4.119,18.68,17.55,1.171,25.75,88.99
30/04/1992,,,,354.1,4.131,18.9,18.15,1.18,25.91,87.49
31/03/1992,,,,353.15,3.86,19.12,17.61,1.343,25.79,83.53
29/02/1992,,,,366.3,4.07,21.48,20.13,2.09,25.8012,88.19
31/01/1992,,,,357.45,4.09,23.37,22.1,2.046,25.9,89.94
31/12/1991,,,,354.9,4.13,22.23,21.05,1.935,25.87,89.9
30/11/1991,,,,347.4,3.81,22.26,20.7,1.564,25.74,93.49
31/10/1991,,,,362.85,4.06,21.68,19.74,1.26,25.72,93.49
30/09/1991,,,,368.35,4.45,20.56,18.72,1.208,21.08,96.03
31/08/1991,,,,360.4,4.13,21.13,19.21,1.333,20.77,93.15
31/07/1991,,,,357.75,3.93,20.96,19.42,1.375,20.24,91.54
30/06/1991,,,,355.65,3.83,19.63,18.17,1.405,19.57,92.01
31/05/1991,,,,362.7,3.67,19.16,18.68,1.373,19.08,84.07
30/04/1991,,,,366,3.82,21.54,20.06,1.38,18.6,82
31/03/1991,,,,382.8,4.19,28.44,28.27,1.95,18.12,83.12
28/02/1991,,,,384.85,4.08,28.85,29.2,2.445,18.12,82.94
31/01/1991,,,,379.5,4.22,35.23,34.41,2.36,18.14,83.27
31/12/1990,,,,408.4,4.79,39.51,39.1,1.935,18.08,85.91
30/11/1990,,,,387.75,4.83,27.32,26.75,1.5,17.48,86.58
31/10/1990,,,,372.3,4.85,20.69,19.84,1.411,17.35,87.2
30/09/1990,,,,352.2,4.84,17.07,16.14,1.519,17.45,91.15
31/08/1990,,,,363.05,5.07,17.4,16.24,1.59,17.35,92.93
31/07/1990,,,,367.75,4.93,18.54,17.12,1.565,17.39,93.08
30/06/1990,,,,368.5,4.96,20.28,18.38,,17.17,93.77
31/05/1990,,,,407.7,5.12,21.54,19.48,,17.07,93.39
30/04/1990,,,,415.05,5.2,22.68,20.06,,16.96,92.55
31/03/1990,,,,401.25,5.2165,21.82,20.28,,16.89,93.16
28/02/1990,,,,408.15,5.566,19.89,18.49,,16.98,96.32
31/01/1990,,,,375.3,5.2325,19.94,18.63,,16.9,98.13
31/12/1989,,,,366.5,5.28,20.13,18.16,,16.74,98.41
30/11/1989,,,,359.8,5.069,18.83,17.24,,16.66,102.19
31/10/1989,,,,368.3,5.1455,18.31,16.67,,16.45,97.5
30/09/1989,,,,373,5.174,20.27,17.51,,16.43,102.14
31/08/1989,,,,361.8,5.22,19.9,17.64,,16.33,102.91
31/07/1989,,,,377.55,5.639,20.42,18.62,,15.84,97.72
30/06/1989,,,,383.2,5.766,20.19,19.58,,15.64,98.22
31/05/1989,,,,387,5.858,18.15,16.4,,15.33,94.91
30/04/1989,,,,394,5.8475,17.03,15.91,,15.17,96.75
31/03/1989,,,,410.25,6.05,17.24,15.52,,15.02,92.53
28/02/1989,,,,422.6,6.069,15.32,14.05,,14.95,90.5
31/01/1989,,,,412.4,6.3075,13.58,12.74,,14.87,93.67
31/12/1988,,,,397.7,6.169,13.37,12.24,,14.54,97.7
30/11/1988,,,,427.75,6.459,15.18,14.6,,14.32,98.44
31/10/1988,,,,436.8,6.8,16.31,15.7,,14.14,97.54
30/09/1988,,,,436.55,6.65,15.16,14.85,,14.14,95.4
31/08/1988,,,,455.5,6.6,17.51,,,13.39,91.11
31/07/1988,,,,449,6.4625,17.99,,,13.22,89.14
30/06/1988,,,,456.95,6.7515,17.08,,,13.05,88.37
31/05/1988,,,,426.15,6.1375,16.01,,,13.02,90.49
30/04/1988,,,,458,6.55,16.94,,,13.05,90.33
31/03/1988,,,,484.1,6.7,16.7,,,12.86,85.4
29/02/1988,,,,492.5,7.254,18.51,,,12.93,89.32
31/01/1988,,,,468.8,6.88,19.96,,,13,93.7
31/12/1987,,,,459.5,7.6425,19.59,,,13.13,98.58
30/11/1987,,,,453.4,7.547,19.73,,,13.05,97.41
31/10/1987,,,,462.5,8.32,21.37,,,13.11,99.79
30/09/1987,,,,447.3,7.142,20.29,,,12.94,98.25
31/08/1987,,,,451,7.685,19.38,,,12.85,97.65
31/07/1987,,,,453.25,8.125,18.73,,,12.72,96.09
30/06/1987,,,,420.32,6.305,18.83,,,12.85,97.5
31/05/1987,,,,405.85,5.4675,16.6,,,13.05,99.22
30/04/1987,,,,400.5,5.55,18.75,,,12.97,99.85
31/03/1987,,,,388.75,5.2815,17.94,,,13.13,103.59
28/02/1987,,,,383.5,5.3825,15,,,13.11,105.91
31/01/1987,,,,401,5.6065,15.27,,,12.95,109.2
31/12/1986,,,,423.2,5.52,14.77,,,12.78,106.76
30/11/1986,,,,384.7,5.17,15.9,,,12.55,106.39
31/10/1986,,,,357.5,5.045,11.15,,,12.57,108.03
30/09/1986,,,,345.5,5.045,12.78,,,12.54,111.31
31/08/1986,,,,343.2,5.205,14.3,,,12.69,117.64
31/07/1986,,,,345.75,5.1075,13.34,,,12.27,112.14
30/06/1986,,,,344,5.6175,10.42,,,12.31,117.92
31/05/1986,,,,338.15,5.667,13.26,,,12.14,115.08
30/04/1986,,,,350.5,6.103,18.83,,,12.3,121.52
31/03/1986,,,,326.8,5.8,26.3,,,12.1,123.46
28/02/1986,,,,325.3,6.15,29.75,,,12.02,124.99
31/01/1986,,,,325.1,6.145,30.38,,,12.06,129.39
31/12/1985,,,,326.5,6.054,29.08,,,11.7,132.12
30/11/1985,,,,333.25,6.247,28.08,,,11.9,138.2
31/10/1985,,,,327.5,6.335,27.12,,,11.84,137.26
30/09/1985,,,,317.75,6.11,26.87,,,12.4,146.12
31/08/1985,,,,314,6.085,27.84,,,12.44,147.86
31/07/1985,,,,321.35,6.322,27.63,,,12.5,149.7
30/06/1985,,,,329.25,6.66,28.29,,,12.5,149.18
31/05/1985,,,,287.75,5.715,26.73,,,13,160.41
30/04/1985,,,,306.65,6.33,26.41,,,12.71,152.72
31/03/1985,,,,309,6.288,26.41,,,12.4,151.47
28/02/1985,,,,329,7.051,27.31,,,12.15,149.21
31/01/1985,,,,333.5,7.195,28.46,,,12.15,146.39
31/12/1984,,,,343.75,7.435,29.66,,,11.94,147.55
30/11/1984,,,,348.25,7.445,29.23,,,11.58,140.33
31/10/1984,,,,342.35,7.11,27.6,,,11.52,141.29
30/09/1984,,,,373.05,8.392,29.75,,,11.21,136.26
31/08/1984,,,,384.25,9.12,30.83,,,11.04,133.69
31/07/1984,,,,375.8,8.962,30.26,,,10.91,132.64
30/06/1984,,,,388.5,9.65,30.85,,,10.7,128.22
31/05/1984,,,,394.25,9.64,30.55,,,10.7,128.25
30/04/1984,,,,373.75,8.43,29.98,,,10.74,135.51
31/03/1984,,,,382.4,8.91,29.6,,,10.51,131.79
29/02/1984,,,,405,9.81,29.23,,,10.45,130.64
31/01/1984,,,,382,8.74,30.37,,,10.28,128.4
31/12/1983,,,,405,11.24,30.36,,,10.21,128.35
30/11/1983,,,,414.25,11.99,31.59,,,10.21,130.84
31/10/1983,,,,422,12.145,32,,,10.12,128.44
30/09/1983,,,,416,11.598,31.38,,,10.1,124.94
31/08/1983,,,,437.5,13.545,30.25,,,10.02,123.79
31/07/1983,,,,429.25,11.957,30.63,,,9.97,122.39
30/06/1983,,,,414.75,10.5,29.29,,,10.05,122.21
31/05/1983,,,,408.5,11.7,,,,9.94,120.35
30/04/1983,,,,499.5,13.82,,,,9.9,121.12
31/03/1983,,,,456.9,10.87,,,,9.62,117.36
28/02/1983,,,,436,9.54,,,,9.77,121
31/01/1983,,,,423.25,9.87,,,,9.71,124.78
31/12/1982,,,,397,8.193,,,,9.69,122.2
30/11/1982,,,,411.5,7.73,,,,9.63,120.29
31/10/1982,,,,342.9,6.635,,,,9.56,119.05
30/09/1982,,,,317.5,5.73,,,,9.57,119.04
31/08/1982,,,,325.25,6.356,,,,9.39,112.79
31/07/1982,,,,361.25,7.06,,,,9.38,111.6
30/06/1982,,,,320,7.06,,,,9.35,114.73
31/05/1982,,,,362.6,7.84,,,,9.27,111.93
30/04/1982,,,,387,8.28,,,,9.15,108.03
31/03/1982,,,,397.5,8.154,,,,9.11,104.69
28/02/1982,,,,414.5,8.266,,,,9.11,103.18
31/01/1982,,,,427,9.12,,,,9.13,106.13
31/12/1981,,,,428.75,8.95,,,,9.12,107.73
30/11/1981,,,,425.5,9.154,,,,9.05,110.28
31/10/1981,,,,406,8.51,,,,9.02,111.72
30/09/1981,,,,426,8.3,,,,8.62,107.71
31/08/1981,,,,479.25,10.585,,,,8.5,104.95
31/07/1981,,,,482.75,11.065,,,,8.31,100.45
30/06/1981,,,,513.75,12.33,,,,8.31,96.76
31/05/1981,,,,489,12.53,,,,8.32,97.06
30/04/1981,,,,506.5,13.15,,,,8.07,95.24
31/03/1981,,,,589.75,15.5,,,,7.94,90.39
28/02/1981,,,,619.75,18.422,,,,7.82,90.01
31/01/1981,,,,629,18.875,,,,7.72,88.38
31/12/1980,,,,666.75,20.501,,,,7.75,86.02
30/11/1980,,,,631.25,16.06,,,,7.75,85.85
31/10/1980,,,,614.25,15.78,,,,7.76,86.08
30/09/1980,,,,653.5,16.75,,,,7.85,85.2
31/08/1980,,,,535.5,13.7,,,,7.75,85.93
31/07/1980,,,,518,13.834,,,,7.9,88.11
30/06/1980,,,,494.5,13.494,,,,8.2,93.58
31/05/1980,,,,637,35.52,,,,8.06,87.65
30/04/1980,,,,653,35.28,,,,8,86.14
31/03/1980,,,,512,32.2,,,,8,85.82
29/02/1980,,,,415.65,19,,,,8.1,86.79
31/01/1980,,,,382,16.6,,,,8.4,88.95
31/12/1979,,,,397.25,16.25,,,,8.06,85.45
30/11/1979,,,,315.1,10.32,,,,8.08,87.19
31/10/1979,,,,296.45,9.083,,,,7.94,87.31
30/09/1979,,,,277.5,8.536,,,,8.08,87.85
31/08/1979,,,,274.6,8.772,,,,8.22,90.53
31/07/1979,,,,245.3,7.651,,,,8.37,89.98
30/06/1979,,,,240.1,7.453,,,,8.3,88.53
31/05/1979,,,,251.3,7.689,,,,8.22,88.18
30/04/1979,,,,233.7,6.711,,,,8.29,88.86
31/03/1979,,,,226,6.021,,,,8.23,86.5
28/02/1979,,,,193.4,5.908,,,,8.33,90.22
31/01/1979,,,,242.6,6.264,,,,7.66,83.07
31/12/1978,,,,217.1,5.668,,,,7.97,88.83
30/11/1978,,,,208.7,5.531,,,,8.16,90
31/10/1978,,,,200.25,5.573,,,,8.13,90.94
30/09/1978,,,,183.05,5.277,,,,8.33,93.53
31/08/1978,,,,184.15,5.466,,,,8.44,95.46
31/07/1978,,,,170.85,4.998,,,,8.7,95.62
30/06/1978,,,,181.6,5.345,,,,8.33,93.84
31/05/1978,,,,182.25,4.969,,,,8.13,94.6
30/04/1978,,,,175.75,4.95,,,,8.1,96.64
31/03/1978,,,,164.95,4.756,,,,8.47,96.44
28/02/1978,,,,160.05,4.742,,,,8.62,100.37
31/01/1978,,,,161.5,4.852,,,,8.55,100.96
31/12/1977,,,,154.05,4.645,,,,8.73,103.21
30/11/1977,,,,146,4.448,,,,8.73,103.64
31/10/1977,,,,144.1,4.52,,,,8.81,102.86
30/09/1977,,,,143,4.507,,,,8.88,103.84
31/08/1977,,,,142.95,4.561,,,,8.83,104.52
31/07/1977,,,,147.25,4.713,,,,8.85,104.39
30/06/1977,,,,148.9,4.829,,,,8.82,105.03
31/05/1977,,,,142.75,4.733,,,,8.87,105.26
30/04/1977,,,,132.3,4.446,,,,8.81,105.54
31/03/1977,,,,134.5,4.355,,,,8.97,104.56
28/02/1977,,,,130.25,4.28,,,,8.93,106.19
31/01/1977,,,,123.15,4.271,,,,8.93,105.94
31/12/1976,,,,116,4.39,,,,8.85,105.5
30/11/1976,,,,104,4.105,,,,9.01,106.13
31/10/1976,,,,112.5,4.543,,,,8.9,106.56
30/09/1976,,,,123.8,4.833,,,,9.01,106.64
31/08/1976,,,,125.5,4.62,,,,9.3,107.29
31/07/1976,,,,128.4,4.43,,,,8.93,106.23
30/06/1976,,,,129.6,4.106,,,,8.97,105.34
31/05/1976,,,,132.3,4.162,,,,8.97,103.66
30/04/1976,,,,128.15,4.01,,,,8.97,103.88
31/03/1976,,,,140.25,4.179,,,,8.97,103.51
29/02/1976,,,,138.15,4.226,,,,8.97,103.53
31/01/1976,,,,142.9,4.186,,,,8.73,101.61
31/12/1975,,,,141.25,4.441,,,,8.94,104.24
30/11/1975,,,,159.8,4.634,,,,8.85,101.79
31/10/1975,,,,166.7,5.003,,,,8.51,101.25
30/09/1975,,,,166.25,4.571,,,,8.4,95.86
31/08/1975,,,,167,4.53,,,,8.1,94.63
31/07/1975,,,,167,4.426,,,,8,95.39
30/06/1975,,,,178.16,4.278,,,,7.75,94.82
31/05/1975,,,,181.75,4.424,,,,7.94,93
30/04/1975,,,,175.8,4.15,,,,8.13,95.61
31/03/1975,,,,183.85,4.473,,,,8.13,97.29
28/02/1975,,,,181.66,4.455,,,,8.06,99.57
31/01/1975,,,,158.78,4.859,,,,8.06,101.26
31/12/1974,,,,151.77,4.245,,,,8.12,102.48
30/11/1974,,,,154.64,4.116,,,,8.1,103.18
31/10/1974,,,,142.98,4.789,,,,7.87,100.54
30/09/1974,,,,154.1,4.613,,,,7.81,100.16
31/08/1974,,,,163.27,4.92,,,,7.81,99.77
31/07/1974,,,,172.24,5.617,,,,7.81,98.49
30/06/1974,,,,168.42,5.348,,,,7.97,99.51
31/05/1974,,,,150.23,5.685,,,,8.2,103.03
30/04/1974,,,,129.19,3.867,,,,8.55,105.9
31/03/1974,,,,106.72,3.256,,,,8.16,102.39
28/02/1974,,,,94.82,2.924,,,,8.06,100.35
31/01/1974,,,,100.08,2.835,,,,7.69,95.06
31/12/1973,,,,102.97,2.697,,,,7.75,94.79
30/11/1973,,,,106.76,2.596,,,,7.58,95.77
31/10/1973,,,,120.17,2.76,,,,7.49,92.91
30/09/1973,,,,120.12,2.666,,,,7.27,93.88
31/08/1973,,,,101.96,2.551,,,,7.35,98
31/07/1973,,,,90.5,2.147,,,,7.58,101.43
30/06/1973,,,,84.37,2.197,,,,7.58,101.17
31/05/1973,,,,74.2,2.43,,,,7.52,100.13
30/04/1973,,,,65.14,2.011,,,,8,109.01
31/03/1973,,,,63.91,2.031,,,,,110.14
28/02/1973,,,,62.91,1.852,,,,,109.85
31/01/1973,,,,64.86,1.798,,,,,109.9
31/12/1972,,,,65.47,1.739,,,,,109.39
30/11/1972,,,,67.03,1.908,,,,,108.96
31/10/1972,,,,65.67,1.828,,,,,108.76
30/09/1972,,,,62.09,1.562,,,,,108.51
31/08/1972,,,,54.62,1.55,,,,,108.17
31/07/1972,,,,49.03,1.571,,,,,108.62
30/06/1972,,,,48.33,1.562,,,,,108.4
31/05/1972,,,,48.26,1.47,,,,,108.68
30/04/1972,,,,45.75,1.499,,,,,109.6
31/03/1972,,,,43.48,1.371,,,,,111.21
29/02/1972,,,,42.86,1.332,,,,,114.01
31/01/1972,,,,42.5,1.307,,,,,114.65
31/12/1971,,,,42.02,1.376,,,,,114.93
30/11/1971,,,,42.73,1.502,,,,,116.47
31/10/1971,,,,40.95,1.592,,,,,118.76
30/09/1971,,,,40.1,1.575,,,,,119.16
31/08/1971,,,,40.52,1.601,,,,,119.43
31/07/1971,,,,39.01,1.689,,,,,120.19
30/06/1971,,,,38.87,1.686,,,,,120.17
31/05/1971,,,,38.74,1.587,,,,,120.26
30/04/1971,,,,37.87,1.593,,,,,120.24
31/03/1971,,,,37.44,1.633,,,,,120.643
28/02/1971,,,,37.44,1.653,,,,,120.546
31/01/1971,,,,37.52,1.783,,,,,120.643
31/12/1970,,,,36.19,1.701,,,,,120.62
30/11/1970,,,,35.38,1.837,,,,,120.704
31/10/1970,,,,35.32,1.768,,,,,120.904
30/09/1970,,,,35.44,1.607,,,,,120.978
31/08/1970,,,,35.95,1.631,,,,,121.322
31/07/1970,,,,35.62,1.724,,,,,121.36
30/06/1970,,,,35.09,1.878,,,,,121.601
31/05/1970,,,,34.99,1.899,,,,,121.722
30/04/1970,,,,34.94,1.912,,,,,121.747
31/03/1970,,,,35.17,1.791,,,,,121.74
28/02/1970,,,,35.13,1.887,,,,,121.769
31/01/1970,,,,40.44,1.947,,,,,122.182
31/12/1969,,,,40.87,1.876,,,,,123.823
30/11/1969,,,,41.09,1.674,,,,,123.464
31/10/1969,,,,41.76,1.629,,,,,122.364
30/09/1969,,,,41.44,1.564,,,,,122.343
31/08/1969,,,,43.46,1.772,,,,,122.237
31/07/1969,,,,43.3,1.776,,,,,122.262
30/06/1969,,,,43.2,1.825,,,,,122.287
31/05/1969,,,,42.6,1.825,,,,,122.194
30/04/1969,,,,42.3,2.001,,,,,122.078
31/03/1969,,,,41.1,1.947,,,,,121.962
28/02/1969,,,,39.8,1.968,,,,,121.95
31/01/1969,,,,39.2,1.933,,,,,122.026
31/12/1968,,,,40.2,2.171,,,,,121.983
30/11/1968,,,,39.2,2.239,,,,,122.176
31/10/1968,,,,39.5,2.285,,,,,122.183
30/09/1968,,,,41.1,2.502,,,,,122.219
31/08/1968,,,,40.7,2.483,,,,,122.043
31/07/1968,,,,37.9,2.397,,,,,122.009
30/06/1968,,,,35.2,2.278,,,,,122.001
31/05/1968,,,,35.2,2.084,,,,,122.079
30/04/1968,,,,35.2,1.96,,,,,122.069
31/03/1968,,,,34.95,2.066,,,,,121.789
29/02/1968,,,,34.95,1.953,,,,,120.266
31/01/1968,,,,34.95,1.786,,,,,119.727
31/12/1967,,,,34.95,1.68,,,,,119.74
30/11/1967,,,,34.95,1.75,,,,,119.747
31/10/1967,,,,34.95,1.593,,,,,119.699
30/09/1967,,,,34.95,1.301,,,,,119.63
31/08/1967,,,,34.95,1.296,,,,,119.645
31/07/1967,,,,34.95,1.293,,,,,119.724
30/06/1967,,,,34.95,1.293,,,,,119.787
31/05/1967,,,,34.95,1.293,,,,,119.81
30/04/1967,,,,34.95,1.293,,,,,119.89
31/03/1967,,,,35.13,1.293,,,,,
28/02/1967,,,,35.13,1.293,,,,,
31/01/1967,,,,35.13,1.293,,,,,
31/12/1966,,,,35.13,1.293,,,,,
30/11/1966,,,,35.13,1.293,,,,,
31/10/1966,,,,35.13,1.293,,,,,
30/09/1966,,,,35.13,1.293,,,,,
31/08/1966,,,,35.13,1.293,,,,,
31/07/1966,,,,35.13,1.293,,,,,
