Month,NSEBANK Index,NSEIT Index,NSEAUTO Index,NSEFIN Index,NSEFMCG Index,NSEPSBK Index,NSEPHRM Index,NSEMET Index,NSEREAL Index,NSEPSE Index,NSEMDSM Index,DEFTY Index,NIFTYJR Index,NSE200 Index,INVIXN Index,NIFTYM50 Index,NSE100 Index,NIFTY Index,S&P500 Index,NIFTYTR Index,CPSE Index,NSECON Index,NIFTYS Index,NSEPBANK Index,NSEINFR Index,NSEAP Index,NSESRV Index,NSEMED Index,NSEMNC Index,NSECMD Index,NSEMNCTR Index,NSEPSUTR Index,BSESML Index,BSEMID Index,BSE500 Index
31/12/2023,48292.25,35515,18618.2,21487.45,56987.2,5713.45,16831.8,7978,783.05,7854.95,16015.55,9048.9,53344.8,11798.7,14.5025,13144.95,21918.8,21731.4,4769.83,31933.93,4860.45,9577.95,21731.4,24875.65,7303.4,42306.3,27687.8,2388.15,24208.35,7715.8,37313.52,7679.01,42673.76,36839.22,30720.28
30/11/2023,44481.75,32582.2,17551.85,20054.65,53013.8,5041,16238.9,7017.45,713.6,6779.05,15022,8365.31,48020.4,10887.35,12.69,12200.6,20201,20133.15,4567.8,29585.36,4242.5,8987.1,20133.15,23136.8,6585.6,39097.85,25596.35,2296.55,22664.85,6856.1,34934.45,6775.26,40371.61,34256.42,28442.43
31/10/2023,42845.95,30582.25,15916.2,19204.6,51262.6,4934.4,14683.65,6452.45,603,5887.4,13679.75,7940.4,44019.1,10198.35,11.825,11068.85,19035.35,19079.6,4193.8,28017.36,3882.45,8331.8,19079.6,22235.25,6095.4,35216.15,24331.95,2199.05,21713.25,6260.9,33396.19,6631.99,36919.1,31245.1,26605.19
30/09/2023,44584.55,31784.4,16184.4,19811.1,51602.65,5258.3,15422.75,6839.3,575.65,5991.75,14111.7,8194.33,45036.65,10510.25,11.4525,11611.65,19577.05,19638.3,4288.05,28807.77,3909.9,8459.9,19638.3,23101.9,6242.85,36496.65,25124.9,2268.2,21962.8,6487.05,33780.05,7067.32,37562.23,32340.71,27407.75
31/08/2023,43989.15,31164.9,15670.25,19597.65,51092.65,4467.2,15095.9,6659.35,558.4,5456.6,13719.8,8058.64,44415.5,10284.95,12.0625,11182.65,19204.8,19253.8,4507.66,28243.74,3492,8298.45,19253.8,22921.85,5947,34723.85,24709.2,2293.1,21926.65,6227.5,33724.42,6004.04,37143.67,31200.6,26848.76
31/07/2023,45651.1,29928.45,15708.05,20342.05,52636.85,4620.55,14992.15,6758.2,566.75,5511.05,13152.1,8321.94,45287,10445.9,10.4125,10822.5,19679.35,19753.8,4588.96,28910.43,3512.9,8402.2,19753.8,23411.1,6115.35,33995.7,25294.1,2061.5,22491,6360.25,34542.8,6210.12,35002.32,30419.75,27069.01
30/06/2023,44747.35,29563,15147.65,20057.7,52194.75,4110.2,13767.5,6209.1,520,5081.6,12378.5,8104.96,43750.3,10104.35,10.8,10126.85,19099.55,19189.05,4450.38,28059.65,3257.95,8318.75,19189.05,22923.15,5738.7,31290.15,24873.15,1743.8,21839.55,6034.25,33483.07,5523.93,32602.14,28776.2,26078.65
31/05/2023,44128.15,29319.75,14199,19445.75,51042.75,4029.7,12678.4,5890.05,478.8,4799.65,11652.4,7762.62,42049.3,9724.8,11.9725,9539.9,18438.3,18534.4,4179.83,27057.44,3093.65,7969.75,18534.4,22470.7,5459.8,29305.7,24192.1,1755.85,20801.4,5845.4,31862.5,5407,30524.82,27100.05,25059.67
30/04/2023,43233.9,27708.2,13189.25,19162.55,47814.1,4167.65,12613.95,5799.4,445.1,4683.15,11030.1,7648.83,39514.2,9404,10.9475,8962.85,17903.95,18065,4169.48,26302.92,3053.8,7502.05,18065,21885.75,5356.2,27659.4,23733.75,1714.85,19811.55,5781.65,30329.79,5560.22,28917.07,25492.43,24209.37
31/03/2023,40608.65,28698.6,12243.8,18058.7,45904.9,3716.15,12017.05,5497.45,387.35,4474,10428.65,7319.25,37797.75,9007.9,12.935,8466.8,17186.15,17359.75,4109.31,25266.06,2916.95,7161.5,17359.75,20618.1,5090.95,25993.55,23037,1700.1,19134.9,5554.2,29229.46,4957.85,26957.01,24065.59,23160.01
28/02/2023,40269.05,29663.95,12731.8,17989.65,44940.45,3658.35,11747.1,5269.1,393.2,4389.5,10516.95,7252.92,37252.55,8964.55,14.02,8456.7,17083.8,17303.95,3970.15,25184.47,2880.5,7116.35,17303.95,20587,5016.9,25277.2,22972.9,1704.8,19009.6,5372.2,29035.31,4880.78,27341.14,24157.96,23084.79
31/01/2023,40655.05,29740.35,13323.9,18095,44456.9,4006.55,12360.25,6468.4,411.55,4399.95,10761.8,7469.83,39199.3,9222.05,16.875,8638,17601,17662.15,4076.6,25685.94,2812.15,7349.5,17662.15,20731.35,5061.35,27358.05,23671.25,1898.6,19364.9,5701.7,29557.39,5345.31,28205.89,24642.73,23778.46
31/12/2022,42986.45,28621.7,12611.7,18981.2,44171.45,4318.55,12597.6,6723.4,431.8,4367,11025.7,7583.08,42187.65,9554.45,14.8675,8751.75,18258.75,18105.3,3839.5,26326.37,2798.05,7554.35,18105.3,21862,5252.1,29685.5,24842.4,1992.05,19701.3,5944.1,30066.33,5761.55,28926.79,25314.5,24605.78
30/11/2022,43231,30391.7,13231.85,19358.85,45536.55,4000.75,13144.2,6564.2,450.15,4455.9,11220.05,7981.43,43687.9,9876.55,13.8075,8855.6,18919.55,18758.35,4080.11,27276.01,2860.1,7916.5,18758.35,22018.6,5447.4,30688.1,25693.45,2116.55,20371.3,6083.95,31088.8,5337.59,29519.62,25950.89,25406.76
31/10/2022,41307.9,28727.6,13381.65,18538.3,44296.3,3461.05,13212.25,5896.35,438.65,4276.55,10972.8,7539.76,42623.85,9544.4,15.8025,8690.35,18243.4,18012.2,3871.98,26182.36,2799.65,7965.05,18012.2,21193.9,5234.7,30520.5,24726.4,2062.35,19909.6,5786.85,30362.48,4617.54,28817.59,25359.02,24589.55
30/09/2022,38631.95,26981.15,12699.3,17506.65,44405.65,2995,12971.9,5768.2,424,3990.6,10773.45,7281.01,42385.45,9147.45,19.9675,8332.7,17438.6,17094.35,3585.62,24821.08,2563.15,7872.7,17094.35,19932.45,4957.85,29586.2,23379.9,2062.9,19707.75,5562.15,30023.84,3995.78,28452.91,24853.94,23642.46
31/08/2022,39536.75,28407.9,13217.35,18235.05,43821.15,3003.35,12699.4,5934.6,463.2,4236.6,10940.75,7744.45,43709.15,9485.6,18.7,8556,18112.4,17759.3,3955,25786.59,2731.65,7952.75,17759.3,20320.5,5127.55,29957.6,24345.35,2069.2,19768.65,5866,30114.15,4006.86,28650.88,25408.49,24437.22
31/07/2022,37491.4,29152.3,12543.2,17437.8,42487.4,2784.95,12776.55,5485.8,450.95,4017.6,10331.7,7500.92,40906.15,9087.65,16.55,8170.8,17400.75,17158.25,4130.29,24862.7,2531.8,7514.85,17158.25,19045.7,4890.55,28286.15,23452.05,2079.05,19200.55,5547.2,29190.11,3715.54,27056.38,24050.9,23359.64
30/06/2022,33425.1,27843.35,11701.15,15474.4,37664.55,2434.75,12159.35,4660.9,385.3,3819.95,9340.6,6923.74,36505.4,8290.8,21.84,7297.65,15929.4,15780.25,3785.38,22828.93,2461.9,6692.8,15780.25,16720.95,4619.8,26214.1,21243.05,1897.55,17594.65,5021.45,26713.36,3240.46,24786.42,21713.24,21324.54
31/05/2022,35487.4,29679.05,11586.6,16475.7,38713.45,2575.6,12604.45,5332.75,411.7,4081.95,9917.45,7401.89,38981.8,8745.65,20.4775,7783.4,16767.5,16584.55,4132.15,23958.1,2606.7,6918.5,16584.55,18112.4,4877.3,30173.5,22464.4,2052.65,18355.3,5477.4,27794.97,3372.85,26370.81,23143.82,22497.64
30/04/2022,36088.15,31622.4,11078.1,16636.55,38204.15,2758.55,13462.85,6327.3,443.75,4234.2,10585.6,7752.29,42533.95,9123.4,19.415,8168.85,17457.2,17102.55,4131.93,24606.78,2644.15,7088.9,17102.55,18326.3,5127.85,34333.15,23236.95,2149.7,18456.75,6209.85,27934.67,3595.91,28611.92,24418.04,23551.65
31/03/2022,36373.6,36317.2,10552.1,17147.15,36287.75,2725.65,13584.1,6423.7,463.55,4086.25,10521.5,7986.2,41115.4,9207,20.56,8183.75,17660.35,17464.75,4530.41,25118.14,2501.15,6829.35,17464.75,18420.8,5018.55,35463.05,24210.9,2379.6,18107.3,5995.2,27390.56,3553.04,28215.65,24107.97,23695.01
28/02/2022,36205.3,33847.85,10820.55,16936.3,35515.4,2667.6,12927.6,5896.85,436.4,3955.3,9996.45,7723,40052.1,8855.5,28.57,7810.45,17016.55,16793.9,4373.94,24153.01,2415.8,6780.6,16793.9,18397.85,4798.75,31885.3,23387.15,2010.65,18357.85,5669.75,27662.38,3477.38,26662.33,23355.61,22741.64
31/01/2022,37975.35,34824.55,11703.5,17836.25,36467.25,2982.25,13179.9,5473.45,480.25,4156.35,10835.2,8051.54,41097.25,9179.15,21.9525,8395.4,17547.4,17339.85,4515.55,24894.62,2495.3,6929.2,17339.85,19037.15,5056.75,33759.45,24333.35,2235.35,18827.2,5761.65,28360.11,3887.53,29226.73,24613.01,23715.29
31/12/2021,35481.7,38701.05,10936.9,17330.85,37579.95,2530.4,14223,5521.75,484.15,3835.25,10928.5,8089.22,42217.9,9218.35,16.2225,8410.75,17618.8,17354.05,4766.18,24908.71,2263.45,7051.55,17354.05,18041.85,4949.9,34605.05,24396.3,2218.8,19225.8,5580.55,28957.18,3298.52,29457.76,24970.08,23811
30/11/2021,35695.3,35043.75,10603.55,17534.75,37386.95,2560.15,13662.8,5201.7,487.6,3820.05,10543.9,7830.33,41782.35,9028.3,21.1675,8186.3,17270.25,16983.2,4567,24368.53,2254.55,7006.4,16983.2,18213.85,4959.35,32234.85,23997.3,2171.1,18540.55,5399.1,27840.61,3337.3,27937.31,24687.6,23276.88
31/10/2021,39115.6,34408.75,11297.45,18792.85,38222.1,2825.15,13879.35,5563.4,498.7,4005.65,10666.3,8177.24,42087,9338.2,17.425,8513.5,17880.8,17671.65,4605.38,25340.83,2286.3,7042.85,17671.65,20192.2,5045.1,31388.8,24740.35,2246,19069.95,5737.8,28619.07,3682.73,27982.8,25277.72,23990.09
30/09/2021,37425.1,35028,10598.45,18303.8,40426.55,2483.05,14466.5,5611.25,513.8,4096.7,10642.9,8224.29,42383.85,9318.55,18.4025,8278.55,17845.1,17618.15,4307.54,25234.57,2362.55,7195.15,17618.15,19447.95,5025.35,31641.8,24619.25,2138.3,19220.6,5700.3,28812.56,3236.8,28081.74,25253.09,23937.54
31/08/2021,36424.6,34570.25,10034.45,18070.7,39529.7,2335.1,14344.75,5714.6,386.8,3646.4,10052.6,8131.09,41585.45,9025.25,14.52,7502.95,17373.1,17132.2,4522.68,24525.71,2041.25,6905.8,17132.2,18837.65,4709.85,30213.4,24180.65,1601.65,18717.5,5488.5,28031.84,3043.9,26919.94,23853.43,23174.23
31/07/2021,34584.35,30480.05,10048.5,16468.65,36051.9,2441.35,14425.3,5770.35,398.65,3584.95,10007.9,7339.77,39363.65,8396.15,12.8025,7658.4,16040.15,15763.05,4395.26,22554.26,2043,6372.35,15763.05,17975.85,4432.3,28513.05,21930.6,1796,17762.4,5387.05,26564.71,3182.45,26786.62,23087.22,21753.68
30/06/2021,34772.2,29168,10600.35,16444.1,36093.2,2518.8,14308.9,5215.8,343.95,3609.45,9559.3,7328.81,38513.25,8325.55,13.045,7474.8,15959.4,15721.5,4297.5,22455.7,2052.65,6330.2,15721.5,18293.5,4339.25,27135,21889.75,1797.5,17506.7,5138.65,26162.72,3281.76,25232.17,22535.95,21463.09
31/05/2021,35526.65,27115.05,10491.85,16663.65,35243.1,2426.3,14051.75,5161.8,336.15,3516.75,9099.85,7434.94,37728.55,8204.9,16.885,7205.85,15798.7,15582.8,4204.11,22203.59,1957.4,6202.85,15582.8,18694.9,4327.9,26292.35,21612.85,1761.45,16913.5,5116.8,25253.28,3153.05,23595.98,21758.39,21055.18
30/04/2021,32781.8,25664.45,9640.85,15560.1,33623.45,2055.25,13469.25,4847.95,309.6,3175.85,8463.05,6844.22,34759.2,7683.95,23.0275,6725.2,14790.6,14631.1,4181.17,20811.13,1813.75,5836.95,14631.1,17582.45,4053.1,24547.7,20387.55,1547.95,15935.75,4699.85,23761.89,2670.86,21670.11,20312.2,19689.52
31/03/2021,33303.9,25855,9862.45,15715.6,34931.7,2157.8,12272.6,3977.2,334.15,3100.55,8260.95,6962.21,34176.25,7671.6,20.645,6772.1,14807.45,14690.7,3972.89,20886.52,1773.8,5959.8,14690.7,17763.85,4087.8,22648.2,20561.4,1545.35,16261.4,4473.75,24173.3,2804.14,20649.33,20181.31,19601.95
28/02/2021,34803.6,24301.45,10169.9,16085.25,32443.15,2392.35,11927.9,3822.65,349.8,3203.85,8129.5,7222.96,34226.35,7591.25,28.1425,6796.5,14667.6,14529.15,3811.15,20644.88,1846.05,5787.4,14529.15,18551.75,4110.35,21475.1,20537.2,1625.15,15757.8,4304.45,23403.71,3108.89,20155.35,19978.65,19371.25
31/01/2021,30565.5,24645.75,9813.15,14593.3,33121.05,1814.05,12170.25,3077.45,305.65,2721.95,7260.7,6475.32,31743.25,7076.8,25.3425,6002.65,13743.3,13634.6,3714.24,19346.03,1557.6,5818.15,13634.6,16694.3,3671.85,19275.45,19205.05,1650.1,15492.1,3715.3,22997.05,2357.4,17988.2,18082.23,17975.3
31/12/2020,31264.05,24251.35,9193.5,15208,34177.1,1752.7,12915.9,3254.65,313.85,2797.1,7224.4,6630.4,32508.55,7231.8,21.095,5872.6,14090.75,13981.75,3756.07,19833.19,1628.65,5912.7,13981.75,17251.75,3650.95,19836.8,19625.9,1648.95,15653.45,3800.6,23233.06,2277.7,18098.11,17941.43,18300.1
30/11/2020,29609.05,21764.9,8891.6,14293.15,31718.8,1558.4,11839.15,2925.75,261.2,2599.5,6792.25,6068,30334.4,6727.7,19.8175,5557.9,13080.3,12968.95,3621.63,18392.54,1509.35,5390.4,12968.95,16473.1,3424.75,19075.85,18192.35,1503.15,14946.35,3605.9,22183.6,2025.15,16875.15,16914.65,16995.01
31/10/2020,23900.9,20916.85,7758.4,11636.05,29428.45,1260.5,11243.75,2343.6,228.2,2281.6,5951.7,5443.56,27348.45,6017.65,24.7525,4666.05,11748.95,11642.4,3269.96,16504.16,1312.7,5013.9,11642.4,13258,3129.65,17165.85,15688.85,1419.05,14091.15,3233.5,20899.87,1638.05,14888.08,14904.62,15215.01
30/09/2020,21451.8,19951.35,7908.1,10622.4,29841.75,1277.4,11772.85,2242.55,211.9,2260.45,5952.2,5282.29,27034.25,5848.9,19.53,4666.55,11385.2,11247.55,3363,15916.72,1322.4,5005.05,11247.55,11816.65,3080.95,16926.65,14550.45,1547.8,14011.7,3110.95,20736.99,1660.03,14867.36,14705.17,14851
31/08/2020,23754.35,17928.85,7840.35,11389,30595.15,1525.35,11079.8,2420.6,222.75,2559.15,5814.95,5360.55,26824.15,5887.55,22.835,4636.95,11496.05,11387.5,3500.31,16110.07,1498.85,5050.85,11387.5,13052.25,3163.5,15442.25,15005.15,1572.5,13828.3,3153.55,20465.55,1982.2,14336.18,14661.37,14890.06
31/07/2020,21640.05,18071.85,7279.75,10728.85,30872.45,1411.6,11148.9,2147.3,201,2485.4,5311.15,5128.75,26861.35,5715.65,24.1925,4249.05,11222.95,11073.45,3271.12,15645.34,1415.25,4945.55,11073.45,11874.75,3153.4,14805.65,14499.55,1285.1,13559.85,3020.05,19985.05,1834.41,13021.76,13759.11,14346.18
30/06/2020,21370.15,14754.3,6719.15,10561.9,30063.25,1427.9,9985.15,1991.35,202.65,2493.95,5065.05,4727.81,25743.7,5350.4,29.1175,4094.25,10486.9,10302.1,3100.29,14527.18,1440.55,4793.5,10302.1,11721.25,3032.35,13701.05,13659.85,1343.35,13226.55,2860,19458.49,1855.59,12380.75,13055.28,13438.14
31/05/2020,19297.25,14010.5,6218.8,9527.05,29296.95,1129.85,9768.6,1879.85,180.1,2369,4507.5,4390.02,24065,4963.4,30.22,3713.55,9759.45,9580.3,3044.31,13503.45,1407.75,4611.05,9580.3,10583.15,2845.15,11679.35,12567.35,1177.85,12497.75,2726.9,18328.68,1468.28,10892.6,11843.22,12414.85
30/04/2020,21534.5,14108.4,5901.4,10570.8,28669.3,1326.05,9327.1,1859.9,187.3,2439.3,4596.7,4549.51,24102.75,5085.1,33.9875,3722.4,10006.9,9859.9,2912.43,13884.18,1421.65,4509.05,9859.9,11743.45,2753.15,11722.2,13437.95,1159.75,12524.9,2679.95,18367.58,1723.22,11101.84,12013.45,12721
31/03/2020,19144,12763.65,4731.3,9317.3,27319.2,1324.85,7176.5,1585.9,175.5,2214.15,4027.95,3937.97,21116.25,4433.85,64.4075,3180.6,8731.15,8597.75,2584.59,12105.66,1315.55,4076,8597.75,10173.7,2360.5,10067.55,11876.8,1039.95,11069.3,2295.05,16207.18,1721.69,9608.92,10569.93,11098.23
29/02/2020,29147.15,15212.95,6903.95,13566.45,29310.25,1945.6,7576.75,2246.05,280.55,2716.3,5758.55,5378.33,26482,5809.15,23.235,4518.3,11316.3,11201.75,2954.22,15726.92,1544.65,4867.2,11201.75,15953.6,3011.25,13339.4,16305.85,1670.7,13256.85,3015.3,19365.85,2528.37,13709.01,14600.02,14627.62
31/01/2020,30833.6,16144.15,8086.55,14316.9,30775.3,2366.05,8138.6,2569,331.05,3013.45,6139.4,5897.74,28294.6,6207.85,17.3675,4915.7,12086.9,11962.1,3225.52,16790.45,1706.2,5062.25,11962.1,16936.35,3252,13893.5,17219.6,1835.3,13760.3,3291.7,20093.51,3074.75,14667.96,15462.01,15649.81
31/12/2019,32161.65,15652.4,8248.3,14557.4,30121.5,2524.35,8040.15,2801.3,298.55,3226.6,5797.05,5907.08,28307.55,6254.95,11.6675,4701.1,12267.75,12168.45,3230.78,17077.06,1935.9,4956.6,12168.45,17767.6,3255.3,13071.95,17452.85,1803.6,13788.95,3432.1,20135.35,3280.48,13699.37,14967.83,15667.44
30/11/2019,31946.1,14998.05,8086,14208.85,30975.5,2669.85,8189.95,2625.5,282.05,3261.6,5787.4,5823.2,28546.45,6220.7,13.8975,4722.8,12182.6,12056.05,3140.98,16917.89,1943,4994.8,12056.05,17641.45,3323.3,12771.4,17063.2,1834.9,13779.2,3431.9,20113.14,3469.52,13560.57,15084.86,15567.67
31/10/2019,30066.25,15559.4,8449.5,13516.45,32319.75,2506.3,7878.15,2500.75,269,3449.05,5696.35,5802.36,28722.1,6138.85,16.28,4639.7,12037.25,11877.45,3037.56,16667.29,2059.45,5169.75,11877.45,16561,3322.55,12777.25,16472.3,1786.8,14196.3,3430.4,20709.48,3256.99,13558.05,14864.5,15387.13
30/09/2019,29103.15,15540.15,7493.15,13017.3,31134.5,2294.1,7547.75,2439.85,258.75,3243.7,5472,5610.23,27520.3,5914.85,15.8725,4394,11613.3,11474.45,2976.74,16072.5,1963.5,4956.15,11474.45,16252.3,3208.4,12401.8,16166.7,1800,13471.4,3312.2,19641.67,2981.27,13170.76,14104.13,14810.02
31/08/2019,27427.85,16010.4,7009.3,12418.15,29257.35,2474.4,8072.05,2289.95,267.2,3028.95,5272.35,5348.96,26405.05,5691.55,16.2825,4261.55,11155.1,11023.25,2926.46,15440.47,1846.3,4672.8,11023.25,15309.2,3001.15,11809.1,15816.85,1914.65,12361.35,3087.55,18023.2,3215.54,12534.7,13467.55,14234.07
31/07/2019,28876,15620.2,6851.65,12707.3,29065.95,2756.25,7987.5,2588.15,267.45,3222.05,5348.45,5600.63,26071.3,5731.9,13.59,4355.25,11221.2,11118,2980.38,15539.43,2017.65,4488.2,11118,15917.05,3086.65,11855.55,16055.25,1957.8,12127.85,3270.4,17612.93,3581.83,12692.18,13643.38,14324.12
30/06/2019,31105.2,15936.45,7928.05,13556.4,29546.05,3205.65,8065.15,2980.2,284.8,3657.25,5917.65,5917.68,27332.5,6099.45,14.9525,4872,11882.1,11788.85,2941.76,16433.85,2364.95,4755.5,11788.85,17197,3369.2,12373.9,16846.85,2039.8,13044.1,3635.5,18876.92,4165.81,14239.33,14808.34,15291.7
31/05/2019,31375.4,16160.65,8175.5,13479.8,29850.4,3247.6,8455.1,2900.4,283.95,3654.65,6080.1,5927.94,27839.5,6177.85,16.0675,4962.8,12028.25,11922.8,2752.06,16583.46,2344,4809.45,11922.8,17522.2,3338.85,12315.5,16913.7,2204.05,13153.95,3685.2,19013.35,4220.35,14867.04,15096.18,15517.9
30/04/2019,29764.8,16705.4,8350.6,12555.45,30336.9,3056.35,9402.5,3089.1,258.3,3557.1,5954.05,5852.63,27800.25,6092.55,21.8275,4862.45,11874.25,11748.15,2945.83,16318.66,2282.8,4813.75,11748.15,16807.4,3107.5,12250.9,16296.05,2408.75,13043.55,3688.2,18843.98,3971.82,14624.56,14889.42,15293.75
31/03/2019,30426.8,15628.2,8335.35,12544.15,30321.4,3339.35,9346.55,3044.15,269.2,3584.6,6128.7,5814.05,28281.9,6079.95,17.185,5077.85,11789.2,11623.9,2834.4,16146.11,2269.75,4855.4,11623.9,17315.55,3207.9,12187.9,16197.35,2496.6,13359.1,3625.8,19289.36,4339.57,15027.36,15479.62,15304.57
28/02/2019,26789.9,15732,8355.15,11227.4,29262.85,2760.8,8884.85,2871.6,230.25,3232.8,5610.25,5257.69,26514.45,5642.55,18.2775,4608.9,10959.9,10792.5,2784.49,14979.39,2048.95,4707.8,10792.5,15291.35,2917.7,11655.2,14875.8,2465.45,13078.8,3305.6,18865.25,3587.72,13689.84,14318.36,14196.8
31/01/2019,27295.45,15499.3,8218.4,11456.4,29800.55,3025.8,8825.35,2915.85,228.55,3207.7,5684.3,5276.9,26555.6,5666.45,17.1225,4689.1,10996.8,10830.95,2704.1,15012.34,1977.3,4715.8,10830.95,15495.1,2976.85,11781.55,15032.85,2173.4,13320.65,3266.95,19198.93,3932.12,13926.22,14560.09,14285.11
31/12/2018,27160.2,14440.3,9235.55,11585.9,30516.65,3088,8868.7,3154.6,232.35,3389.35,5971.86,5391.21,28178.8,5755.35,16,4930.95,11110.15,10862.55,2506.85,15048.98,2064.95,4988.85,10862.55,15292,3175.3,12191.25,14934.25,2566.2,13941.85,3431.2,20090.67,4012.96,14706.69,15438.45,14540.39
30/11/2018,26862.95,14638.05,9270.2,11438.8,30126.25,2915.2,9275.7,3163.75,232,3212.65,5818.79,5407.55,27593.7,5732.9,19.1625,4780,11092.25,10876.75,2760.17,15059.37,1967.65,4923.05,10876.75,15154.45,3087,12445.75,14823.5,2549.85,13747,3397.3,19809.93,3788.39,14427.16,15039.35,14429
31/10/2018,25153.25,14940.1,8820.55,10639.95,28547.1,2915.85,9757.5,3296.95,214.9,3384.35,5702.12,4867.07,26566.35,5498.4,19.7975,4730.9,10604.6,10386.6,2711.74,14377.38,2144.55,4592.15,10386.6,14206.65,2969.9,12332.7,14193.5,2489.4,12960.65,3345.95,18667.98,3789.21,14201.37,14612.59,13881.71
30/09/2018,25119.85,15838.05,9590.25,10577.1,29757.7,2700.45,9972.45,3485.35,219.6,3560.45,5770.74,5224.72,27286.5,5735.05,16.995,4622.85,11126.4,10930.45,2913.98,15114.08,2279.7,4793.2,10930.45,14151.05,2967.3,12415.75,14471.5,2447.5,13412.5,3686.5,19355,3509.29,14430.68,14763.2,14445.89
31/08/2018,28061.75,15811.4,11009.25,11719.05,32911.55,3315.5,10390.95,3643.45,275.85,3725.35,6727.2,5706.34,31251.7,6240.55,12.5975,5345.45,12003.1,11680.5,2901.52,16143.51,2386.75,5379.3,11680.5,15933.2,3289.25,14877.95,15645.4,2840.1,15066.9,3852.45,21687.48,4308.56,17193.2,16881.33,15846.2
31/07/2018,27764.15,14587.8,10973.75,11662.9,31007.25,3186.25,9179.4,3335.1,272.85,3610.6,6411.07,5737.34,29690.55,6032.3,12.48,5010.9,11633.85,11356.5,2816.29,15672.47,2335.4,5248.25,11356.5,15613.45,3158.1,14151.8,15363.95,2832.55,14716.25,3641.1,21109.12,4140.62,16584.16,16013.44,15314.81
30/06/2018,26364.2,13989.5,10709.05,11007.05,28966,2791.5,9173.15,3440.15,271.55,3527.45,6196.44,5418.53,28291.7,5713.2,12.9375,4850.7,10993.45,10714.3,2718.37,14753.91,2221.9,5031.45,10714.3,14961.75,3125.7,12897.05,14596.95,3025.7,14271.7,3506.6,20445.18,3628.97,16032.15,15450.9,14528.54
31/05/2018,26956.2,13666,10994.45,11131.7,28814.3,2969,8220.25,3593.65,294.95,3851.55,6537.65,5512.65,29241.4,5772.75,13.2225,5013.05,11064.15,10736.15,2705.27,14750.26,2426.4,5042.3,10736.15,15255.25,3336.05,13583.45,14645.45,3179.65,14311.6,3685.05,20458.6,3858.28,17249.45,16013.81,14765.69
30/04/2018,25531.6,13986.25,11625.75,10675.75,28772.75,2863.65,9060.7,3774.85,322.25,3843.85,6946.16,5575.64,30682.65,5862.35,12.3625,5461.25,11145.9,10739.35,2648.05,14723.32,2400.2,5093.75,10739.35,14593.35,3503.35,14120.65,14362.2,3362.6,14737.4,3828.75,21060.41,3721.38,18401.67,17012.03,15047.73
31/03/2018,24263.35,12511.55,10821.35,10207.6,26127.4,2878.5,8358.05,3512.55,294.05,3845.3,6479.83,5373.05,28545.25,5499.35,15.7575,4975.3,10478.4,10113.7,2640.87,13865.57,2419.5,4739.75,10113.7,13687.9,3328.7,12558.6,13536.5,3286.5,13767.7,3680.65,19661.92,3740.68,16994.36,15962.59,14125.53
28/02/2018,25107.4,12809,11157.2,10439.1,26513.7,3078.9,8960.25,3994.35,326.9,4052.2,6796.33,5580.94,29404,5699.5,13.805,5192.95,10861.4,10492.85,2713.83,14358.71,2610.4,4805.6,10492.85,14210.05,3452.35,13309.95,13865.35,3311.6,14249.9,3950.5,20163.05,4001.08,18127.93,16562.59,14670.49
31/01/2018,27379.45,12986.4,11611.9,11262.15,27127.3,3681.75,9384.75,4065.85,344.7,4288.75,7070.27,6007.65,30500.3,5979.2,15.93,5353.95,11393.55,11027.7,2823.81,15065.82,2760.35,4986.25,11027.7,15309.25,3619.5,13876.97,14672.05,3488.9,14751.75,4105.5,20870.01,4784.52,18716.77,17364.21,15347.19
31/12/2017,25539.45,11665.75,12009.7,10475.15,26851.5,3700.55,9620.1,3940.15,346.9,4303.25,7281.14,5716.78,30964.65,5814.1,12.67,5540.15,10985.15,10530.7,2673.61,14381.92,2683.4,5104.4,10530.7,14139.65,3637.5,14257.54,13739.15,3464.3,14801.9,4087.95,20938.17,4808.97,19230.72,17822.4,15002.73
30/11/2017,25332.4,11115.35,11292.9,10324.85,25820.05,3856.65,9238.75,3678.35,325.6,4234.35,6902.13,5495.51,29768.1,5618.85,13.55,5212.2,10650.75,10226.55,2647.58,13966.58,2622.25,4826.65,10226.55,13927.55,3517.25,13298.81,13455.25,3318.8,13741,3928.05,19435.1,5011.82,18228.87,16917.44,14493.58
31/10/2017,25019.35,10837.9,11370,10235.7,25687.7,3784.25,9756,3876.55,304.5,4414.65,6698.44,5528.97,29644.15,5639.15,12.44,5123.65,10740.85,10335.3,2575.26,14108.55,2745.05,4696.65,10335.3,13809.6,3581.85,13481.66,13337.05,3151.25,13762.45,4099.3,19439.82,4917.73,17600.49,16587.98,14485.57
30/09/2017,24053,10475.35,10811.25,9939.35,24480.8,3042.1,9172.6,3550.3,273.5,4048.8,6176.75,5192.52,27558.9,5312.7,12.485,4687.5,10143.9,9788.6,2519.36,13351.99,2521.55,4390.65,9788.6,13568.9,3245.65,12229.89,12869.25,2983.6,13125.55,3751.2,18537.85,3953.28,16113.68,15436.01,13610.7
