Month,USA (S&P500),India (Nifty),China,Brazil,UK,France,Germany,Japan,Hong Kong,S Korea,Singapore,Russia,S Africa
30/10/2024,5832.92,24448.75,3873.41,130729.93,8219.61,7511.11,19478.07,39277.39,20331.48,2591.03,3564.02,,87300.97
30/09/2024,5762.48,25810.85,4017.85,131816.44,8236.95,7635.75,19324.93,37919.55,21133.68,2593.27,3585.29,3123.43,86548.42
30/08/2024,5648.4,25235.9,3321.43,136004.01,8376.63,7630.95,18906.92,38647.75,17989.07,2674.31,3442.93,3123.43,83749.86
31/07/2024,5522.3,24951.15,3442.08,127651.81,8367.98,7531.49,18508.65,39101.82,17344.6,2770.69,3455.94,3123.43,82765.12
28/06/2024,5460.48,24010.6,3461.66,123906.55,8164.12,7479.4,18235.45,39583.08,17718.61,2797.82,3332.8,3123.43,79707.11
31/05/2024,5277.51,22530.7,3579.92,122098.09,8275.38,7992.87,18497.94,38487.9,18079.61,2636.52,3336.59,3217.19,76704.26
30/04/2024,5035.69,22604.85,3604.39,125924.19,8144.13,7984.93,17932.17,38405.66,17763.03,2692.06,3292.69,3469.83,76076.17
29/03/2024,5254.35,22326.9,3537.48,128106.1,7952.62,8205.81,18492.49,40369.44,16541.42,2746.63,3224.01,3332.53,74535.99
29/02/2024,5096.27,21982.8,3516.08,129020.02,7630.02,7927.43,17678.19,39166.19,16511.44,2642.36,3141.85,3256.8,72729.73
31/01/2024,4845.65,21725.7,3215.35,127752.28,7630.57,7656.75,16903.76,36286.71,15485.07,2497.09,3153.01,3214.19,74555.87
29/12/2023,4769.83,21731.4,3431.11,134185.24,7733.24,7543.18,16751.64,33464.17,17047.39,2655.28,3240.27,3099.11,76893.15
30/11/2023,4567.8,20133.15,3496.2,127331.12,7453.75,7310.77,16215.43,33486.89,17042.88,2535.29,3072.99,3165.79,75534.36
31/10/2023,4193.8,19079.6,3572.51,113143.67,7321.72,6885.65,14810.34,30858.85,17112.48,2277.99,3067.74,3200.97,69653.44
29/09/2023,4288.05,19638.3,3689.52,116565.17,7608.08,7135.06,15386.58,31857.62,17809.66,2465.07,3217.41,3133.26,72382.89
31/08/2023,4507.66,19253.8,3765.27,115741.81,7439.13,7316.7,15947.08,32619.34,18382.06,2556.27,3233.3,3227.99,74953.73
31/07/2023,4588.96,19753.8,4014.63,121942.98,7699.41,7497.78,16446.83,33172.22,20078.94,2632.58,3373.98,3073.5,78977.89
30/06/2023,4450.38,19189.05,3842.45,118087,7531.53,7400.06,16147.9,33189.04,18916.43,2564.28,3205.91,2797.37,76027.83
31/05/2023,4179.83,18534.4,3798.54,108335.07,7446.14,7098.7,15664.02,30887.88,18234.27,2577.12,3158.8,2717.64,75067.47
28/04/2023,4169.48,18065,4029.09,104431.63,7870.57,7491.5,15922.38,28856.44,19894.57,2501.53,3270.51,2634.94,78218.37
31/03/2023,4109.31,17359.75,4050.93,101882.2,7631.74,7322.39,15628.84,28041.48,20400.11,2476.86,3258.9,2450.67,76100.17
28/02/2023,3970.15,17303.95,4069.46,104931.93,7876.28,7267.93,15365.14,27445.56,19785.94,2412.85,3262.63,2253.16,77733.87
31/01/2023,4076.6,17662.15,4156.86,113430.54,7771.7,7082.42,15128.27,27327.11,21842.33,2425.08,3365.67,2225.6,79476.6
30/12/2022,3839.5,18105.3,3871.63,109734.6,7451.74,6473.76,13923.59,26094.5,19781.41,2236.4,3251.32,2154.12,73048.57
30/11/2022,4080.11,18758.35,3853.04,112486.01,7573.05,6738.55,14397.04,27968.99,18597.23,2472.53,3290.49,2174.53,74828
31/10/2022,3871.98,18012.2,3508.7,116037.08,7094.53,6266.77,13253.74,27587.46,14687.02,2293.61,3093.11,2166.61,66671.65
30/09/2022,3585.62,17094.35,3804.89,110036.79,6893.81,5762.34,12114.36,25937.21,17222.83,2155.49,3130.24,1957.31,63726.37
31/08/2022,3955,17759.3,4078.84,109522.88,7284.15,6125.1,12834.96,28091.53,19954.39,2472.05,3221.67,2400.08,67257.14
29/07/2022,4130.29,17158.25,4170.1,103164.69,7423.43,6448.5,13484.05,27801.64,20156.51,2451.5,3211.56,2213.81,68934.01
30/06/2022,3785.38,15780.25,4485.01,98541.95,7169.28,5922.86,12783.77,26393.04,21859.79,2332.64,3102.21,2204.85,66223.31
31/05/2022,4132.15,16584.55,4091.52,111350.51,7607.66,6468.8,14388.35,27279.8,21415.2,2685.9,3232.49,2355.75,72094.87
29/04/2022,4131.93,17102.55,4016.24,107876.16,7544.55,6533.77,14097.88,26847.9,21089.39,2695.05,3356.9,2445.17,72438.25
31/03/2022,4530.41,17464.75,4222.6,119999.23,7515.68,6659.87,14414.75,27821.43,21996.85,2757.65,3408.52,2703.51,75497.15
28/02/2022,4373.94,16793.9,4581.65,113141.94,7458.25,6658.83,14461.02,26526.82,22713.02,2699.18,3242.24,2470.48,76090.51
31/01/2022,4515.55,17339.85,4563.77,112143.51,7464.37,6999.2,15471.2,27001.98,23802.26,2663.34,3249.59,3530.38,74304.56
31/12/2021,4766.18,17354.05,4940.37,104822.44,7384.54,7153.03,15884.86,28791.71,23397.67,2977.65,3123.68,3787.26,73709.39
30/11/2021,4567,16983.2,4832.03,101915.45,7059.45,6721.16,15100.13,27821.76,23475.26,2839.01,3041.29,3890.59,70475.02
29/10/2021,4605.38,17671.65,4908.77,103500.71,7237.57,6830.34,15688.77,28892.69,25377.24,2970.68,3198.17,4150,67464.69
30/09/2021,4307.54,17618.15,4866.38,110979.1,7086.42,6520.01,15260.69,29452.66,24575.64,3068.82,3086.7,4103.52,64281.77
31/08/2021,4522.68,17132.2,4805.61,118781.03,7119.7,6680.18,15835.09,28089.54,25878.99,3199.27,3055.05,3918.96,67427.93
30/07/2021,4395.26,15763.05,4811.17,121800.79,7032.3,6612.76,15544.39,27283.59,25961.03,3202.32,3166.94,3771.58,68970.78
30/06/2021,4297.5,15721.5,5224.04,126801.66,7037.47,6507.83,15531.04,28791.53,28827.95,3296.68,3130.46,3841.85,66248.74
31/05/2021,4204.11,15582.8,5331.57,126215.73,7022.61,6447.17,15421.13,28860.08,29151.8,3203.92,3164.28,3721.63,67964.04
30/04/2021,4181.17,14631.1,5123.49,118893.84,6969.81,6269.48,15135.91,28812.63,28724.88,3147.86,3218.27,3544,66937
31/03/2021,3972.89,14690.7,5048.36,116633.72,6713.63,6067.23,15008.34,29178.8,28378.35,3061.42,3165.34,3541.72,66485.29
26/02/2021,3811.15,14529.15,5336.76,110035.17,6483.43,5703.22,13786.29,28966.01,28980.21,3012.95,2949.04,3346.64,66138.05
29/01/2021,3714.24,13634.6,5351.96,115067.55,6407.46,5399.21,13432.87,27663.39,28283.71,2976.21,2902.52,3277.08,62472.1
31/12/2020,3756.07,13981.75,5211.29,119017.24,6460.52,5551.41,13718.78,27444.17,27231.13,2873.47,2843.81,3289.02,59408.68
30/11/2020,3621.63,12968.95,4960.25,108893.32,6266.19,5518.55,13291.16,26433.62,26341.49,2591.34,2805.95,3107.58,57091.89
30/10/2020,3269.96,11642.4,4695.33,93952.4,5577.27,4594.24,11556.48,22977.13,24107.42,2267.15,2423.84,2690.59,51684.7
30/09/2020,3363,11247.55,4587.4,94603.38,5866.1,4803.44,12760.73,23185.12,23459.05,2327.89,2466.62,2905.81,54264.96
31/08/2020,3500.31,11387.5,4816.22,99369.15,5963.57,4947.22,12945.38,23139.76,25177.05,2326.17,2532.51,2966.2,55476.11
31/07/2020,3271.12,11073.45,4695.05,102912.2,5897.76,4783.69,12313.36,21710,24595.35,2249.37,2529.82,2911.57,55721.8
30/06/2020,3100.29,10302.1,4163.96,95055.82,6169.74,4935.99,12310.93,22288.14,24427.19,2108.33,2589.91,2743.2,54362.36
29/05/2020,3044.31,9580.3,3867.02,87402.59,6076.6,4695.44,11586.85,21877.89,22961.47,2029.6,2510.75,2734.83,50483
30/04/2020,2912.43,9859.9,3912.58,80505.89,5901.21,4572.18,10861.64,20193.69,24643.59,1947.56,2624.23,2650.56,50336.72
31/03/2020,2584.59,8597.75,3686.16,73019.76,5671.96,4396.12,9935.84,18917.01,23603.48,1754.64,2481.23,2508.81,44490.31
28/02/2020,2954.22,11201.75,3940.05,104171.6,6580.61,5309.9,11890.35,21142.96,26129.93,1987.01,3011.08,2785.08,51038.18
31/01/2020,3225.52,11962.1,4003.9,113760.6,7286.01,5806.34,12981.97,23205.18,26312.63,2119.01,3153.73,3076.65,56079.54
31/12/2019,3230.78,12168.45,4096.58,115645.3,7542.44,5978.06,13249.01,23656.62,28189.75,2197.67,3222.83,3045.87,57084.1
29/11/2019,3140.98,12056.05,3828.67,108233.3,7346.53,5905.17,13236.38,23293.91,26346.49,2087.96,3193.92,2935.37,55349.01
31/10/2019,3037.56,11877.45,3886.75,107219.8,7248.38,5729.86,12866.79,22927.04,26906.72,2083.48,3229.88,2893.98,56425.11
30/09/2019,2976.74,11474.45,3814.53,104745.3,7408.21,5677.79,12428.08,21755.84,26092.27,2063.05,3119.99,2747.18,54824.97
30/08/2019,2926.46,11023.25,3799.59,101134.6,7207.18,5480.48,11939.28,20704.37,25724.73,1967.79,3106.52,2740.04,55259.57
31/07/2019,2980.38,11118,3835.36,101812.1,7586.78,5518.9,12189.04,21521.53,27777.75,2024.55,3300.75,2739.5,56784.61
28/06/2019,2941.76,11788.85,3825.59,100967.2,7425.63,5538.97,12398.8,21275.92,28542.62,2130.62,3321.61,2765.85,58203.84
31/05/2019,2752.06,11922.8,3629.79,97030.32,7161.71,5207.63,11726.84,20601.19,26901.09,2041.74,3117.76,2665.33,55650.41
30/04/2019,2945.83,11748.15,3913.21,96353.33,7418.22,5586.41,12344.08,22258.73,29699.11,2203.59,3400.2,2559.32,58528.4
29/03/2019,2834.4,11623.9,3872.34,95414.55,7279.19,5350.53,11526.04,21205.81,29051.36,2140.67,3212.88,2497.1,56462.55
28/02/2019,2784.49,10792.5,3669.37,95584.35,7074.73,5240.53,11515.64,21385.16,28633.18,2195.44,3212.69,2485.27,56002.08
31/01/2019,2704.1,10830.95,3201.63,97393.74,6968.85,4992.72,11173.1,20773.49,27942.47,2204.85,3190.17,2521.1,54156.75
31/12/2018,2506.85,10862.55,3010.65,87887.26,6728.13,4730.69,10558.96,20014.77,25845.7,2041.04,3068.76,2369.33,52736.86
30/11/2018,2760.17,10876.75,3172.69,89504.03,6980.24,5003.92,11257.24,22351.06,26506.75,2096.86,3117.61,2392.5,50663.94
31/10/2018,2711.74,10386.6,3153.82,87423.55,7128.1,5093.44,11447.51,21920.46,24979.69,2029.69,3018.8,2352.71,52388.87
28/09/2018,2913.98,10930.45,3438.87,79342.42,7510.2,5493.49,12246.73,24120.04,27788.52,2343.07,3257.05,2475.36,55708.47
31/08/2018,2901.52,11680.5,3334.5,76677.53,7432.42,5406.85,12364.06,22865.15,27888.55,2322.88,3213.48,2345.85,58668.48
31/07/2018,2816.29,11356.5,3517.66,79220.43,7748.76,5511.3,12805.5,22553.72,28583.01,2295.26,3319.85,2321.11,57432.46
29/06/2018,2718.37,10714.3,3510.99,72762.51,7636.93,5323.53,12306,22304.51,28955.11,2326.13,3268.7,2295.95,57610.98
31/05/2018,2705.27,10736.15,3802.38,76753.62,7678.2,5398.4,12604.89,22201.82,30468.56,2423.01,3428.18,2302.88,56157.89
30/04/2018,2648.05,10739.35,3756.88,86115.5,7509.3,5520.5,12612.11,22467.87,30808.45,2515.38,3613.93,2307.02,58236.13
30/03/2018,2640.87,10113.7,3898.5,85365.56,7056.61,5167.3,12096.73,21454.3,30093.38,2445.85,3427.97,2270.98,55474.52
28/02/2018,2713.83,10492.85,4023.64,85353.59,7231.91,5320.49,12435.85,22068.24,30844.72,2427.36,3517.94,2296.8,58325.09
31/01/2018,2823.81,11027.7,4275.9,84912.7,7533.55,5481.93,13189.48,23098.29,32887.27,2566.46,3533.99,2289.99,59506.12
29/12/2017,2673.61,10530.7,4030.86,76402.08,7687.77,5312.56,12917.64,22764.94,29919.15,2467.49,3402.92,2109.74,59504.67
30/11/2017,2647.58,10226.55,4006.1,71970.99,7326.67,5372.79,13023.98,22724.96,29177.35,2476.37,3433.54,2100.62,59772.83
31/10/2017,2575.26,10335.3,4006.72,74308.49,7493.08,5503.29,13229.57,22011.61,28245.54,2523.43,3374.08,2064.31,58980.11
29/09/2017,2519.36,9788.6,3836.5,74293.51,7372.76,5329.81,12828.86,20356.28,27554.3,2394.47,3219.91,2077.19,55579.92
31/08/2017,2471.65,9917.9,3822.09,70835.05,7430.62,5085.59,12055.84,19646.24,27970.3,2363.19,3277.26,2022.22,56522.11
31/07/2017,2470.3,10077.1,3737.87,65920.36,7372,5093.77,12118.25,19925.18,27323.99,2402.71,3329.52,1919.53,55207.41
30/06/2017,2423.41,9520.9,3666.8,62899.97,7312.72,5120.68,12325.12,20033.43,25764.58,2391.79,3226.48,1879.5,51611.01
31/05/2017,2411.8,9621.25,3492.88,62711.47,7519.95,5283.63,12615.06,19650.57,25660.65,2347.38,3210.82,1900.38,53562.57
28/04/2017,2384.2,9304.05,3439.75,65403.25,7203.94,5267.33,12438.01,19196.74,24615.13,2205.44,3175.44,2016.71,53817.31
31/03/2017,2362.72,9173.75,3456.05,64984.07,7322.92,5122.51,12312.87,18909.26,24111.59,2160.23,3175.11,1995.9,52056.06
28/02/2017,2363.64,8879.6,3452.81,66662.1,7263.44,4858.58,11834.41,19118.99,23740.73,2091.64,3096.61,2035.77,51146.05
31/01/2017,2278.87,8561.3,3387.96,64670.78,7099.15,4748.9,11535.31,19041.34,23360.78,2067.57,3046.8,2217.39,52788.12
30/12/2016,2238.83,8185.8,3310.08,60227.28,7142.83,4862.31,11481.06,19114.37,22000.56,2026.46,2880.76,2232.72,50653.54
30/11/2016,2198.81,8224.5,3538,61906.36,6783.79,4578.34,10640.3,18308.48,22789.77,1983.48,2905.17,2104.91,50209.43
31/10/2016,2126.15,8625.7,3336.28,64924.52,6954.22,4509.26,10665.01,17425.02,22934.54,2008.19,2813.87,1989.64,50590.08
30/09/2016,2168.27,8611.15,3253.28,58367.05,6899.33,4448.26,10511.02,16449.84,23297.15,2043.63,2869.47,1978,51949.83
31/08/2016,2170.95,8786.2,3327.79,57901.11,6781.51,4438.22,10592.69,16887.4,22976.88,2034.65,2820.59,1971.59,52733.12
29/07/2016,2173.6,8638.5,3203.93,57308.21,6724.43,4439.81,10337.5,16569.27,21891.37,2016.19,2868.69,1944.62,52797.58
30/06/2016,2098.86,8287.75,3153.92,51526.93,6504.33,4237.48,9680.09,15575.92,20794.37,1970.35,2840.93,1891.09,52217.72
31/05/2016,2096.96,8160.1,3169.56,48471.71,6230.79,4505.62,10262.74,17234.98,20815.09,1983.4,2791.06,1899.01,53905.21
29/04/2016,2065.3,7849.8,3156.75,53910.51,6241.89,4428.96,10038.97,16666.05,21067.05,1994.15,2838.52,1953.05,52957.32
31/03/2016,2059.74,7738.4,3218.09,50055.27,6174.9,4385.06,9965.51,16758.67,20776.7,1995.85,2840.9,1871.15,52250.28
29/02/2016,1932.23,6987.05,2877.47,42793.86,6097.09,4353.55,9495.4,16026.76,19111.93,1916.66,2666.51,1840.17,49415.31
29/01/2016,1940.24,7563.55,2946.09,40405.99,6083.79,4417.02,9798.11,17518.3,19683.11,1912.06,2629.11,1784.92,49141.94
31/12/2015,2043.94,7946.35,3731,43349.96,6242.32,4637.06,10743.01,19033.71,21914.4,1961.31,2882.73,1761.36,50693.76
30/11/2015,2080.41,7935.25,3566.41,45120.36,6356.09,4957.6,11382.23,19747.47,21996.42,1991.97,2855.94,1771.05,51607.83
30/10/2015,2079.36,8065.8,3534.08,45868.82,6361.09,4897.66,10850.14,19083.1,22640.04,2029.47,2998.35,1711.53,53793.74
30/09/2015,1920.03,7948.9,3202.95,45059.34,6061.61,4455.29,9660.44,17388.15,20846.3,1962.81,2790.89,1642.97,50088.86
31/08/2015,1972.18,7971.3,3366.54,46625.52,6247.94,4652.95,10259.46,18890.48,21670.58,1941.49,2921.44,1733.17,49972.33
31/07/2015,2103.84,8532.85,3816.7,50864.77,6696.28,5082.61,11308.99,20585.24,24636.28,2030.16,3202.5,1669,52053.27
30/06/2015,2063.11,8368.5,4473,53080.88,6520.98,4790.2,10944.97,20235.73,26250.03,2074.2,3317.33,1654.55,51806.95
29/05/2015,2107.39,8433.65,4840.83,52760.48,6984.43,5007.89,11413.82,20563.15,27424.19,2114.8,3392.11,1609.19,52270.86
30/04/2015,2085.51,8181.5,4749.89,56229.38,6960.63,5046.49,11454.38,19520.01,28133,2127.17,3487.39,1688.34,54440.43
31/03/2015,2067.89,8491,4051.2,51150.16,6773.04,5033.64,11966.17,19206.99,24900.89,2041.03,3447.01,1626.18,52181.95
27/02/2015,2104.5,8901.85,3572.84,51583.09,6946.66,4951.48,11401.66,18797.94,24823.29,1985.8,3402.86,1758.97,53344.2
30/01/2015,1994.99,8808.9,3434.39,46907.68,6749.4,4604.25,10694.32,17674.39,24507.05,1949.26,3391.2,1647.69,51266.81
31/12/2014,2058.9,8282.7,3533.71,50007.41,6566.09,4272.75,9805.55,17450.77,23605.04,1915.59,3365.15,1396.61,49770.6
28/11/2014,2067.56,8588.25,2808.82,54724,6722.62,4390.18,9980.85,17459.85,23987.45,1980.78,3350.5,1533.68,49911.37
31/10/2014,2018.05,8322.2,2508.32,54628.6,6546.47,4233.09,9326.87,16413.76,23998.06,1964.43,3274.25,1488.47,49722.88
30/09/2014,1972.29,7964.8,2450.99,54115.98,6622.72,4416.24,9474.3,16173.52,22932.98,2020.09,3276.74,1411.07,49336.31
29/08/2014,2003.37,7954.35,2338.29,61288.15,6819.75,4381.04,9470.17,15424.59,24742.06,2068.54,3327.09,1400.71,50959.02
31/07/2014,1930.67,7721.3,2350.25,55829.41,6730.11,4246.14,9407.48,15620.77,24756.85,2076.12,3374.06,1379.61,51396.07
30/06/2014,1960.23,7611.35,2165.12,53168.22,6743.94,4422.84,9833.07,15162.1,23190.72,2002.21,3255.67,1476.38,50945.26
30/05/2014,1923.57,7229.95,2156.46,51239.34,6844.51,4519.57,9943.27,14632.38,23081.65,1994.96,3295.85,1432.03,49632.7
30/04/2014,1883.95,6696.4,2158.66,51626.69,6780.03,4487.39,9603.23,14304.11,22133.97,1961.79,3264.71,1306.01,48870.1
31/03/2014,1872.34,6704.2,2146.3,50414.92,6598.37,4391.5,9555.91,14827.83,22151.06,1985.61,3188.62,1369.29,47770.92
28/02/2014,1859.45,6276.95,2178.97,47094.4,6809.7,4408.08,9692.08,14841.07,22836.96,1979.99,3110.78,1444.71,47328.92
31/01/2014,1782.59,6089.5,2202.45,47638.99,6510.44,4165.72,9306.48,14914.53,22035.42,1941.15,3027.22,1454.45,45132.1
31/12/2013,1848.36,6304,2330.03,51507.16,6749.09,4295.95,9552.16,16291.31,23306.39,2011.34,3167.43,1504.08,46256.23
29/11/2013,1805.81,6176.1,2438.94,52482.49,6650.57,4295.21,9405.3,15661.87,23881.29,2044.87,3176.35,1479.35,44975.67
31/10/2013,1756.54,6299.15,2373.72,54256.2,6731.43,4299.89,9033.92,14327.94,23206.37,2030.09,3210.67,1510.21,45517.56
30/09/2013,1681.55,5735.3,2409.04,52338.19,6462.22,4143.44,8594.4,14455.8,22859.86,1996.96,3167.87,1462.82,44031.83
30/08/2013,1632.97,5471.8,2313.91,50011.75,6412.93,3933.78,8103.15,13388.86,21731.37,1926.36,3028.94,1364.65,42228.34
31/07/2013,1685.73,5742,2193.02,48234.49,6621.06,3992.69,8275.97,13668.32,21883.66,1914.03,3221.93,1375.79,41292.84
28/06/2013,1606.28,5842.2,2200.64,47457.13,6215.47,3738.91,7959.22,13677.32,20803.29,1863.32,3150.44,1330.46,39578.1
31/05/2013,1630.74,5985.95,2606.43,53506.08,6583.09,3948.59,8348.84,13774.54,22392.16,2001.05,3311.37,1350.17,42016.45
30/04/2013,1597.57,5930.2,2447.31,55910.37,6430.12,3856.75,7913.71,13860.86,22737.01,1963.95,3368.18,1385.88,38735
29/03/2013,1569.19,5682.55,2495.08,56352.09,6411.74,3731.42,7795.31,12397.91,22299.63,2004.89,3308.1,1438.57,39860.84
28/02/2013,1514.68,5693.05,2673.33,57424.29,6360.81,3723,7741.7,11559.36,23020.27,2026.49,3269.95,1486.04,39709.56
31/01/2013,1498.11,6034.75,2686.88,59761.49,6276.88,3732.6,7776.05,11138.66,23729.53,1961.94,3282.66,1546.76,40482.92
31/12/2012,1426.19,5905.1,2522.95,60952.08,5897.81,3641.07,7612.39,10395.18,22656.92,1997.05,3167.08,1474.72,39250.24
30/11/2012,1416.18,5879.85,2139.66,57474.57,5866.82,3557.28,7405.5,9446.01,22030.39,1932.9,3069.95,1405.97,38104.61
31/10/2012,1412.16,5619.7,2254.82,57068.18,5782.7,3429.27,7260.63,8928.29,21641.82,1912.06,3038.37,1425.7,37156.28
28/09/2012,1440.67,5703.3,2293.11,59175.86,5742.07,3354.82,7216.15,8870.16,20840.38,1996.21,3060.34,1458.26,35757.98
31/08/2012,1406.58,5258.5,2204.87,57061.45,5711.48,3413.07,6970.79,8839.91,19482.57,1905.12,3025.46,1422.91,35389.45
31/07/2012,1379.32,5229,2332.92,56097.05,5635.28,3291.66,6772.26,8695.06,19796.81,1881.99,3036.4,1407.02,34596.9
29/06/2012,1362.16,5278.9,2461.61,54354.63,5571.15,3196.65,6416.28,9006.78,19441.46,1854.01,2878.45,1387.52,33708.31
31/05/2012,1310.33,4924.25,2632.04,54490.41,5320.86,3017.01,6264.38,8542.73,18629.52,1843.47,2772.54,1305.84,33142.61
30/04/2012,1397.91,5248.15,2626.16,61820.26,5737.78,3212.8,6761.19,9520.89,21094.21,1981.99,2978.57,1473.5,34399.04
30/03/2012,1408.47,5295.55,2454.9,64510.97,5768.45,3423.81,6946.83,10083.56,20555.58,2014.04,3010.46,1517.34,33554.21
29/02/2012,1365.68,5385.2,2634.14,65811.73,5871.51,3452.45,6856.08,9723.24,21680.08,2030.25,2994.06,1597.67,34296
31/01/2012,1312.41,5199.25,2464.26,63072.31,5681.61,3298.55,6458.91,8802.51,20390.49,1955.79,2906.69,1514.03,33792.48
30/12/2011,1257.61,4624.3,2345.74,56754.08,5572.28,3159.81,5898.35,8455.35,18434.39,1825.74,2646.35,1402.23,31985.67
30/11/2011,1246.96,4832.05,2521.52,56874.98,5505.42,3154.62,6088.84,8434.61,17989.35,1847.51,2702.46,1499.62,32812.64
31/10/2011,1253.3,5326.6,2695.31,58338.39,5544.22,3242.84,6141.34,8988.39,19864.87,1909.03,2855.77,1498.6,32348.54
30/09/2011,1131.42,4943.25,2581.35,52324.42,5128.48,2981.96,5502.02,8700.29,17592.41,1769.65,2675.16,1366.54,29674.2
31/08/2011,1218.89,5001,2846.78,56495.12,5394.53,3256.76,5784.85,8955.2,20534.85,1880.11,2885.26,1546.05,31005.5
29/07/2011,1292.28,5482,2972.08,58823.45,5815.19,3671.28,7158.77,9833.03,22440.25,2133.21,3189.26,1705.18,31208.04
30/06/2011,1320.64,5647.4,3044.09,62403.64,5945.71,3982.21,7376.24,9816.09,22398.1,2100.69,3120.44,1666.59,31864.54
31/05/2011,1345.2,5560.15,3001.56,64620.08,5989.99,4006.94,7293.69,9693.73,23684.13,2142.47,3159.93,1666.3,32565.73
29/04/2011,1363.61,5749.5,3192.72,66132.86,6069.9,4106.92,7514.46,9849.74,23720.81,2192.36,3179.86,1741.84,32836.23
31/03/2011,1325.83,5833.75,3223.29,68586.7,5908.76,3989.18,7041.31,9755.1,23527.52,2106.7,3105.85,1813.59,32204.06
28/02/2011,1327.22,5333.25,3239.56,67383.22,5994.01,4110.35,7272.32,10624.09,23338.02,1939.3,3010.51,1777.84,32272.09
31/01/2011,1286.12,5505.9,3076.51,66574.88,5862.94,4005.5,7077.48,10237.92,23447.34,2069.73,3179.72,1723.42,31398.75
31/12/2010,1257.64,6134.5,3128.26,69304.81,5899.94,3804.78,6914.19,10228.92,23035.45,2051,3190.04,1687.99,32118.89
30/11/2010,1180.55,5862.7,3136.99,67705.4,5528.27,3610.44,6688.49,9937.04,23007.99,1904.63,3144.7,1565.52,30266.4
29/10/2010,1183.26,6017.7,3379.98,70673.3,5675.16,3833.5,6601.37,9202.45,23096.32,1882.95,3142.62,1523.39,30430.9
30/09/2010,1141.2,6029.95,2935.57,69429.78,5548.62,3715.18,6229.02,9369.35,22358.17,1872.81,3097.63,1440.3,29456.04
31/08/2010,1049.33,5402.4,2903.19,65145.45,5225.22,3490.79,5925.22,8824.06,20536.49,1742.75,2950.33,1368.9,27253.87
30/07/2010,1101.6,5367.6,2868.85,67515.4,5258.02,3643.14,6147.97,9537.3,21029.81,1759.33,2987.7,1397.12,28355.21
30/06/2010,1030.71,5312.5,2563.07,60935.9,4916.87,3442.89,5965.52,9382.64,20128.99,1698.29,2835.51,1309.31,26258.82
31/05/2010,1089.41,5086.3,2773.26,63046.51,5188.43,3507.56,5964.33,9768.7,19765.19,1641.25,2752.6,1332.62,27145.36
30/04/2010,1186.69,5278,3067.37,67529.73,5553.29,3816.99,6135.7,11057.4,21108.59,1741.56,2974.61,1436.04,28635.76
31/03/2010,1169.43,5249.1,3345.61,70371.54,5679.64,3974.01,6153.55,11089.94,21239.35,1692.85,2887.46,1450.15,28747.56
26/02/2010,1104.49,4922.3,3281.67,66503.27,5354.52,3708.8,5598.46,10126.03,20608.7,1594.58,2750.86,1332.64,26764.61
29/01/2010,1073.87,4882.05,3204.16,65401.77,5188.52,3739.46,5608.79,10198.04,20121.99,1602.43,2745.35,1419.42,26675.95
31/12/2009,1115.1,5201.05,3575.68,68588.41,5412.88,3936.33,5957.43,10546.44,21872.5,1682.77,2897.62,1370.01,27666.45
30/11/2009,1095.63,5032.7,3511.67,67044.44,5190.68,3680.15,5625.95,9345.55,21821.5,1555.6,2732.12,1284.95,26894.74
30/10/2009,1036.2,4711.7,3280.37,61545.5,5044.55,3607.69,5414.96,10034.74,21752.87,1580.69,2651.13,1237.18,26360.55
30/09/2009,1057.08,5083.95,3004.81,61517.89,5133.9,3795.41,5675.16,10133.23,20955.25,1673.14,2672.57,1197.2,24910.85
31/08/2009,1020.63,4662.1,2830.27,56488.98,4908.9,3653.54,5464.61,10492.53,19724.19,1591.85,2592.9,1091.98,24929.42
31/07/2009,987.48,4636.45,3734.62,54765.72,4608.36,3426.27,5332.14,10356.83,20573.33,1557.29,2659.2,1053.3,24258.51
30/06/2009,919.32,4291.1,3166.47,51465.46,4249.21,3140.44,4808.64,9958.44,18378.73,1390.07,2333.14,971.55,22049.42
29/05/2009,919.14,4448.95,2759.71,53197.73,4417.94,3277.65,4940.82,9522.5,18171,1395.89,2329.08,1123.38,22770.62
30/04/2009,872.81,3473.95,2622.93,47289.53,4243.71,3159.85,4769.45,8828.26,15520.99,1369.36,1920.28,920.35,20647.03
31/03/2009,797.87,3020.95,2507.79,40925.87,3926.14,2807.34,4084.76,8109.53,13576.02,1206.26,1699.99,772.93,20363.91
27/02/2009,735.09,2763.65,2140.49,38183.31,3830.09,2702.48,3843.74,7568.42,12811.57,1063.03,1594.87,666.05,18465.33
30/01/2009,825.88,2874.8,2032.68,39300.79,4149.64,2973.92,4338.35,7994.05,13278.21,1162.11,1746.47,624.9,20570.05
31/12/2008,903.25,2959.15,1817.72,37550.31,4434.17,3217.97,4810.2,8859.56,14387.48,1124.47,1761.56,619.53,21509.2
28/11/2008,896.24,2755.1,1829.92,36595.87,4288.01,3262.68,4669.44,8512.27,13888.24,1076.07,1732.57,611.32,21209.49
31/10/2008,968.75,2885.6,1663.66,37256.84,4377.34,3487.07,4987.97,8576.98,13968.67,1113.06,1794.2,731.96,20991.72
30/09/2008,1166.36,3921.2,2243.66,49541.27,4902.45,4032.1,5831.02,11259.86,18016.21,1448.06,2358.91,1027.66,23835.97
