Month,USA (S&P500),India (Nifty),China,Brazil,UK,France,Germany,Japan,Hong Kong,S Korea,Singapore,Russia,S Africa
28/02/1975,81.59,,,,,,488.3,4273.39,252.67,,,,
31/01/1975,76.98,,,,,,446.6,3957.53,220.23,,,,
31/12/1974,68.56,,,,,,401.8,3836.93,171.11,,,,
29/11/1974,69.97,,,,,,401.1,3927.49,174.85,,,,
31/10/1974,73.9,,,,,,384.9,3594.55,224.42,,,,
30/09/1974,63.54,,,,,,376.6,3950,212.59,,,,
30/08/1974,72.15,,,,,,395.4,4069.68,259.66,,,,
31/07/1974,79.31,,,,,,395.7,4492.42,338.15,,,,
28/06/1974,86,,,,,,397.3,4602.87,399.36,,,,
31/05/1974,87.28,,,,,,413.1,4772.66,401.16,,,,
30/04/1974,90.31,,,,,,425,4622.35,300,,,,
29/03/1974,93.98,,,,,,399.9,4466.14,337.78,,,,
28/02/1974,96.22,,,,,,400.3,4486.58,387.2,,,,
31/01/1974,96.57,,,,,,433.4,4449.9,452.98,,,,
31/12/1973,97.55,,,,,,396.3,4306.8,433.68,,,,
30/11/1973,95.96,,,,,,409.6,4461.84,514.71,,,,
31/10/1973,108.29,,,,,,470.7,4699.73,631.99,,,,
28/09/1973,108.43,,,,,,435.5,4617.33,532.9,,,,
31/08/1973,104.25,,,,,,448.9,4882.09,600.15,,,,
31/07/1973,108.22,,,,,,448.9,5041.18,698.15,,,,
29/06/1973,104.26,,,,,,474.8,4675.12,623.19,,,,
31/05/1973,104.95,,,,,,485.7,4557.36,763.91,,,,
30/04/1973,106.97,,,,,,542.5,4570.33,734.83,,,,
30/03/1973,111.52,,,,,,572.5,5233.79,1301.13,,,,
28/02/1973,111.68,,,,,,543.2,5121.32,1625.63,,,,
31/01/1973,116.03,,,,,,558.1,5165.24,971.87,,,,
29/12/1972,118.05,,,,,,536.4,5207.94,843.4,,,,
30/11/1972,116.67,,,,,,549.3,4868.96,664.91,,,,
31/10/1972,111.58,,,,,,545.2,4537.99,639.59,,,,
29/09/1972,110.55,,,,,,555,4320.63,496.55,,,,
31/08/1972,111.09,,,,,,574.6,4066.78,450.24,,,,
31/07/1972,107.39,,,,,,586.5,3938.4,497.01,,,,
30/06/1972,107.14,,,,,,549.3,3710.7,440.06,,,,
31/05/1972,109.53,,,,,,562.5,3636.79,421.13,,,,
28/04/1972,107.67,,,,,,548.5,3339.08,390.29,,,,
31/03/1972,107.2,,,,,,560.4,3187.62,354.63,,,,
29/02/1972,106.57,,,,,,544,3021.98,342.79,,,,
31/01/1972,103.94,,,,,,503.8,2856.5,329.55,,,,
31/12/1971,102.09,,,,,,473.5,2713.74,341.36,,,,
30/11/1971,93.99,,,,,,447.5,2442.71,284.74,,,,
29/10/1971,94.23,,,,,,441.6,2278.46,364.22,,,,
30/09/1971,98.34,,,,,,480,2428.25,363.76,,,,
31/08/1971,99.03,,,,,,499.8,2297.06,343.31,,,,
30/07/1971,95.58,,,,,,523.7,2661.59,288.23,,,,
30/06/1971,99.7,,,,,,506.2,2637.35,292.48,,,,
31/05/1971,99.63,,,,,,515.6,2456.33,240.17,,,,
30/04/1971,103.95,,,,,,503.9,2468.18,222.87,,,,
31/03/1971,100.31,,,,,,538.5,2403.3,210.81,,,,
26/02/1971,96.75,,,,,,533.5,2232.42,209.16,,,,
29/01/1971,95.88,,,,,,511.9,2100.9,220.59,,,,
31/12/1970,92.15,,,,,,443.9,1987.14,211.64,,,,
30/11/1970,87.2,,,,,,458.2,1990.47,198.86,,,,
30/10/1970,83.25,,,,,,477.2,2114.2,191.54,,,,
30/09/1970,84.21,,,,,,486.7,2065.44,198.55,,,,
31/08/1970,81.52,,,,,,496.6,2132.21,201.15,,,,
31/07/1970,78.05,,,,,,492.5,2159.16,194.53,,,,
30/06/1970,72.72,,,,,,464.8,2138.11,181.37,,,,
29/05/1970,76.55,,,,,,485.8,2026.14,173.02,,,,
30/04/1970,81.52,,,,,,532.9,2114.32,178.58,,,,
31/03/1970,89.63,,,,,,572.7,2523.75,179.63,,,,
27/02/1970,89.5,,,,,,564.5,2380.29,174.06,,,,
30/01/1970,85.02,,,,,,582.2,2296.43,164.11,,,,
31/12/1969,92.06,,,,,,622.4,,155.47,,,,
28/11/1969,93.81,,,,,,656.7,,157.01,,,,
31/10/1969,97.24,,,,,,627.3,,160.05,,,,
30/09/1969,93.12,,,,,,601.5,,141.41,,,,
29/08/1969,95.51,,,,,,610.4,,118.63,,,,
31/07/1969,91.83,,,,,,568.8,,118.63,,,,
30/06/1969,97.71,,,,,,588.8,,119.76,,,,
30/05/1969,103.46,,,,,,622.3,,114.6,,,,
30/04/1969,103.69,,,,,,581.2,,114.6,,,,
31/03/1969,101.51,,,,,,581.4,,112.53,,,,
28/02/1969,98.13,,,,,,571.9,,115.39,,,,
31/01/1969,103.01,,,,,,591.4,,116.51,,,,
31/12/1968,103.86,,,,,,555.6,,107.55,,,,
29/11/1968,108.37,,,,,,560.1,,98.15,,,,
31/10/1968,103.41,,,,,,581.9,,98.15,,,,
30/09/1968,102.67,,,,,,567.3,,87.16,,,,
30/08/1968,98.86,,,,,,591.2,,82.77,,,,
31/07/1968,97.74,,,,,,585.7,,82.77,,,,
28/06/1968,99.58,,,,,,591.4,,71.34,,,,
31/05/1968,98.68,,,,,,557.5,,71.34,,,,
30/04/1968,97.59,,,,,,562.2,,67.12,,,,
29/03/1968,90.2,,,,,,535.6,,64.46,,,,
29/02/1968,89.36,,,,,,522.2,,64.46,,,,
31/01/1968,92.24,,,,,,524.6,,67.57,,,,
29/12/1967,96.47,,,,,,503.2,,66.36,,,,
30/11/1967,94,,,,,,484.8,,66.36,,,,
31/10/1967,93.9,,,,,,466.8,,67.2,,,,
29/09/1967,96.71,,,,,,442.5,,58.61,,,,
31/08/1967,93.64,,,,,,436.5,,58.61,,,,
31/07/1967,94.75,,,,,,388.3,,63.08,,,,
30/06/1967,90.64,,,,,,362,,60.15,,,,
31/05/1967,89.08,,,,,,373.5,,66.73,,,,
28/04/1967,94.01,,,,,,367.5,,76.87,,,,
31/03/1967,90.2,,,,,,388.4,,76.87,,,,
28/02/1967,86.78,,,,,,374.3,,79.12,,,,
31/01/1967,86.61,,,,,,364.2,,79.83,,,,
30/12/1966,80.33,,,,,,333.4,,81.25,,,,
30/11/1966,80.45,,,,,,343.8,,81.25,,,,
31/10/1966,80.2,,,,,,341.3,,79.1,,,,
30/09/1966,76.56,,,,,,367.3,,79.57,,,,
31/08/1966,77.1,,,,,,356.2,,80.51,,,,
29/07/1966,83.6,,,,,,338.7,,83.77,,,,
30/06/1966,84.74,,,,,,362.5,,83.77,,,,
31/05/1966,86.13,,,,,,400.2,,82.15,,,,
29/04/1966,91.06,,,,,,410.8,,83.05,,,,
31/03/1966,89.23,,,,,,429.8,,83.05,,,,
28/02/1966,91.22,,,,,,449,,85.81,,,,
31/01/1966,92.88,,,,,,445,,84.82,,,,
31/12/1965,92.43,,,,,,422.4,,82.14,,,,
30/11/1965,91.61,,,,,,426,,77.95,,,,
29/10/1965,92.42,,,,,,440.4,,81,,,,
30/09/1965,89.96,,,,,,461.8,,81,,,,
31/08/1965,87.17,,,,,,459.9,,84.26,,,,
30/07/1965,85.25,,,,,,459.2,,86.1,,,,
30/06/1965,84.12,,,,,,434.3,,86.1,,,,
31/05/1965,88.42,,,,,,465,,85.23,,,,
30/04/1965,89.11,,,,,,456,,90.33,,,,
31/03/1965,86.16,,,,,,450.7,,91.49,,,,
26/02/1965,87.43,,,,,,472.8,,101.45,,,,
29/01/1965,87.56,,,,,,489,,101.45,,,,
31/12/1964,84.75,,,,,,477.9,,101.45,,,,
30/11/1964,84.42,,,,,,472.8,,101.42,,,,
30/10/1964,84.86,,,,,,479.8,,101.21,,,,
30/09/1964,84.18,,,,,,505.5,,101.21,,,,
31/08/1964,81.83,,,,,,518.5,,98.81,,,,
31/07/1964,83.18,,,,,,502.7,,100,,,,
30/06/1964,81.69,,,,,,485.5,,,,,,
29/05/1964,80.37,,,,,,482.3,,,,,,
30/04/1964,79.46,,,,,,500.4,,,,,,
31/03/1964,78.98,,,,,,509.7,,,,,,
28/02/1964,77.8,,,,,,488.6,,,,,,
31/01/1964,77.04,,,,,,475.6,,,,,,
31/12/1963,75.02,,,,,,438.9,,,,,,
29/11/1963,73.23,,,,,,423.1,,,,,,
31/10/1963,74.01,,,,,,436.7,,,,,,
30/09/1963,71.7,,,,,,452.2,,,,,,
30/08/1963,72.5,,,,,,453.2,,,,,,
31/07/1963,69.13,,,,,,433,,,,,,
28/06/1963,69.37,,,,,,423.4,,,,,,
31/05/1963,70.8,,,,,,437.1,,,,,,
30/04/1963,69.8,,,,,,380.6,,,,,,
29/03/1963,66.57,,,,,,364.2,,,,,,
28/02/1963,64.29,,,,,,349.6,,,,,,
31/01/1963,66.2,,,,,,367,,,,,,
31/12/1962,63.1,,,,,,386.3,,,,,,
30/11/1962,62.26,,,,,,404.1,,,,,,
31/10/1962,56.52,,,,,,349.6,,,,,,
28/09/1962,56.27,,,,,,354.5,,,,,,
31/08/1962,59.12,,,,,,383.1,,,,,,
31/07/1962,58.23,,,,,,360.7,,,,,,
29/06/1962,54.75,,,,,,374.7,,,,,,
31/05/1962,59.63,,,,,,399.6,,,,,,
30/04/1962,65.24,,,,,,448.4,,,,,,
30/03/1962,69.55,,,,,,467,,,,,,
28/02/1962,69.96,,,,,,473.1,,,,,,
31/01/1962,68.84,,,,,,478.4,,,,,,
29/12/1961,71.55,,,,,,489.8,,,,,,
30/11/1961,71.32,,,,,,509.9,,,,,,
31/10/1961,68.62,,,,,,501.6,,,,,,
29/09/1961,66.73,,,,,,477.4,,,,,,
31/08/1961,68.07,,,,,,474.9,,,,,,
31/07/1961,66.76,,,,,,525.3,,,,,,
30/06/1961,64.64,,,,,,554.1,,,,,,
31/05/1961,66.56,,,,,,572.5,,,,,,
28/04/1961,65.31,,,,,,541.7,,,,,,
31/03/1961,65.06,,,,,,536.2,,,,,,
28/02/1961,63.44,,,,,,539.2,,,,,,
31/01/1961,61.78,,,,,,531.8,,,,,,
30/12/1960,58.11,,,,,,534.1,,,,,,
30/11/1960,55.54,,,,,,538.4,,,,,,
31/10/1960,53.39,,,,,,543.1,,,,,,
30/09/1960,53.52,,,,,,551,,,,,,
31/08/1960,56.96,,,,,,589.2,,,,,,
29/07/1960,55.51,,,,,,527.4,,,,,,
30/06/1960,56.92,,,,,,533.3,,,,,,
31/05/1960,55.83,,,,,,463.9,,,,,,
29/04/1960,54.37,,,,,,431,,,,,,
31/03/1960,55.34,,,,,,411.6,,,,,,
29/02/1960,56.12,,,,,,410.2,,,,,,
29/01/1960,55.61,,,,,,417.2,,,,,,
31/12/1959,59.89,,,,,,417.8,,,,,,
30/11/1959,58.28,,,,,,379.5,,,,,,
30/10/1959,57.52,,,,,,369.6,,,,,,
30/09/1959,56.88,,,,,,,,,,,,
31/08/1959,59.6,,,,,,,,,,,,
31/07/1959,60.51,,,,,,,,,,,,
30/06/1959,58.47,,,,,,,,,,,,
29/05/1959,58.68,,,,,,,,,,,,
30/04/1959,57.59,,,,,,,,,,,,
31/03/1959,55.44,,,,,,,,,,,,
27/02/1959,55.41,,,,,,,,,,,,
30/01/1959,55.42,,,,,,,,,,,,
31/12/1958,55.21,,,,,,,,,,,,
28/11/1958,52.48,,,,,,,,,,,,
31/10/1958,51.33,,,,,,,,,,,,
30/09/1958,50.06,,,,,,,,,,,,
29/08/1958,47.75,,,,,,,,,,,,
31/07/1958,47.19,,,,,,,,,,,,
30/06/1958,45.24,,,,,,,,,,,,
30/05/1958,44.09,,,,,,,,,,,,
30/04/1958,43.44,,,,,,,,,,,,
31/03/1958,42.1,,,,,,,,,,,,
28/02/1958,40.84,,,,,,,,,,,,
31/01/1958,41.7,,,,,,,,,,,,
31/12/1957,39.99,,,,,,,,,,,,
29/11/1957,41.72,,,,,,,,,,,,
31/10/1957,41.06,,,,,,,,,,,,
30/09/1957,42.42,,,,,,,,,,,,
30/08/1957,45.22,,,,,,,,,,,,
31/07/1957,47.91,,,,,,,,,,,,
28/06/1957,47.37,,,,,,,,,,,,
31/05/1957,47.43,,,,,,,,,,,,
30/04/1957,45.74,,,,,,,,,,,,
29/03/1957,44.11,,,,,,,,,,,,
28/02/1957,43.26,,,,,,,,,,,,
31/01/1957,44.72,,,,,,,,,,,,
31/12/1956,46.67,,,,,,,,,,,,
30/11/1956,45.08,,,,,,,,,,,,
31/10/1956,45.58,,,,,,,,,,,,
28/09/1956,45.35,,,,,,,,,,,,
31/08/1956,47.51,,,,,,,,,,,,
31/07/1956,49.39,,,,,,,,,,,,
29/06/1956,46.97,,,,,,,,,,,,
31/05/1956,45.2,,,,,,,,,,,,
30/04/1956,48.38,,,,,,,,,,,,
30/03/1956,48.48,,,,,,,,,,,,
29/02/1956,45.34,,,,,,,,,,,,
31/01/1956,43.82,,,,,,,,,,,,
30/12/1955,45.48,,,,,,,,,,,,
30/11/1955,45.51,,,,,,,,,,,,
31/10/1955,42.34,,,,,,,,,,,,
30/09/1955,43.67,,,,,,,,,,,,
31/08/1955,43.18,,,,,,,,,,,,
29/07/1955,43.52,,,,,,,,,,,,
30/06/1955,41.03,,,,,,,,,,,,
31/05/1955,37.91,,,,,,,,,,,,
29/04/1955,37.96,,,,,,,,,,,,
31/03/1955,36.58,,,,,,,,,,,,
28/02/1955,36.76,,,,,,,,,,,,
31/01/1955,36.63,,,,,,,,,,,,
31/12/1954,35.98,,,,,,,,,,,,
30/11/1954,34.24,,,,,,,,,,,,
29/10/1954,31.68,,,,,,,,,,,,
30/09/1954,32.31,,,,,,,,,,,,
31/08/1954,29.83,,,,,,,,,,,,
30/07/1954,30.88,,,,,,,,,,,,
30/06/1954,29.21,,,,,,,,,,,,
31/05/1954,29.19,,,,,,,,,,,,
30/04/1954,28.26,,,,,,,,,,,,
31/03/1954,26.94,,,,,,,,,,,,
26/02/1954,26.15,,,,,,,,,,,,
29/01/1954,26.08,,,,,,,,,,,,
31/12/1953,24.81,,,,,,,,,,,,
30/11/1953,24.76,,,,,,,,,,,,
30/10/1953,24.54,,,,,,,,,,,,
30/09/1953,23.35,,,,,,,,,,,,
31/08/1953,23.32,,,,,,,,,,,,
31/07/1953,24.75,,,,,,,,,,,,
30/06/1953,24.14,,,,,,,,,,,,
29/05/1953,24.54,,,,,,,,,,,,
30/04/1953,24.62,,,,,,,,,,,,
31/03/1953,25.29,,,,,,,,,,,,
27/02/1953,25.9,,,,,,,,,,,,
30/01/1953,26.38,,,,,,,,,,,,
31/12/1952,26.57,,,,,,,,,,,,
28/11/1952,25.66,,,,,,,,,,,,
31/10/1952,24.52,,,,,,,,,,,,
30/09/1952,24.54,,,,,,,,,,,,
29/08/1952,25.03,,,,,,,,,,,,
31/07/1952,25.4,,,,,,,,,,,,
30/06/1952,24.96,,,,,,,,,,,,
30/05/1952,23.86,,,,,,,,,,,,
30/04/1952,23.32,,,,,,,,,,,,
31/03/1952,24.37,,,,,,,,,,,,
29/02/1952,23.26,,,,,,,,,,,,
31/01/1952,24.14,,,,,,,,,,,,
31/12/1951,23.77,,,,,,,,,,,,
30/11/1951,22.88,,,,,,,,,,,,
31/10/1951,22.94,,,,,,,,,,,,
28/09/1951,23.26,,,,,,,,,,,,
31/08/1951,23.28,,,,,,,,,,,,
31/07/1951,22.4,,,,,,,,,,,,
29/06/1951,20.96,,,,,,,,,,,,
31/05/1951,21.52,,,,,,,,,,,,
30/04/1951,22.43,,,,,,,,,,,,
30/03/1951,21.48,,,,,,,,,,,,
28/02/1951,21.8,,,,,,,,,,,,
31/01/1951,21.66,,,,,,,,,,,,
29/12/1950,20.43,,,,,,,,,,,,
30/11/1950,19.51,,,,,,,,,,,,
31/10/1950,19.53,,,,,,,,,,,,
29/09/1950,19.45,,,,,,,,,,,,
31/08/1950,18.42,,,,,,,,,,,,
31/07/1950,17.84,,,,,,,,,,,,
30/06/1950,17.69,,,,,,,,,,,,
31/05/1950,18.78,,,,,,,,,,,,
28/04/1950,17.96,,,,,,,,,,,,
31/03/1950,17.29,,,,,,,,,,,,
28/02/1950,17.22,,,,,,,,,,,,
31/01/1950,17.05,,,,,,,,,,,,
30/12/1949,16.79,,,,,,,,,,,,
30/11/1949,16.06,,,,,,,,,,,,
31/10/1949,16.04,,,,,,,,,,,,
30/09/1949,15.58,,,,,,,,,,,,
31/08/1949,15.22,,,,,,,,,,,,
29/07/1949,15.04,,,,,,,,,,,,
30/06/1949,14.16,,,,,,,,,,,,
31/05/1949,14.19,,,,,,,,,,,,
29/04/1949,14.71,,,,,,,,,,,,
31/03/1949,15.06,,,,,,,,,,,,
28/02/1949,14.62,,,,,,,,,,,,
31/01/1949,15.22,,,,,,,,,,,,
31/12/1948,15.2,,,,,,,,,,,,
30/11/1948,14.75,,,,,,,,,,,,
29/10/1948,16.5,,,,,,,,,,,,
30/09/1948,15.49,,,,,,,,,,,,
31/08/1948,15.97,,,,,,,,,,,,
30/07/1948,15.85,,,,,,,,,,,,
30/06/1948,16.74,,,,,,,,,,,,
31/05/1948,16.69,,,,,,,,,,,,
30/04/1948,15.48,,,,,,,,,,,,
31/03/1948,15.08,,,,,,,,,,,,
27/02/1948,13.93,,,,,,,,,,,,
30/01/1948,14.68,,,,,,,,,,,,
31/12/1947,15.3,,,,,,,,,,,,
28/11/1947,14.98,,,,,,,,,,,,
31/10/1947,15.43,,,,,,,,,,,,
30/09/1947,15.11,,,,,,,,,,,,
29/08/1947,15.32,,,,,,,,,,,,
31/07/1947,15.76,,,,,,,,,,,,
30/06/1947,15.21,,,,,,,,,,,,
30/05/1947,14.45,,,,,,,,,,,,
30/04/1947,14.58,,,,,,,,,,,,
31/03/1947,15.17,,,,,,,,,,,,
28/02/1947,15.43,,,,,,,,,,,,
31/01/1947,15.66,,,,,,,,,,,,
31/12/1946,15.3,,,,,,,,,,,,
29/11/1946,14.68,,,,,,,,,,,,
31/10/1946,14.84,,,,,,,,,,,,
30/09/1946,14.96,,,,,,,,,,,,
30/08/1946,16.65,,,,,,,,,,,,
31/07/1946,17.96,,,,,,,,,,,,
28/06/1946,18.43,,,,,,,,,,,,
31/05/1946,19.18,,,,,,,,,,,,
30/04/1946,18.76,,,,,,,,,,,,
29/03/1946,18.04,,,,,,,,,,,,
28/02/1946,17.28,,,,,,,,,,,,
31/01/1946,18.57,,,,,,,,,,,,
31/12/1945,17.36,,,,,,,,,,,,
30/11/1945,17.19,,,,,,,,,,,,
31/10/1945,16.65,,,,,,,,,,,,
28/09/1945,16.05,,,,,,,,,,,,
31/08/1945,15.51,,,,,,,,,,,,
31/07/1945,14.66,,,,,,,,,,,,
29/06/1945,14.87,,,,,,,,,,,,
31/05/1945,15.01,,,,,,,,,,,,
30/04/1945,14.84,,,,,,,,,,,,
30/03/1945,13.61,,,,,,,,,,,,
28/02/1945,14.3,,,,,,,,,,,,
31/01/1945,13.47,,,,,,,,,,,,
29/12/1944,13.28,,,,,,,,,,,,
30/11/1944,12.83,,,,,,,,,,,,
31/10/1944,12.78,,,,,,,,,,,,
29/09/1944,12.74,,,,,,,,,,,,
31/08/1944,12.82,,,,,,,,,,,,
31/07/1944,12.71,,,,,,,,,,,,
30/06/1944,12.98,,,,,,,,,,,,
31/05/1944,12.35,,,,,,,,,,,,
28/04/1944,11.87,,,,,,,,,,,,
31/03/1944,12.02,,,,,,,,,,,,
29/02/1944,11.82,,,,,,,,,,,,
31/01/1944,11.85,,,,,,,,,,,,
31/12/1943,11.67,,,,,,,,,,,,
30/11/1943,11.02,,,,,,,,,,,,
29/10/1943,11.91,,,,,,,,,,,,
30/09/1943,12.08,,,,,,,,,,,,
31/08/1943,11.8,,,,,,,,,,,,
30/07/1943,11.85,,,,,,,,,,,,
30/06/1943,12.35,,,,,,,,,,,,
31/05/1943,12.05,,,,,,,,,,,,
30/04/1943,11.59,,,,,,,,,,,,
31/03/1943,11.58,,,,,,,,,,,,
26/02/1943,10.97,,,,,,,,,,,,
29/01/1943,10.44,,,,,,,,,,,,
31/12/1942,9.77,,,,,,,,,,,,
30/11/1942,9.29,,,,,,,,,,,,
30/10/1942,9.36,,,,,,,,,,,,
30/09/1942,8.85,,,,,,,,,,,,
31/08/1942,8.62,,,,,,,,,,,,
31/07/1942,8.56,,,,,,,,,,,,
30/06/1942,8.3,,,,,,,,,,,,
29/05/1942,8.15,,,,,,,,,,,,
30/04/1942,7.66,,,,,,,,,,,,
31/03/1942,8.01,,,,,,,,,,,,
27/02/1942,8.59,,,,,,,,,,,,
30/01/1942,8.85,,,,,,,,,,,,
31/12/1941,8.69,,,,,,,,,,,,
28/11/1941,9.12,,,,,,,,,,,,
31/10/1941,9.5,,,,,,,,,,,,
30/09/1941,10.2,,,,,,,,,,,,
29/08/1941,10.28,,,,,,,,,,,,
31/07/1941,10.39,,,,,,,,,,,,
30/06/1941,9.85,,,,,,,,,,,,
30/05/1941,9.38,,,,,,,,,,,,
30/04/1941,9.31,,,,,,,,,,,,
31/03/1941,9.96,,,,,,,,,,,,
28/02/1941,9.92,,,,,,,,,,,,
31/01/1941,10.07,,,,,,,,,,,,
31/12/1940,10.58,,,,,,,,,,,,
29/11/1940,10.57,,,,,,,,,,,,
31/10/1940,11.08,,,,,,,,,,,,
30/09/1940,10.66,,,,,,,,,,,,
30/08/1940,10.5,,,,,,,,,,,,
31/07/1940,10.29,,,,,,,,,,,,
28/06/1940,9.98,,,,,,,,,,,,
31/05/1940,9.27,,,,,,,,,,,,
30/04/1940,12.19,,,,,,,,,,,,
29/03/1940,12.18,,,,,,,,,,,,
29/02/1940,12.13,,,,,,,,,,,,
31/01/1940,12.05,,,,,,,,,,,,
29/12/1939,12.46,,,,,,,,,,,,
30/11/1939,12.2,,,,,,,,,,,,
31/10/1939,12.83,,,,,,,,,,,,
29/09/1939,12.79,,,,,,,,,,,,
31/08/1939,11.18,,,,,,,,,,,,
31/07/1939,12.04,,,,,,,,,,,,
30/06/1939,10.86,,,,,,,,,,,,
31/05/1939,11.6,,,,,,,,,,,,
28/04/1939,10.93,,,,,,,,,,,,
31/03/1939,10.98,,,,,,,,,,,,
28/02/1939,12.7,,,,,,,,,,,,
31/01/1939,12.3,,,,,,,,,,,,
30/12/1938,13.14,,,,,,,,,,,,
30/11/1938,12.73,,,,,,,,,,,,
31/10/1938,13.17,,,,,,,,,,,,
30/09/1938,12.24,,,,,,,,,,,,
31/08/1938,12.06,,,,,,,,,,,,
29/07/1938,12.33,,,,,,,,,,,,
30/06/1938,11.56,,,,,,,,,,,,
31/05/1938,9.27,,,,,,,,,,,,
29/04/1938,9.78,,,,,,,,,,,,
31/03/1938,8.5,,,,,,,,,,,,
28/02/1938,11.34,,,,,,,,,,,,
31/01/1938,10.69,,,,,,,,,,,,
31/12/1937,10.55,,,,,,,,,,,,
30/11/1937,11.11,,,,,,,,,,,,
29/10/1937,12.35,,,,,,,,,,,,
30/09/1937,13.76,,,,,,,,,,,,
31/08/1937,16.04,,,,,,,,,,,,
30/07/1937,16.77,,,,,,,,,,,,
30/06/1937,15.4,,,,,,,,,,,,
31/05/1937,16.26,,,,,,,,,,,,
30/04/1937,16.43,,,,,,,,,,,,
31/03/1937,17.92,,,,,,,,,,,,
26/02/1937,18.06,,,,,,,,,,,,
29/01/1937,17.77,,,,,,,,,,,,
31/12/1936,17.18,,,,,,,,,,,,
30/11/1936,17.28,,,,,,,,,,,,
30/10/1936,17.23,,,,,,,,,,,,
30/09/1936,16.01,,,,,,,,,,,,
31/08/1936,15.99,,,,,,,,,,,,
31/07/1936,15.85,,,,,,,,,,,,
30/06/1936,14.84,,,,,,,,,,,,
29/05/1936,14.4,,,,,,,,,,,,
30/04/1936,13.77,,,,,,,,,,,,
31/03/1936,14.92,,,,,,,,,,,,
28/02/1936,14.6,,,,,,,,,,,,
31/01/1936,14.31,,,,,,,,,,,,
31/12/1935,13.43,,,,,,,,,,,,
29/11/1935,12.94,,,,,,,,,,,,
31/10/1935,12.46,,,,,,,,,,,,
30/09/1935,11.59,,,,,,,,,,,,
30/08/1935,11.24,,,,,,,,,,,,
31/07/1935,11.08,,,,,,,,,,,,
28/06/1935,10.24,,,,,,,,,,,,
31/05/1935,9.58,,,,,,,,,,,,
30/04/1935,9.28,,,,,,,,,,,,
29/03/1935,8.45,,,,,,,,,,,,
28/02/1935,8.74,,,,,,,,,,,,
31/01/1935,9.1,,,,,,,,,,,,
31/12/1934,9.5,,,,,,,,,,,,
30/11/1934,9.54,,,,,,,,,,,,
31/10/1934,8.81,,,,,,,,,,,,
28/09/1934,9.08,,,,,,,,,,,,
31/08/1934,9.15,,,,,,,,,,,,
31/07/1934,8.68,,,,,,,,,,,,
29/06/1934,9.81,,,,,,,,,,,,
31/05/1934,9.61,,,,,,,,,,,,
30/04/1934,10.46,,,,,,,,,,,,
30/03/1934,10.62,,,,,,,,,,,,
28/02/1934,10.76,,,,,,,,,,,,
31/01/1934,11.17,,,,,,,,,,,,
29/12/1933,9.97,,,,,,,,,,,,
30/11/1933,9.88,,,,,,,,,,,,
31/10/1933,8.96,,,,,,,,,,,,
29/09/1933,9.72,,,,,,,,,,,,
31/08/1933,11.09,,,,,,,,,,,,
31/07/1933,9.95,,,,,,,,,,,,
30/06/1933,10.91,,,,,,,,,,,,
31/05/1933,9.64,,,,,,,,,,,,
28/04/1933,7.83,,,,,,,,,,,,
31/03/1933,5.85,,,,,,,,,,,,
28/02/1933,5.66,,,,,,,,,,,,
31/01/1933,6.94,,,,,,,,,,,,
30/12/1932,6.92,,,,,,,,,,,,
30/11/1932,6.55,,,,,,,,,,,,
31/10/1932,6.96,,,,,,,,,,,,
30/09/1932,8.08,,,,,,,,,,,,
31/08/1932,8.39,,,,,,,,,,,,
29/07/1932,6.03,,,,,,,,,,,,
30/06/1932,4.43,,,,,,,,,,,,
31/05/1932,4.47,,,,,,,,,,,,
29/04/1932,5.83,,,,,,,,,,,,
31/03/1932,7.31,,,,,,,,,,,,
29/02/1932,8.29,,,,,,,,,,,,
29/01/1932,7.94,,,,,,,,,,,,
31/12/1931,8.12,,,,,,,,,,,,
30/11/1931,9.5,,,,,,,,,,,,
30/10/1931,10.43,,,,,,,,,,,,
30/09/1931,9.71,,,,,,,,,,,,
31/08/1931,13.86,,,,,,,,,,,,
31/07/1931,13.73,,,,,,,,,,,,
30/06/1931,14.83,,,,,,,,,,,,
29/05/1931,13.02,,,,,,,,,,,,
30/04/1931,15.09,,,,,,,,,,,,
31/03/1931,16.69,,,,,,,,,,,,
27/02/1931,18.03,,,,,,,,,,,,
30/01/1931,16.19,,,,,,,,,,,,
